week,symptom_id,symptom_name,affected_hospitals,total_hospitals,total_cases,hospital_coverage,affected_regions,geographic_cases,affected_cities,newly_affected_hospitals,propagation_edges,source_hospitals,target_hospitals,same_city_edges,same_region_edges,cross_region_edges,spatial_propagation_score,spatial_alert,spatial_propagation_signal
2026-07-13,S003,Fatigue,0,10,1739,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S006,Dry Cough,0,10,3598,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S007,Persistent Cough,0,10,242,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S008,Sore Throat,0,10,2301,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S011,Chest Pain,0,8,15,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S014,Muscle Pain,0,10,3586,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S019,Vomiting,0,10,1631,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-13,S023,Weight Loss,0,8,20,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-20,S007,Persistent Cough,5,10,320,0.5,5.0,192.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,65.0,ORANGE,True
2026-07-20,S025,Bleeding,2,10,34,0.2,2.0,14.0,2.0,2,4.0,2.0,2.0,0.0,0.0,4.0,31.0,GREEN,False
2026-07-20,S013,Loss of Smell,2,10,294,0.2,2.0,77.0,2.0,2,2.0,1.0,2.0,0.0,0.0,2.0,27.0,GREEN,False
2026-07-20,S024,Night Sweats,2,10,106,0.2,2.0,34.0,2.0,2,2.0,1.0,2.0,0.0,0.0,2.0,27.0,GREEN,False
2026-07-20,S027,Dehydration,2,10,52,0.2,2.0,12.0,2.0,2,2.0,1.0,2.0,0.0,0.0,2.0,27.0,GREEN,False
2026-07-20,S022,Loss of Appetite,2,10,346,0.2,2.0,78.0,2.0,1,3.0,3.0,1.0,0.0,0.0,3.0,23.0,GREEN,False
2026-07-20,S017,Rash,3,10,493,0.3,3.0,160.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,GREEN,False
2026-07-20,S020,Diarrhoea,3,10,1315,0.3,3.0,493.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,GREEN,False
2026-07-20,S026,Anaemia,1,9,28,0.1111111111111111,1.0,7.0,1.0,1,4.0,4.0,1.0,0.0,0.0,4.0,17.33,GREEN,False
2026-07-20,S003,Fatigue,2,10,1840,0.2,2.0,469.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,GREEN,False
2026-07-20,S009,Runny Nose,1,10,1398,0.1,1.0,105.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-07-20,S012,Loss of Taste,1,10,288,0.1,1.0,39.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-07-20,S015,Joint Pain,1,10,1493,0.1,1.0,236.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-07-20,S004,Chills,2,10,1153,0.2,2.0,262.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-20,S005,Sweating,2,10,1153,0.2,2.0,262.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-20,S008,Sore Throat,2,10,2357,0.2,2.0,450.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-20,S021,Abdominal Pain,2,10,915,0.2,2.0,151.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-20,S011,Chest Pain,1,10,23,0.1,1.0,4.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,GREEN,False
2026-07-20,S023,Weight Loss,1,10,41,0.1,1.0,10.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,GREEN,False
2026-07-20,S006,Dry Cough,1,10,3632,0.1,1.0,263.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-20,S014,Muscle Pain,1,10,3489,0.1,1.0,274.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-20,S016,Retro-orbital Pain,1,10,1169,0.1,1.0,102.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-20,S018,Nausea,1,10,1249,0.1,1.0,142.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-20,S019,Vomiting,1,10,1709,0.1,1.0,203.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-20,S001,Fever,0,10,7591,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-20,S002,Headache,0,10,3870,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-20,S010,Breathlessness,0,10,82,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S025,Bleeding,4,9,41,0.4444444444444444,4.0,24.0,4.0,2,4.0,2.0,2.0,0.0,0.0,4.0,48.33,YELLOW,True
2026-07-27,S027,Dehydration,3,10,42,0.3,3.0,16.0,3.0,3,5.0,2.0,3.0,0.0,0.0,5.0,47.0,YELLOW,True
2026-07-27,S021,Abdominal Pain,3,10,914,0.3,3.0,285.0,3.0,2,4.0,2.0,2.0,0.0,0.0,4.0,39.0,YELLOW,True
2026-07-27,S024,Night Sweats,2,10,103,0.2,2.0,28.0,2.0,2,4.0,2.0,2.0,0.0,0.0,4.0,31.0,GREEN,False
2026-07-27,S011,Chest Pain,2,9,24,0.2222222222222222,2.0,10.0,2.0,2,2.0,1.0,2.0,0.0,0.0,2.0,27.67,GREEN,False
2026-07-27,S007,Persistent Cough,2,10,294,0.2,2.0,75.0,2.0,1,5.0,5.0,1.0,0.0,0.0,5.0,27.0,GREEN,False
2026-07-27,S022,Loss of Appetite,2,10,339,0.2,2.0,84.0,2.0,1,2.0,2.0,1.0,0.0,0.0,2.0,21.0,GREEN,False
2026-07-27,S018,Nausea,2,10,1210,0.2,2.0,220.0,2.0,1,1.0,1.0,1.0,0.0,0.0,1.0,19.0,GREEN,False
2026-07-27,S026,Anaemia,1,9,21,0.1111111111111111,1.0,3.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,11.33,GREEN,False
2026-07-27,S003,Fatigue,2,10,1824,0.2,2.0,404.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-27,S009,Runny Nose,2,10,1443,0.2,2.0,344.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-27,S012,Loss of Taste,2,10,290,0.2,2.0,80.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-27,S019,Vomiting,2,10,1652,0.2,2.0,289.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-27,S020,Diarrhoea,2,10,1279,0.2,2.0,234.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-07-27,S004,Chills,1,10,1145,0.1,1.0,134.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-27,S005,Sweating,1,10,1145,0.1,1.0,134.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-27,S015,Joint Pain,1,10,1452,0.1,1.0,159.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-27,S016,Retro-orbital Pain,1,10,1144,0.1,1.0,123.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-27,S017,Rash,1,10,462,0.1,1.0,54.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-07-27,S001,Fever,0,10,7590,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S002,Headache,0,10,3843,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S006,Dry Cough,0,10,3646,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S008,Sore Throat,0,10,2308,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S010,Breathlessness,0,10,87,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S013,Loss of Smell,0,10,267,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S014,Muscle Pain,0,10,3477,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-07-27,S023,Weight Loss,0,10,38,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S020,Diarrhoea,4,10,1359,0.4,4.0,625.0,4.0,2,4.0,2.0,2.0,0.0,0.0,4.0,47.0,YELLOW,True
2026-08-03,S022,Loss of Appetite,4,10,347,0.4,4.0,167.0,4.0,1,2.0,2.0,1.0,0.0,0.0,2.0,37.0,YELLOW,True
2026-08-03,S025,Bleeding,2,10,30,0.2,2.0,14.0,2.0,2,7.0,4.0,2.0,0.0,0.0,7.0,37.0,YELLOW,True
2026-08-03,S019,Vomiting,5,10,1752,0.5,5.0,985.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,YELLOW,True
2026-08-03,S007,Persistent Cough,3,10,304,0.3,3.0,105.0,3.0,1,2.0,2.0,1.0,0.0,0.0,2.0,29.0,GREEN,False
2026-08-03,S018,Nausea,4,10,1246,0.4,4.0,550.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,GREEN,False
2026-08-03,S010,Breathlessness,2,10,80,0.2,2.0,34.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,GREEN,False
2026-08-03,S013,Loss of Smell,2,10,262,0.2,2.0,78.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,GREEN,False
2026-08-03,S021,Abdominal Pain,2,10,924,0.2,2.0,225.0,2.0,1,3.0,3.0,1.0,0.0,0.0,3.0,23.0,GREEN,False
2026-08-03,S012,Loss of Taste,2,10,275,0.2,2.0,72.0,2.0,1,2.0,2.0,1.0,0.0,0.0,2.0,21.0,GREEN,False
2026-08-03,S017,Rash,2,10,476,0.2,2.0,133.0,2.0,1,1.0,1.0,1.0,0.0,0.0,1.0,19.0,GREEN,False
2026-08-03,S003,Fatigue,3,10,1791,0.3,2.0,559.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,GREEN,False
2026-08-03,S011,Chest Pain,1,10,25,0.1,1.0,5.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-03,S027,Dehydration,1,10,45,0.1,1.0,7.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-03,S009,Runny Nose,2,10,1366,0.2,2.0,228.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-03,S015,Joint Pain,2,10,1463,0.2,2.0,367.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-03,S016,Retro-orbital Pain,2,10,1137,0.2,2.0,293.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-03,S023,Weight Loss,1,10,42,0.1,1.0,7.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,GREEN,False
2026-08-03,S026,Anaemia,1,7,15,0.14285714285714285,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,GREEN,False
2026-08-03,S004,Chills,1,10,1135,0.1,1.0,155.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-03,S005,Sweating,1,10,1135,0.1,1.0,155.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-03,S001,Fever,0,10,7575,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S002,Headache,0,10,3803,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S006,Dry Cough,0,10,3572,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S008,Sore Throat,0,10,2274,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S014,Muscle Pain,0,10,3487,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-03,S024,Night Sweats,0,10,93,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S010,Breathlessness,3,10,97,0.3,3.0,47.0,3.0,3,5.0,2.0,3.0,0.0,0.0,5.0,47.0,YELLOW,True
2026-08-10,S027,Dehydration,3,10,53,0.3,3.0,24.0,3.0,3,3.0,1.0,3.0,1.0,0.0,2.0,43.0,YELLOW,True
2026-08-10,S007,Persistent Cough,3,10,285,0.3,3.0,106.0,3.0,1,3.0,3.0,1.0,0.0,0.0,3.0,31.0,GREEN,False
2026-08-10,S012,Loss of Taste,2,10,268,0.2,2.0,58.0,2.0,2,4.0,2.0,2.0,1.0,0.0,3.0,31.0,GREEN,False
2026-08-10,S013,Loss of Smell,2,10,280,0.2,2.0,67.0,2.0,2,4.0,2.0,2.0,0.0,0.0,4.0,31.0,GREEN,False
2026-08-10,S009,Runny Nose,2,10,1388,0.2,2.0,346.0,2.0,1,2.0,2.0,1.0,0.0,0.0,2.0,21.0,GREEN,False
2026-08-10,S022,Loss of Appetite,1,10,325,0.1,1.0,49.0,1.0,1,4.0,4.0,1.0,0.0,0.0,4.0,17.0,GREEN,False
2026-08-10,S025,Bleeding,1,9,33,0.1111111111111111,1.0,6.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.33,GREEN,False
2026-08-10,S016,Retro-orbital Pain,1,10,1135,0.1,1.0,136.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-10,S017,Rash,1,10,461,0.1,1.0,55.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-10,S011,Chest Pain,1,8,13,0.125,1.0,4.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,11.75,GREEN,False
2026-08-10,S004,Chills,2,10,1161,0.2,2.0,188.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-10,S005,Sweating,2,10,1161,0.2,2.0,188.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-10,S026,Anaemia,1,10,22,0.1,1.0,4.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,11.0,GREEN,False
2026-08-10,S024,Night Sweats,1,10,90,0.1,1.0,12.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,GREEN,False
2026-08-10,S014,Muscle Pain,1,10,3476,0.1,1.0,408.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-10,S015,Joint Pain,1,10,1472,0.1,1.0,166.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-10,S019,Vomiting,1,10,1649,0.1,1.0,140.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-10,S020,Diarrhoea,1,10,1316,0.1,1.0,111.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-10,S001,Fever,0,10,7592,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S002,Headache,0,10,3831,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S003,Fatigue,0,10,1778,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S006,Dry Cough,0,10,3656,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S008,Sore Throat,0,10,2290,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S018,Nausea,0,10,1190,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S021,Abdominal Pain,0,10,890,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-10,S023,Weight Loss,0,9,24,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S024,Night Sweats,4,10,115,0.4,4.0,58.0,4.0,3,3.0,1.0,3.0,0.0,0.0,3.0,51.0,YELLOW,True
2026-08-17,S011,Chest Pain,2,9,18,0.2222222222222222,2.0,8.0,2.0,2,2.0,1.0,2.0,0.0,0.0,2.0,27.67,GREEN,False
2026-08-17,S009,Runny Nose,2,10,1447,0.2,1.0,356.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,16.0,GREEN,False
2026-08-17,S027,Dehydration,1,10,45,0.1,1.0,8.0,1.0,1,3.0,3.0,1.0,0.0,0.0,3.0,15.0,GREEN,False
2026-08-17,S013,Loss of Smell,1,10,300,0.1,1.0,37.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-17,S007,Persistent Cough,2,10,292,0.2,2.0,77.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-17,S016,Retro-orbital Pain,2,10,1169,0.2,2.0,270.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-17,S017,Rash,2,10,480,0.2,2.0,114.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,GREEN,False
2026-08-17,S025,Bleeding,1,10,30,0.1,1.0,8.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,11.0,GREEN,False
2026-08-17,S023,Weight Loss,1,10,38,0.1,1.0,8.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,GREEN,False
2026-08-17,S003,Fatigue,1,10,1819,0.1,1.0,152.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S006,Dry Cough,1,10,3710,0.1,1.0,542.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S010,Breathlessness,1,10,92,0.1,1.0,16.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S014,Muscle Pain,1,10,3547,0.1,1.0,445.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S015,Joint Pain,1,10,1514,0.1,1.0,198.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S018,Nausea,1,10,1228,0.1,1.0,156.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S021,Abdominal Pain,1,10,889,0.1,1.0,94.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-17,S001,Fever,0,10,7568,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S002,Headache,0,10,3852,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S004,Chills,0,10,1042,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S005,Sweating,0,10,1042,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S008,Sore Throat,0,10,2360,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S012,Loss of Taste,0,10,293,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S019,Vomiting,0,10,1610,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S020,Diarrhoea,0,10,1270,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S022,Loss of Appetite,0,10,317,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-17,S026,Anaemia,0,9,18,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S011,Chest Pain,1,10,17,0.1,1.0,3.0,1.0,1,2.0,2.0,1.0,0.0,0.0,2.0,13.0,GREEN,False
2026-08-24,S027,Dehydration,1,10,37,0.1,1.0,7.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,11.0,GREEN,False
2026-08-24,S007,Persistent Cough,1,10,232,0.1,1.0,38.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GREEN,False
2026-08-24,S001,Fever,0,10,6436,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S002,Headache,0,10,3292,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S003,Fatigue,0,10,1522,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S004,Chills,0,10,945,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S005,Sweating,0,10,945,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S006,Dry Cough,0,10,3131,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S008,Sore Throat,0,10,1957,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S009,Runny Nose,0,10,1210,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S010,Breathlessness,0,10,65,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S012,Loss of Taste,0,10,224,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S013,Loss of Smell,0,10,220,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S014,Muscle Pain,0,10,2909,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S015,Joint Pain,0,10,1242,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S016,Retro-orbital Pain,0,10,985,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S017,Rash,0,10,426,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S018,Nausea,0,10,1080,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S019,Vomiting,0,10,1431,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S020,Diarrhoea,0,10,1135,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S021,Abdominal Pain,0,10,800,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S022,Loss of Appetite,0,10,292,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S023,Weight Loss,0,10,34,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S024,Night Sweats,0,10,77,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S025,Bleeding,0,7,14,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
2026-08-24,S026,Anaemia,0,7,12,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREEN,False
