week,hospital_id,symptom_id,symptom_name,current_cases,historical_weeks,historical_mean,historical_std,deviation_from_baseline,deviation_percent,z_score,baseline_alert
2026-06-15,H006,S023,Weight Loss,3.0,2,4.0,4.242640687119285,-1.0,-25.0,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H006,S024,Night Sweats,9.0,2,9.5,2.1213203435596424,-0.5,-5.263157894736842,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H006,S025,Bleeding,4.0,2,1.0,0.0,3.0,300.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H006,S026,Anaemia,0.0,2,3.0,0.0,-3.0,-100.0,-inf,INSUFFICIENT_HISTORY
2026-06-15,H006,S027,Dehydration,3.0,2,4.5,4.949747468305833,-1.5,-33.33333333333333,-0.30304576336566325,INSUFFICIENT_HISTORY
2026-06-15,H007,S001,Fever,565.0,2,580.5,6.363961030678928,-15.5,-2.670111972437554,-2.435590024086997,INSUFFICIENT_HISTORY
2026-06-15,H007,S002,Headache,285.0,2,298.5,9.192388155425117,-13.5,-4.522613065326634,-1.4686063916951373,INSUFFICIENT_HISTORY
2026-06-15,H007,S003,Fatigue,129.0,2,146.0,11.313708498984761,-17.0,-11.643835616438356,-1.5026019100214134,INSUFFICIENT_HISTORY
2026-06-15,H007,S004,Chills,84.0,2,85.0,2.8284271247461903,-1.0,-1.1764705882352942,-0.35355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H007,S005,Sweating,84.0,2,85.0,2.8284271247461903,-1.0,-1.1764705882352942,-0.35355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H007,S006,Dry Cough,299.0,2,289.0,7.0710678118654755,10.0,3.4602076124567476,1.414213562373095,INSUFFICIENT_HISTORY
2026-06-15,H007,S007,Persistent Cough,19.0,2,22.0,4.242640687119285,-3.0,-13.636363636363635,-0.7071067811865476,INSUFFICIENT_HISTORY
2026-06-15,H007,S008,Sore Throat,201.0,2,184.0,4.242640687119285,17.0,9.239130434782608,4.00693842672377,INSUFFICIENT_HISTORY
2026-06-15,H007,S009,Runny Nose,121.0,2,115.5,12.020815280171307,5.5,4.761904761904762,0.45753968194423666,INSUFFICIENT_HISTORY
2026-06-15,H007,S010,Breathlessness,9.0,2,8.5,0.7071067811865476,0.5,5.88235294117647,0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H007,S011,Chest Pain,2.0,2,3.0,1.4142135623730951,-1.0,-33.33333333333333,-0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H007,S012,Loss of Taste,24.0,2,19.0,5.656854249492381,5.0,26.31578947368421,0.8838834764831843,INSUFFICIENT_HISTORY
2026-06-15,H007,S013,Loss of Smell,20.0,2,21.0,8.48528137423857,-1.0,-4.761904761904762,-0.11785113019775793,INSUFFICIENT_HISTORY
2026-06-15,H007,S014,Muscle Pain,269.0,2,257.0,18.384776310850235,12.0,4.669260700389105,0.6527139518645054,INSUFFICIENT_HISTORY
2026-06-15,H007,S015,Joint Pain,106.0,2,107.5,12.020815280171307,-1.5,-1.3953488372093024,-0.12478354962115545,INSUFFICIENT_HISTORY
2026-06-15,H007,S016,Retro-orbital Pain,79.0,2,79.5,2.1213203435596424,-0.5,-0.628930817610063,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H007,S017,Rash,26.0,2,32.5,0.7071067811865476,-6.5,-20.0,-9.192388155425117,INSUFFICIENT_HISTORY
2026-06-15,H007,S018,Nausea,82.0,2,91.0,19.79898987322333,-9.0,-9.89010989010989,-0.4545686450484948,INSUFFICIENT_HISTORY
2026-06-15,H007,S019,Vomiting,113.0,2,122.0,4.242640687119285,-9.0,-7.377049180327869,-2.121320343559643,INSUFFICIENT_HISTORY
2026-06-15,H007,S020,Diarrhoea,93.0,2,95.0,0.0,-2.0,-2.1052631578947367,-inf,INSUFFICIENT_HISTORY
2026-06-15,H007,S021,Abdominal Pain,61.0,2,73.0,0.0,-12.0,-16.43835616438356,-inf,INSUFFICIENT_HISTORY
2026-06-15,H007,S022,Loss of Appetite,24.0,2,25.5,7.7781745930520225,-1.5,-5.88235294117647,-0.19284730395996752,INSUFFICIENT_HISTORY
2026-06-15,H007,S023,Weight Loss,2.0,2,5.5,0.7071067811865476,-3.5,-63.63636363636363,-4.949747468305833,INSUFFICIENT_HISTORY
2026-06-15,H007,S024,Night Sweats,7.0,2,10.5,3.5355339059327378,-3.5,-33.33333333333333,-0.9899494936611665,INSUFFICIENT_HISTORY
2026-06-15,H007,S025,Bleeding,2.0,2,1.0,0.0,1.0,100.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H007,S026,Anaemia,0.0,2,2.5,0.7071067811865476,-2.5,-100.0,-3.5355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H007,S027,Dehydration,2.0,2,2.5,2.1213203435596424,-0.5,-20.0,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H008,S001,Fever,649.0,2,673.0,33.94112549695428,-24.0,-3.566121842496285,-0.7071067811865476,INSUFFICIENT_HISTORY
2026-06-15,H008,S002,Headache,328.0,2,327.5,24.748737341529164,0.5,0.15267175572519084,0.020203050891044214,INSUFFICIENT_HISTORY
2026-06-15,H008,S003,Fatigue,182.0,2,153.5,16.263455967290593,28.5,18.566775244299674,1.7523950664188352,INSUFFICIENT_HISTORY
2026-06-15,H008,S004,Chills,92.0,2,101.5,2.1213203435596424,-9.5,-9.35960591133005,-4.478342947514801,INSUFFICIENT_HISTORY
2026-06-15,H008,S005,Sweating,92.0,2,101.5,2.1213203435596424,-9.5,-9.35960591133005,-4.478342947514801,INSUFFICIENT_HISTORY
2026-06-15,H008,S006,Dry Cough,323.0,2,318.5,20.506096654409877,4.5,1.4128728414442702,0.21944693209237684,INSUFFICIENT_HISTORY
2026-06-15,H008,S007,Persistent Cough,27.0,2,20.0,1.4142135623730951,7.0,35.0,4.949747468305833,INSUFFICIENT_HISTORY
2026-06-15,H008,S008,Sore Throat,219.0,2,206.5,26.16295090390226,12.5,6.053268765133172,0.47777485215307264,INSUFFICIENT_HISTORY
2026-06-15,H008,S009,Runny Nose,120.0,2,122.0,2.8284271247461903,-2.0,-1.639344262295082,-0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H008,S010,Breathlessness,11.0,2,11.0,7.0710678118654755,0.0,0.0,0.0,INSUFFICIENT_HISTORY
2026-06-15,H008,S011,Chest Pain,2.0,2,1.0,0.0,1.0,100.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H008,S012,Loss of Taste,29.0,2,31.5,14.849242404917497,-2.5,-7.936507936507936,-0.16835875742536846,INSUFFICIENT_HISTORY
2026-06-15,H008,S013,Loss of Smell,26.0,2,31.5,13.435028842544403,-5.5,-17.46031746031746,-0.4093776101606328,INSUFFICIENT_HISTORY
2026-06-15,H008,S014,Muscle Pain,293.0,2,323.5,16.263455967290593,-30.5,-9.428129829984544,-1.8753701587991043,INSUFFICIENT_HISTORY
2026-06-15,H008,S015,Joint Pain,134.0,2,136.0,8.48528137423857,-2.0,-1.4705882352941175,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H008,S016,Retro-orbital Pain,100.0,2,120.0,12.727922061357855,-20.0,-16.666666666666664,-1.5713484026367723,INSUFFICIENT_HISTORY
2026-06-15,H008,S017,Rash,54.0,2,42.5,4.949747468305833,11.5,27.058823529411764,2.3233508524700848,INSUFFICIENT_HISTORY
2026-06-15,H008,S018,Nausea,111.0,2,100.0,11.313708498984761,11.0,11.0,0.9722718241315028,INSUFFICIENT_HISTORY
2026-06-15,H008,S019,Vomiting,143.0,2,133.5,2.1213203435596424,9.5,7.116104868913857,4.478342947514801,INSUFFICIENT_HISTORY
2026-06-15,H008,S020,Diarrhoea,113.0,2,96.0,1.4142135623730951,17.0,17.708333333333336,12.020815280171307,INSUFFICIENT_HISTORY
2026-06-15,H008,S021,Abdominal Pain,82.0,2,62.0,2.8284271247461903,20.0,32.25806451612903,7.071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H008,S022,Loss of Appetite,21.0,2,23.5,0.7071067811865476,-2.5,-10.638297872340425,-3.5355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H008,S023,Weight Loss,4.0,2,1.5,0.7071067811865476,2.5,166.66666666666669,3.5355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H008,S024,Night Sweats,6.0,2,4.0,0.0,2.0,50.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H008,S025,Bleeding,0.0,2,2.5,2.1213203435596424,-2.5,-100.0,-1.1785113019775793,INSUFFICIENT_HISTORY
2026-06-15,H008,S026,Anaemia,1.0,2,2.5,2.1213203435596424,-1.5,-60.0,-0.7071067811865476,INSUFFICIENT_HISTORY
2026-06-15,H008,S027,Dehydration,5.0,2,3.0,4.242640687119285,2.0,66.66666666666666,0.47140452079103173,INSUFFICIENT_HISTORY
2026-06-15,H009,S001,Fever,515.0,2,527.5,0.7071067811865476,-12.5,-2.3696682464454977,-17.677669529663685,INSUFFICIENT_HISTORY
2026-06-15,H009,S002,Headache,264.0,2,285.5,3.5355339059327378,-21.5,-7.530647985989491,-6.081118318204308,INSUFFICIENT_HISTORY
2026-06-15,H009,S003,Fatigue,108.0,2,131.0,8.48528137423857,-23.0,-17.557251908396946,-2.7105759945484325,INSUFFICIENT_HISTORY
2026-06-15,H009,S004,Chills,87.0,2,86.5,17.67766952966369,0.5,0.5780346820809248,0.0282842712474619,INSUFFICIENT_HISTORY
2026-06-15,H009,S005,Sweating,87.0,2,86.5,17.67766952966369,0.5,0.5780346820809248,0.0282842712474619,INSUFFICIENT_HISTORY
2026-06-15,H009,S006,Dry Cough,201.0,2,228.5,0.7071067811865476,-27.5,-12.035010940919037,-38.89087296526011,INSUFFICIENT_HISTORY
2026-06-15,H009,S007,Persistent Cough,22.0,2,16.0,2.8284271247461903,6.0,37.5,2.1213203435596424,INSUFFICIENT_HISTORY
2026-06-15,H009,S008,Sore Throat,133.0,2,142.5,4.949747468305833,-9.5,-6.666666666666667,-1.9192898346492004,INSUFFICIENT_HISTORY
2026-06-15,H009,S009,Runny Nose,67.0,2,80.0,0.0,-13.0,-16.25,-inf,INSUFFICIENT_HISTORY
2026-06-15,H009,S010,Breathlessness,6.0,2,6.5,0.7071067811865476,-0.5,-7.6923076923076925,-0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H009,S011,Chest Pain,1.0,2,1.0,1.4142135623730951,0.0,0.0,0.0,INSUFFICIENT_HISTORY
2026-06-15,H009,S012,Loss of Taste,14.0,2,15.0,4.242640687119285,-1.0,-6.666666666666667,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H009,S013,Loss of Smell,17.0,2,21.0,7.0710678118654755,-4.0,-19.047619047619047,-0.565685424949238,INSUFFICIENT_HISTORY
2026-06-15,H009,S014,Muscle Pain,237.0,2,250.0,25.45584412271571,-13.0,-5.2,-0.510688230856951,INSUFFICIENT_HISTORY
2026-06-15,H009,S015,Joint Pain,111.0,2,119.0,8.48528137423857,-8.0,-6.722689075630252,-0.9428090415820635,INSUFFICIENT_HISTORY
2026-06-15,H009,S016,Retro-orbital Pain,89.0,2,87.5,6.363961030678928,1.5,1.7142857142857144,0.23570226039551584,INSUFFICIENT_HISTORY
2026-06-15,H009,S017,Rash,30.0,2,40.0,2.8284271247461903,-10.0,-25.0,-3.5355339059327373,INSUFFICIENT_HISTORY
2026-06-15,H009,S018,Nausea,91.0,2,86.5,3.5355339059327378,4.5,5.202312138728324,1.2727922061357855,INSUFFICIENT_HISTORY
2026-06-15,H009,S019,Vomiting,138.0,2,119.5,9.192388155425117,18.5,15.481171548117153,2.0125346849155585,INSUFFICIENT_HISTORY
2026-06-15,H009,S020,Diarrhoea,110.0,2,96.0,4.242640687119285,14.0,14.583333333333334,3.299831645537222,INSUFFICIENT_HISTORY
2026-06-15,H009,S021,Abdominal Pain,84.0,2,64.5,4.949747468305833,19.5,30.23255813953488,3.939594923753622,INSUFFICIENT_HISTORY
2026-06-15,H009,S022,Loss of Appetite,33.0,2,27.5,2.1213203435596424,5.5,20.0,2.5927248643506746,INSUFFICIENT_HISTORY
2026-06-15,H009,S023,Weight Loss,2.0,2,1.5,0.7071067811865476,0.5,33.33333333333333,0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H009,S024,Night Sweats,8.0,2,4.0,1.4142135623730951,4.0,100.0,2.82842712474619,INSUFFICIENT_HISTORY
2026-06-15,H009,S025,Bleeding,3.0,2,2.5,2.1213203435596424,0.5,20.0,0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-15,H009,S026,Anaemia,1.0,2,1.5,0.7071067811865476,-0.5,-33.33333333333333,-0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H009,S027,Dehydration,4.0,2,1.5,2.1213203435596424,2.5,166.66666666666669,1.1785113019775793,INSUFFICIENT_HISTORY
2026-06-15,H010,S001,Fever,799.0,2,836.0,5.656854249492381,-37.0,-4.425837320574163,-6.540737725975564,INSUFFICIENT_HISTORY
2026-06-15,H010,S002,Headache,407.0,2,420.5,6.363961030678928,-13.5,-3.2104637336504163,-2.121320343559643,INSUFFICIENT_HISTORY
2026-06-15,H010,S003,Fatigue,177.0,2,183.0,22.627416997969522,-6.0,-3.278688524590164,-0.2651650429449553,INSUFFICIENT_HISTORY
2026-06-15,H010,S004,Chills,121.0,2,112.5,0.7071067811865476,8.5,7.555555555555555,12.020815280171307,INSUFFICIENT_HISTORY
2026-06-15,H010,S005,Sweating,121.0,2,112.5,0.7071067811865476,8.5,7.555555555555555,12.020815280171307,INSUFFICIENT_HISTORY
2026-06-15,H010,S006,Dry Cough,403.0,2,402.5,12.020815280171307,0.5,0.12422360248447205,0.04159451654038515,INSUFFICIENT_HISTORY
2026-06-15,H010,S007,Persistent Cough,41.0,2,24.0,2.8284271247461903,17.0,70.83333333333334,6.010407640085654,INSUFFICIENT_HISTORY
2026-06-15,H010,S008,Sore Throat,251.0,2,254.0,8.48528137423857,-3.0,-1.1811023622047243,-0.3535533905932738,INSUFFICIENT_HISTORY
2026-06-15,H010,S009,Runny Nose,180.0,2,164.0,22.627416997969522,16.0,9.75609756097561,0.7071067811865475,INSUFFICIENT_HISTORY
2026-06-15,H010,S010,Breathlessness,5.0,2,12.0,1.4142135623730951,-7.0,-58.333333333333336,-4.949747468305833,INSUFFICIENT_HISTORY
2026-06-15,H010,S011,Chest Pain,6.0,2,1.0,0.0,5.0,500.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H010,S012,Loss of Taste,21.0,2,32.5,0.7071067811865476,-11.5,-35.38461538461539,-16.263455967290593,INSUFFICIENT_HISTORY
2026-06-15,H010,S013,Loss of Smell,24.0,2,33.0,1.4142135623730951,-9.0,-27.27272727272727,-6.363961030678928,INSUFFICIENT_HISTORY
2026-06-15,H010,S014,Muscle Pain,377.0,2,397.0,11.313708498984761,-20.0,-5.037783375314862,-1.7677669529663687,INSUFFICIENT_HISTORY
2026-06-15,H010,S015,Joint Pain,145.0,2,173.5,4.949747468305833,-28.5,-16.42651296829971,-5.757869503947601,INSUFFICIENT_HISTORY
2026-06-15,H010,S016,Retro-orbital Pain,115.0,2,129.0,8.48528137423857,-14.0,-10.852713178294573,-1.649915822768611,INSUFFICIENT_HISTORY
2026-06-15,H010,S017,Rash,51.0,2,54.5,7.7781745930520225,-3.5,-6.422018348623854,-0.44997704257325755,INSUFFICIENT_HISTORY
2026-06-15,H010,S018,Nausea,149.0,2,139.0,9.899494936611665,10.0,7.194244604316546,1.0101525445522108,INSUFFICIENT_HISTORY
2026-06-15,H010,S019,Vomiting,202.0,2,187.0,0.0,15.0,8.02139037433155,inf,INSUFFICIENT_HISTORY
2026-06-15,H010,S020,Diarrhoea,162.0,2,151.5,7.7781745930520225,10.5,6.9306930693069315,1.3499311277197725,INSUFFICIENT_HISTORY
2026-06-15,H010,S021,Abdominal Pain,108.0,2,105.0,0.0,3.0,2.857142857142857,inf,INSUFFICIENT_HISTORY
2026-06-15,H010,S022,Loss of Appetite,39.0,2,36.0,2.8284271247461903,3.0,8.333333333333332,1.0606601717798212,INSUFFICIENT_HISTORY
2026-06-15,H010,S023,Weight Loss,9.0,2,4.0,0.0,5.0,125.0,inf,INSUFFICIENT_HISTORY
2026-06-15,H010,S024,Night Sweats,14.0,2,13.5,4.949747468305833,0.5,3.7037037037037033,0.10101525445522107,INSUFFICIENT_HISTORY
2026-06-15,H010,S025,Bleeding,5.0,2,3.5,0.7071067811865476,1.5,42.857142857142854,2.1213203435596424,INSUFFICIENT_HISTORY
2026-06-15,H010,S026,Anaemia,3.0,2,3.0,2.8284271247461903,0.0,0.0,0.0,INSUFFICIENT_HISTORY
2026-06-15,H010,S027,Dehydration,3.0,2,4.0,4.242640687119285,-1.0,-25.0,-0.23570226039551587,INSUFFICIENT_HISTORY
2026-06-22,H001,S001,Fever,943.0,3,921.3333333333334,3.055050463303909,21.66666666666663,2.351664254703324,7.092081432669704,INSUFFICIENT_HISTORY
2026-06-22,H001,S002,Headache,485.0,3,465.0,23.065125189341593,20.0,4.301075268817205,0.8671099695241199,INSUFFICIENT_HISTORY
2026-06-22,H001,S003,Fatigue,229.0,3,215.0,2.6457513110645907,14.0,6.511627906976744,5.2915026221291805,INSUFFICIENT_HISTORY
2026-06-22,H001,S004,Chills,128.0,3,137.33333333333334,10.016652800877816,-9.333333333333343,-6.796116504854376,-0.9317816558956111,INSUFFICIENT_HISTORY
2026-06-22,H001,S005,Sweating,128.0,3,137.33333333333334,10.016652800877816,-9.333333333333343,-6.796116504854376,-0.9317816558956111,INSUFFICIENT_HISTORY
2026-06-22,H001,S006,Dry Cough,493.0,3,479.0,13.228756555322953,14.0,2.9227557411273484,1.0583005244258363,INSUFFICIENT_HISTORY
2026-06-22,H001,S007,Persistent Cough,24.0,3,31.0,4.0,-7.0,-22.58064516129032,-1.75,INSUFFICIENT_HISTORY
2026-06-22,H001,S008,Sore Throat,303.0,3,310.6666666666667,20.599352740640494,-7.666666666666686,-2.467811158798289,-0.3721799788175435,INSUFFICIENT_HISTORY
2026-06-22,H001,S009,Runny Nose,197.0,3,177.66666666666666,6.11010092660779,19.333333333333343,10.88180112570357,3.1641594084218894,INSUFFICIENT_HISTORY
2026-06-22,H001,S010,Breathlessness,12.0,3,16.0,2.6457513110645907,-4.0,-25.0,-1.5118578920369088,INSUFFICIENT_HISTORY
2026-06-22,H001,S011,Chest Pain,3.0,3,2.6666666666666665,0.5773502691896258,0.3333333333333335,12.500000000000005,0.577350269189626,INSUFFICIENT_HISTORY
2026-06-22,H001,S012,Loss of Taste,41.0,3,38.333333333333336,5.131601439446883,2.6666666666666643,6.956521739130428,0.5196558419693044,INSUFFICIENT_HISTORY
2026-06-22,H001,S013,Loss of Smell,42.0,3,40.666666666666664,3.0550504633038944,1.3333333333333357,3.27868852459017,0.4364357804719854,INSUFFICIENT_HISTORY
2026-06-22,H001,S014,Muscle Pain,436.0,3,412.3333333333333,8.736894948054099,23.666666666666686,5.739692805173813,2.7088189576936346,INSUFFICIENT_HISTORY
2026-06-22,H001,S015,Joint Pain,164.0,3,163.33333333333334,10.69267662156363,0.6666666666666572,0.4081632653061166,0.062347968638854064,INSUFFICIENT_HISTORY
2026-06-22,H001,S016,Retro-orbital Pain,129.0,3,112.33333333333333,4.932882862316246,16.66666666666667,14.836795252225524,3.3786868919974316,INSUFFICIENT_HISTORY
2026-06-22,H001,S017,Rash,50.0,3,50.0,6.557438524302,0.0,0.0,0.0,INSUFFICIENT_HISTORY
2026-06-22,H001,S018,Nausea,116.0,3,130.66666666666666,10.11599393699568,-14.666666666666657,-11.22448979591836,-1.4498492939016596,INSUFFICIENT_HISTORY
2026-06-22,H001,S019,Vomiting,168.0,3,179.0,4.58257569495584,-11.0,-6.145251396648044,-2.400396792595916,INSUFFICIENT_HISTORY
2026-06-22,H001,S020,Diarrhoea,132.0,3,144.0,7.54983443527075,-12.0,-8.333333333333332,-1.5894388284780525,INSUFFICIENT_HISTORY
2026-06-22,H001,S021,Abdominal Pain,93.0,3,102.0,4.58257569495584,-9.0,-8.823529411764707,-1.9639610121239315,INSUFFICIENT_HISTORY
2026-06-22,H001,S022,Loss of Appetite,38.0,3,41.0,2.0,-3.0,-7.317073170731707,-1.5,INSUFFICIENT_HISTORY
2026-06-22,H001,S023,Weight Loss,6.0,3,3.6666666666666665,1.5275252316519468,2.3333333333333335,63.63636363636365,1.5275252316519468,INSUFFICIENT_HISTORY
2026-06-22,H001,S024,Night Sweats,8.0,3,9.666666666666666,2.886751345948129,-1.666666666666666,-17.241379310344822,-0.5773502691896255,INSUFFICIENT_HISTORY
2026-06-22,H001,S025,Bleeding,3.0,3,3.0,2.6457513110645907,0.0,0.0,0.0,INSUFFICIENT_HISTORY
2026-06-22,H001,S026,Anaemia,6.0,3,2.3333333333333335,0.5773502691896258,3.6666666666666665,157.1428571428571,6.350852961085883,INSUFFICIENT_HISTORY
2026-06-22,H001,S027,Dehydration,3.0,3,4.333333333333333,2.516611478423583,-1.333333333333333,-30.769230769230766,-0.5298129428260174,INSUFFICIENT_HISTORY
2026-06-22,H002,S001,Fever,782.0,3,759.6666666666666,12.85820101465728,22.33333333333337,2.9398859148749503,1.7368940886734645,INSUFFICIENT_HISTORY
2026-06-22,H002,S002,Headache,386.0,3,370.0,13.74772708486752,16.0,4.324324324324325,1.1638287479252927,INSUFFICIENT_HISTORY
2026-06-22,H002,S003,Fatigue,166.0,3,183.66666666666666,6.110100926607783,-17.666666666666657,-9.61887477313974,-2.8913870456268995,INSUFFICIENT_HISTORY
2026-06-22,H002,S004,Chills,104.0,3,98.0,14.422205101855956,6.0,6.122448979591836,0.41602514716892186,INSUFFICIENT_HISTORY
2026-06-22,H002,S005,Sweating,104.0,3,98.0,14.422205101855956,6.0,6.122448979591836,0.41602514716892186,INSUFFICIENT_HISTORY
2026-06-22,H002,S006,Dry Cough,420.0,3,401.0,23.388031127053,19.0,4.738154613466334,0.8123813371371242,INSUFFICIENT_HISTORY
2026-06-22,H002,S007,Persistent Cough,20.0,3,31.666666666666668,2.5166114784235827,-11.666666666666668,-36.8421052631579,-4.635863249727655,INSUFFICIENT_HISTORY
2026-06-22,H002,S008,Sore Throat,288.0,3,262.3333333333333,19.2959408512084,25.666666666666686,9.783989834815763,1.3301588590358537,INSUFFICIENT_HISTORY
2026-06-22,H002,S009,Runny Nose,170.0,3,153.33333333333334,14.571661996262934,16.666666666666657,10.869565217391298,1.1437725271791928,INSUFFICIENT_HISTORY
2026-06-22,H002,S010,Breathlessness,17.0,3,9.333333333333334,5.033222956847166,7.666666666666666,82.14285714285712,1.5232122106248003,INSUFFICIENT_HISTORY
2026-06-22,H002,S011,Chest Pain,0.0,3,2.0,0.0,-2.0,-100.0,-inf,INSUFFICIENT_HISTORY
2026-06-22,H002,S012,Loss of Taste,31.0,3,31.666666666666668,5.507570547286102,-0.6666666666666679,-2.1052631578947407,-0.1210455065337607,INSUFFICIENT_HISTORY
2026-06-22,H002,S013,Loss of Smell,35.0,3,32.333333333333336,10.115993936995679,2.6666666666666643,8.247422680412363,0.26360896252757443,INSUFFICIENT_HISTORY
2026-06-22,H002,S014,Muscle Pain,383.0,3,345.0,11.135528725660043,38.0,11.014492753623188,3.412500738508723,INSUFFICIENT_HISTORY
2026-06-22,H002,S015,Joint Pain,143.0,3,137.33333333333334,15.044378795195675,5.666666666666657,4.126213592233002,0.37666338662492804,INSUFFICIENT_HISTORY
2026-06-22,H002,S016,Retro-orbital Pain,116.0,3,106.33333333333333,11.590225767142474,9.666666666666671,9.090909090909095,0.834036097387424,INSUFFICIENT_HISTORY
2026-06-22,H002,S017,Rash,36.0,3,46.333333333333336,8.504900548115382,-10.333333333333336,-22.3021582733813,-1.2149857925879122,INSUFFICIENT_HISTORY
2026-06-22,H002,S018,Nausea,94.0,3,111.66666666666667,23.544284515213736,-17.66666666666667,-15.820895522388062,-0.7503590374662228,INSUFFICIENT_HISTORY
2026-06-22,H002,S019,Vomiting,140.0,3,152.33333333333334,18.92969448600091,-12.333333333333343,-8.096280087527358,-0.6515336706809622,INSUFFICIENT_HISTORY
2026-06-22,H002,S020,Diarrhoea,102.0,3,126.0,7.937253933193772,-24.0,-19.047619047619047,-3.0237157840738176,INSUFFICIENT_HISTORY
2026-06-22,H002,S021,Abdominal Pain,71.0,3,87.0,6.082762530298219,-16.0,-18.39080459770115,-2.6303837968857167,INSUFFICIENT_HISTORY
2026-06-22,H002,S022,Loss of Appetite,24.0,3,34.333333333333336,6.110100926607787,-10.333333333333336,-30.09708737864078,-1.6911886493289412,INSUFFICIENT_HISTORY
2026-06-22,H002,S023,Weight Loss,1.0,3,5.0,3.4641016151377544,-4.0,-80.0,-1.1547005383792517,INSUFFICIENT_HISTORY
2026-06-22,H002,S024,Night Sweats,7.0,3,11.0,2.6457513110645907,-4.0,-36.36363636363637,-1.5118578920369088,INSUFFICIENT_HISTORY
2026-06-22,H002,S025,Bleeding,1.0,3,3.3333333333333335,1.5275252316519468,-2.3333333333333335,-70.0,-1.5275252316519468,INSUFFICIENT_HISTORY
2026-06-22,H002,S026,Anaemia,0.0,3,1.3333333333333333,0.5773502691896258,-1.3333333333333333,-100.0,-2.3094010767585025,INSUFFICIENT_HISTORY
2026-06-22,H002,S027,Dehydration,4.0,3,2.3333333333333335,1.5275252316519468,1.6666666666666665,71.42857142857142,1.0910894511799618,INSUFFICIENT_HISTORY
2026-06-22,H003,S001,Fever,963.0,3,918.6666666666666,2.3094010767584865,44.33333333333337,4.825834542815679,19.19689645055521,INSUFFICIENT_HISTORY
2026-06-22,H003,S002,Headache,496.0,3,482.6666666666667,20.84066537645411,13.333333333333314,2.7624309392265154,0.6397748388780995,INSUFFICIENT_HISTORY
2026-06-22,H003,S003,Fatigue,220.0,3,201.0,8.54400374531753,19.0,9.45273631840796,2.223781796726481,INSUFFICIENT_HISTORY
2026-06-22,H003,S004,Chills,163.0,3,146.33333333333334,3.5118845842842497,16.666666666666657,11.38952164009111,4.745789978762487,INSUFFICIENT_HISTORY
2026-06-22,H003,S005,Sweating,163.0,3,146.33333333333334,3.5118845842842497,16.666666666666657,11.38952164009111,4.745789978762487,INSUFFICIENT_HISTORY
2026-06-22,H003,S006,Dry Cough,408.0,3,397.0,16.703293088490067,11.0,2.770780856423174,0.6585527740981746,INSUFFICIENT_HISTORY
2026-06-22,H003,S007,Persistent Cough,24.0,3,31.333333333333332,0.5773502691896255,-7.333333333333332,-23.404255319148934,-12.70170592217177,INSUFFICIENT_HISTORY
2026-06-22,H003,S008,Sore Throat,245.0,3,247.66666666666666,17.243356208503414,-2.666666666666657,-1.0767160161507365,-0.1546489346054113,INSUFFICIENT_HISTORY
2026-06-22,H003,S009,Runny Nose,143.0,3,152.0,16.09347693943108,-9.0,-5.921052631578947,-0.55923278940108,INSUFFICIENT_HISTORY
2026-06-22,H003,S010,Breathlessness,9.0,3,7.333333333333333,4.163331998932265,1.666666666666667,22.727272727272734,0.40032038451271795,INSUFFICIENT_HISTORY
2026-06-22,H003,S011,Chest Pain,1.0,3,2.3333333333333335,2.0816659994661326,-1.3333333333333335,-57.14285714285715,-0.6405126152203486,INSUFFICIENT_HISTORY
2026-06-22,H003,S012,Loss of Taste,36.0,3,25.333333333333332,7.094598884597588,10.666666666666668,42.10526315789475,1.5034911543518068,INSUFFICIENT_HISTORY
2026-06-22,H003,S013,Loss of Smell,38.0,3,26.0,5.5677643628300215,12.0,46.15384615384615,2.155263624321299,INSUFFICIENT_HISTORY
2026-06-22,H003,S014,Muscle Pain,437.0,3,446.3333333333333,10.016652800877813,-9.333333333333314,-2.091112770724417,-0.9317816558956087,INSUFFICIENT_HISTORY
