week,hospital_id,symptom_id,symptom_name,case_count,previous_cases,growth_rate,hospital_total_cases,incidence_proportion
2026-06-15,H008,S013,Loss of Smell,26,22.0,18.181818181818183,762,0.03412073490813648
2026-06-15,H008,S014,Muscle Pain,293,312.0,-6.089743589743589,762,0.38451443569553806
2026-06-15,H008,S015,Joint Pain,134,142.0,-5.633802816901409,762,0.17585301837270342
2026-06-15,H008,S016,Retro-orbital Pain,100,111.0,-9.90990990990991,762,0.13123359580052493
2026-06-15,H008,S017,Rash,54,39.0,38.46153846153847,762,0.07086614173228346
2026-06-15,H008,S018,Nausea,111,92.0,20.652173913043477,762,0.14566929133858267
2026-06-15,H008,S019,Vomiting,143,132.0,8.333333333333332,762,0.18766404199475065
2026-06-15,H008,S020,Diarrhoea,113,95.0,18.947368421052634,762,0.14829396325459318
2026-06-15,H008,S021,Abdominal Pain,82,60.0,36.666666666666664,762,0.10761154855643044
2026-06-15,H008,S022,Loss of Appetite,21,24.0,-12.5,762,0.027559055118110236
2026-06-15,H008,S023,Weight Loss,4,2.0,100.0,762,0.005249343832020997
2026-06-15,H008,S024,Night Sweats,6,4.0,50.0,762,0.007874015748031496
2026-06-15,H008,S026,Anaemia,1,1.0,0.0,762,0.0013123359580052493
2026-06-15,H008,S027,Dehydration,5,6.0,-16.666666666666664,762,0.006561679790026247
2026-06-15,H009,S001,Fever,515,528.0,-2.462121212121212,624,0.8253205128205128
2026-06-15,H009,S002,Headache,264,283.0,-6.713780918727916,624,0.4230769230769231
2026-06-15,H009,S003,Fatigue,108,125.0,-13.600000000000001,624,0.17307692307692307
2026-06-15,H009,S004,Chills,87,74.0,17.56756756756757,624,0.13942307692307693
2026-06-15,H009,S005,Sweating,87,74.0,17.56756756756757,624,0.13942307692307693
2026-06-15,H009,S006,Dry Cough,201,229.0,-12.22707423580786,624,0.32211538461538464
2026-06-15,H009,S007,Persistent Cough,22,18.0,22.22222222222222,624,0.035256410256410256
2026-06-15,H009,S008,Sore Throat,133,146.0,-8.904109589041095,624,0.21314102564102563
2026-06-15,H009,S009,Runny Nose,67,80.0,-16.25,624,0.10737179487179487
2026-06-15,H009,S010,Breathlessness,6,6.0,0.0,624,0.009615384615384616
2026-06-15,H009,S011,Chest Pain,1,2.0,-50.0,624,0.0016025641025641025
2026-06-15,H009,S012,Loss of Taste,14,12.0,16.666666666666664,624,0.022435897435897436
2026-06-15,H009,S013,Loss of Smell,17,16.0,6.25,624,0.027243589743589744
2026-06-15,H009,S014,Muscle Pain,237,268.0,-11.567164179104477,624,0.3798076923076923
2026-06-15,H009,S015,Joint Pain,111,125.0,-11.200000000000001,624,0.1778846153846154
2026-06-15,H009,S016,Retro-orbital Pain,89,92.0,-3.260869565217391,624,0.14262820512820512
2026-06-15,H009,S017,Rash,30,42.0,-28.57142857142857,624,0.04807692307692308
2026-06-15,H009,S018,Nausea,91,84.0,8.333333333333332,624,0.14583333333333334
2026-06-15,H009,S019,Vomiting,138,113.0,22.123893805309734,624,0.22115384615384615
2026-06-15,H009,S020,Diarrhoea,110,99.0,11.11111111111111,624,0.1762820512820513
2026-06-15,H009,S021,Abdominal Pain,84,68.0,23.52941176470588,624,0.1346153846153846
2026-06-15,H009,S022,Loss of Appetite,33,26.0,26.923076923076923,624,0.052884615384615384
2026-06-15,H009,S023,Weight Loss,2,1.0,100.0,624,0.003205128205128205
2026-06-15,H009,S024,Night Sweats,8,3.0,166.66666666666669,624,0.01282051282051282
2026-06-15,H009,S025,Bleeding,3,4.0,-25.0,624,0.004807692307692308
2026-06-15,H009,S026,Anaemia,1,2.0,-50.0,624,0.0016025641025641025
2026-06-15,H009,S027,Dehydration,4,3.0,33.33333333333333,624,0.00641025641025641
2026-06-15,H010,S001,Fever,799,832.0,-3.9663461538461537,972,0.8220164609053497
2026-06-15,H010,S002,Headache,407,416.0,-2.1634615384615383,972,0.41872427983539096
2026-06-15,H010,S003,Fatigue,177,167.0,5.9880239520958085,972,0.18209876543209877
2026-06-15,H010,S004,Chills,121,112.0,8.035714285714286,972,0.12448559670781893
2026-06-15,H010,S005,Sweating,121,112.0,8.035714285714286,972,0.12448559670781893
2026-06-15,H010,S006,Dry Cough,403,411.0,-1.9464720194647203,972,0.41460905349794236
2026-06-15,H010,S007,Persistent Cough,41,22.0,86.36363636363636,972,0.04218106995884774
2026-06-15,H010,S008,Sore Throat,251,260.0,-3.4615384615384617,972,0.25823045267489714
2026-06-15,H010,S009,Runny Nose,180,180.0,0.0,972,0.18518518518518517
2026-06-15,H010,S010,Breathlessness,5,13.0,-61.53846153846154,972,0.0051440329218107
2026-06-15,H010,S011,Chest Pain,6,1.0,500.0,972,0.006172839506172839
2026-06-15,H010,S012,Loss of Taste,21,32.0,-34.375,972,0.021604938271604937
2026-06-15,H010,S013,Loss of Smell,24,34.0,-29.411764705882355,972,0.024691358024691357
2026-06-15,H010,S014,Muscle Pain,377,389.0,-3.0848329048843186,972,0.38786008230452673
2026-06-15,H010,S015,Joint Pain,145,177.0,-18.07909604519774,972,0.14917695473251028
2026-06-15,H010,S016,Retro-orbital Pain,115,123.0,-6.504065040650407,972,0.1183127572016461
2026-06-15,H010,S017,Rash,51,60.0,-15.0,972,0.05246913580246913
2026-06-15,H010,S018,Nausea,149,132.0,12.878787878787879,972,0.15329218106995884
2026-06-15,H010,S019,Vomiting,202,187.0,8.02139037433155,972,0.20781893004115226
2026-06-15,H010,S020,Diarrhoea,162,146.0,10.95890410958904,972,0.16666666666666666
2026-06-15,H010,S021,Abdominal Pain,108,105.0,2.857142857142857,972,0.1111111111111111
2026-06-15,H010,S022,Loss of Appetite,39,38.0,2.631578947368421,972,0.040123456790123455
2026-06-15,H010,S023,Weight Loss,9,4.0,125.0,972,0.009259259259259259
2026-06-15,H010,S024,Night Sweats,14,10.0,40.0,972,0.01440329218106996
2026-06-15,H010,S025,Bleeding,5,4.0,25.0,972,0.0051440329218107
2026-06-15,H010,S026,Anaemia,3,5.0,-40.0,972,0.0030864197530864196
2026-06-15,H010,S027,Dehydration,3,7.0,-57.14285714285714,972,0.0030864197530864196
2026-06-22,H001,S001,Fever,943,918.0,2.7233115468409586,1068,0.8829588014981273
2026-06-22,H001,S002,Headache,485,443.0,9.480812641083523,1068,0.4541198501872659
2026-06-22,H001,S003,Fatigue,229,213.0,7.511737089201878,1068,0.2144194756554307
2026-06-22,H001,S004,Chills,128,127.0,0.7874015748031495,1068,0.1198501872659176
2026-06-22,H001,S005,Sweating,128,127.0,0.7874015748031495,1068,0.1198501872659176
2026-06-22,H001,S006,Dry Cough,493,494.0,-0.20242914979757085,1068,0.4616104868913858
2026-06-22,H001,S007,Persistent Cough,24,31.0,-22.58064516129032,1068,0.02247191011235955
2026-06-22,H001,S008,Sore Throat,303,330.0,-8.181818181818182,1068,0.28370786516853935
2026-06-22,H001,S009,Runny Nose,197,183.0,7.650273224043716,1068,0.18445692883895132
2026-06-22,H001,S010,Breathlessness,12,17.0,-29.411764705882355,1068,0.011235955056179775
2026-06-22,H001,S011,Chest Pain,3,3.0,0.0,1068,0.0028089887640449437
2026-06-22,H001,S012,Loss of Taste,41,44.0,-6.8181818181818175,1068,0.03838951310861423
2026-06-22,H001,S013,Loss of Smell,42,44.0,-4.545454545454546,1068,0.03932584269662921
2026-06-22,H001,S014,Muscle Pain,436,405.0,7.654320987654321,1068,0.40823970037453183
2026-06-22,H001,S015,Joint Pain,164,154.0,6.493506493506493,1068,0.15355805243445692
2026-06-22,H001,S016,Retro-orbital Pain,129,110.0,17.272727272727273,1068,0.12078651685393259
2026-06-22,H001,S017,Rash,50,51.0,-1.9607843137254901,1068,0.04681647940074907
2026-06-22,H001,S018,Nausea,116,137.0,-15.328467153284672,1068,0.10861423220973783
2026-06-22,H001,S019,Vomiting,168,180.0,-6.666666666666667,1068,0.15730337078651685
2026-06-22,H001,S020,Diarrhoea,132,152.0,-13.157894736842104,1068,0.12359550561797752
2026-06-22,H001,S021,Abdominal Pain,93,106.0,-12.264150943396226,1068,0.08707865168539326
2026-06-22,H001,S022,Loss of Appetite,38,39.0,-2.564102564102564,1068,0.035580524344569285
2026-06-22,H001,S023,Weight Loss,6,4.0,50.0,1068,0.0056179775280898875
2026-06-22,H001,S024,Night Sweats,8,13.0,-38.46153846153847,1068,0.00749063670411985
2026-06-22,H001,S025,Bleeding,3,5.0,-40.0,1068,0.0028089887640449437
2026-06-22,H001,S026,Anaemia,6,2.0,200.0,1068,0.0056179775280898875
2026-06-22,H001,S027,Dehydration,3,4.0,-25.0,1068,0.0028089887640449437
2026-06-22,H002,S001,Fever,782,765.0,2.2222222222222223,888,0.8806306306306306
2026-06-22,H002,S002,Headache,386,373.0,3.485254691689008,888,0.4346846846846847
2026-06-22,H002,S003,Fatigue,166,177.0,-6.214689265536723,888,0.18693693693693694
2026-06-22,H002,S004,Chills,104,114.0,-8.771929824561402,888,0.11711711711711711
2026-06-22,H002,S005,Sweating,104,114.0,-8.771929824561402,888,0.11711711711711711
2026-06-22,H002,S006,Dry Cough,420,374.0,12.299465240641712,888,0.47297297297297297
2026-06-22,H002,S007,Persistent Cough,20,34.0,-41.17647058823529,888,0.02252252252252252
2026-06-22,H002,S008,Sore Throat,288,247.0,16.599190283400812,888,0.32432432432432434
2026-06-22,H002,S009,Runny Nose,170,137.0,24.087591240875913,888,0.19144144144144143
2026-06-22,H002,S010,Breathlessness,17,10.0,70.0,888,0.019144144144144143
2026-06-22,H002,S012,Loss of Taste,31,29.0,6.896551724137931,888,0.03490990990990991
2026-06-22,H002,S013,Loss of Smell,35,26.0,34.61538461538461,888,0.039414414414414414
2026-06-22,H002,S014,Muscle Pain,383,347.0,10.37463976945245,888,0.4313063063063063
2026-06-22,H002,S015,Joint Pain,143,145.0,-1.3793103448275863,888,0.16103603603603603
2026-06-22,H002,S016,Retro-orbital Pain,116,112.0,3.571428571428571,888,0.13063063063063063
2026-06-22,H002,S017,Rash,36,56.0,-35.714285714285715,888,0.04054054054054054
2026-06-22,H002,S018,Nausea,94,136.0,-30.88235294117647,888,0.10585585585585586
2026-06-22,H002,S019,Vomiting,140,174.0,-19.54022988505747,888,0.15765765765765766
2026-06-22,H002,S020,Diarrhoea,102,135.0,-24.444444444444443,888,0.11486486486486487
2026-06-22,H002,S021,Abdominal Pain,71,94.0,-24.46808510638298,888,0.07995495495495496
2026-06-22,H002,S022,Loss of Appetite,24,33.0,-27.27272727272727,888,0.02702702702702703
2026-06-22,H002,S023,Weight Loss,1,9.0,-88.88888888888889,888,0.0011261261261261261
2026-06-22,H002,S024,Night Sweats,7,14.0,-50.0,888,0.007882882882882882
2026-06-22,H002,S025,Bleeding,1,3.0,-66.66666666666666,888,0.0011261261261261261
2026-06-22,H002,S027,Dehydration,4,1.0,300.0,888,0.0045045045045045045
2026-06-22,H003,S001,Fever,963,916.0,5.131004366812228,1095,0.8794520547945206
2026-06-22,H003,S002,Headache,496,501.0,-0.998003992015968,1095,0.4529680365296804
2026-06-22,H003,S003,Fatigue,220,202.0,8.91089108910891,1095,0.2009132420091324
2026-06-22,H003,S004,Chills,163,143.0,13.986013986013987,1095,0.14885844748858448
2026-06-22,H003,S005,Sweating,163,143.0,13.986013986013987,1095,0.14885844748858448
2026-06-22,H003,S006,Dry Cough,408,382.0,6.806282722513089,1095,0.3726027397260274
2026-06-22,H003,S007,Persistent Cough,24,31.0,-22.58064516129032,1095,0.021917808219178082
2026-06-22,H003,S008,Sore Throat,245,229.0,6.986899563318777,1095,0.2237442922374429
2026-06-22,H003,S009,Runny Nose,143,150.0,-4.666666666666667,1095,0.13059360730593608
2026-06-22,H003,S010,Breathlessness,9,4.0,125.0,1095,0.00821917808219178
2026-06-22,H003,S011,Chest Pain,1,4.0,-75.0,1095,0.0009132420091324201
2026-06-22,H003,S012,Loss of Taste,36,24.0,50.0,1095,0.03287671232876712
2026-06-22,H003,S013,Loss of Smell,38,25.0,52.0,1095,0.034703196347031964
2026-06-22,H003,S014,Muscle Pain,437,447.0,-2.237136465324385,1095,0.39908675799086757
2026-06-22,H003,S015,Joint Pain,229,209.0,9.569377990430622,1095,0.2091324200913242
2026-06-22,H003,S016,Retro-orbital Pain,171,178.0,-3.932584269662921,1095,0.15616438356164383
2026-06-22,H003,S017,Rash,71,70.0,1.4285714285714286,1095,0.06484018264840183
2026-06-22,H003,S018,Nausea,149,157.0,-5.095541401273886,1095,0.13607305936073058
2026-06-22,H003,S019,Vomiting,186,197.0,-5.583756345177665,1095,0.16986301369863013
2026-06-22,H003,S020,Diarrhoea,140,151.0,-7.28476821192053,1095,0.1278538812785388
2026-06-22,H003,S021,Abdominal Pain,98,111.0,-11.711711711711711,1095,0.08949771689497717
2026-06-22,H003,S022,Loss of Appetite,33,39.0,-15.384615384615385,1095,0.030136986301369864
2026-06-22,H003,S023,Weight Loss,2,8.0,-75.0,1095,0.0018264840182648401
2026-06-22,H003,S024,Night Sweats,10,15.0,-33.33333333333333,1095,0.0091324200913242
2026-06-22,H003,S025,Bleeding,7,5.0,40.0,1095,0.006392694063926941
2026-06-22,H003,S026,Anaemia,2,5.0,-60.0,1095,0.0018264840182648401
2026-06-22,H003,S027,Dehydration,5,8.0,-37.5,1095,0.0045662100456621
2026-06-22,H004,S001,Fever,898,873.0,2.86368843069874,1022,0.8786692759295499
2026-06-22,H004,S002,Headache,442,428.0,3.2710280373831773,1022,0.4324853228962818
2026-06-22,H004,S003,Fatigue,219,213.0,2.8169014084507045,1022,0.21428571428571427
2026-06-22,H004,S004,Chills,112,120.0,-6.666666666666667,1022,0.1095890410958904
2026-06-22,H004,S005,Sweating,112,120.0,-6.666666666666667,1022,0.1095890410958904
2026-06-22,H004,S006,Dry Cough,436,453.0,-3.7527593818984544,1022,0.42661448140900193
2026-06-22,H004,S007,Persistent Cough,22,25.0,-12.0,1022,0.021526418786692758
2026-06-22,H004,S008,Sore Throat,280,285.0,-1.7543859649122806,1022,0.273972602739726
2026-06-22,H004,S009,Runny Nose,171,163.0,4.9079754601226995,1022,0.16731898238747553
2026-06-22,H004,S010,Breathlessness,6,9.0,-33.33333333333333,1022,0.005870841487279843
2026-06-22,H004,S011,Chest Pain,4,2.0,100.0,1022,0.003913894324853229
2026-06-22,H004,S012,Loss of Taste,40,32.0,25.0,1022,0.03913894324853229
2026-06-22,H004,S013,Loss of Smell,32,31.0,3.225806451612903,1022,0.03131115459882583
2026-06-22,H004,S014,Muscle Pain,427,381.0,12.073490813648293,1022,0.4178082191780822
2026-06-22,H004,S015,Joint Pain,184,144.0,27.77777777777778,1022,0.18003913894324852
2026-06-22,H004,S016,Retro-orbital Pain,157,130.0,20.76923076923077,1022,0.15362035225048923
2026-06-22,H004,S017,Rash,66,56.0,17.857142857142858,1022,0.06457925636007827
2026-06-22,H004,S018,Nausea,149,169.0,-11.834319526627219,1022,0.14579256360078277
2026-06-22,H004,S019,Vomiting,190,215.0,-11.627906976744185,1022,0.18590998043052837
2026-06-22,H004,S020,Diarrhoea,149,174.0,-14.367816091954023,1022,0.14579256360078277
2026-06-22,H004,S021,Abdominal Pain,107,129.0,-17.05426356589147,1022,0.10469667318982387
2026-06-22,H004,S022,Loss of Appetite,31,41.0,-24.390243902439025,1022,0.030332681017612523
2026-06-22,H004,S023,Weight Loss,5,5.0,0.0,1022,0.004892367906066536
2026-06-22,H004,S024,Night Sweats,10,10.0,0.0,1022,0.009784735812133072
2026-06-22,H004,S025,Bleeding,4,4.0,0.0,1022,0.003913894324853229
2026-06-22,H004,S026,Anaemia,2,5.0,-60.0,1022,0.0019569471624266144
2026-06-22,H004,S027,Dehydration,11,5.0,120.0,1022,0.010763209393346379
2026-06-22,H005,S001,Fever,797,783.0,1.7879948914431671,946,0.8424947145877378
2026-06-22,H005,S002,Headache,400,389.0,2.827763496143959,946,0.42283298097251587
2026-06-22,H005,S003,Fatigue,198,201.0,-1.4925373134328357,946,0.20930232558139536
2026-06-22,H005,S004,Chills,109,120.0,-9.166666666666666,946,0.11522198731501057
2026-06-22,H005,S005,Sweating,109,120.0,-9.166666666666666,946,0.11522198731501057
2026-06-22,H005,S006,Dry Cough,398,365.0,9.04109589041096,946,0.42071881606765327
2026-06-22,H005,S007,Persistent Cough,29,33.0,-12.121212121212121,946,0.0306553911205074
2026-06-22,H005,S008,Sore Throat,258,249.0,3.614457831325301,946,0.2727272727272727
2026-06-22,H005,S009,Runny Nose,148,140.0,5.714285714285714,946,0.15644820295983086
2026-06-22,H005,S010,Breathlessness,11,14.0,-21.428571428571427,946,0.011627906976744186
2026-06-22,H005,S011,Chest Pain,3,3.0,0.0,946,0.003171247357293869
2026-06-22,H005,S012,Loss of Taste,34,32.0,6.25,946,0.035940803382663845
2026-06-22,H005,S013,Loss of Smell,34,33.0,3.0303030303030303,946,0.035940803382663845
2026-06-22,H005,S014,Muscle Pain,359,336.0,6.845238095238096,946,0.379492600422833
2026-06-22,H005,S015,Joint Pain,149,131.0,13.740458015267176,946,0.15750528541226216
2026-06-22,H005,S016,Retro-orbital Pain,117,122.0,-4.098360655737705,946,0.12367864693446089
2026-06-22,H005,S017,Rash,53,44.0,20.454545454545457,946,0.056025369978858354
2026-06-22,H005,S018,Nausea,141,130.0,8.461538461538462,946,0.14904862579281183
2026-06-22,H005,S019,Vomiting,185,181.0,2.209944751381215,946,0.19556025369978858
2026-06-22,H005,S020,Diarrhoea,162,149.0,8.724832214765101,946,0.17124735729386892
2026-06-22,H005,S021,Abdominal Pain,112,114.0,-1.7543859649122806,946,0.11839323467230443
2026-06-22,H005,S022,Loss of Appetite,42,44.0,-4.545454545454546,946,0.04439746300211417
2026-06-22,H005,S023,Weight Loss,4,6.0,-33.33333333333333,946,0.004228329809725159
2026-06-22,H005,S024,Night Sweats,11,12.0,-8.333333333333332,946,0.011627906976744186
2026-06-22,H005,S025,Bleeding,4,5.0,-20.0,946,0.004228329809725159
2026-06-22,H005,S027,Dehydration,8,12.0,-33.33333333333333,946,0.008456659619450317
2026-06-22,H006,S001,Fever,645,633.0,1.8957345971563981,772,0.8354922279792746
2026-06-22,H006,S002,Headache,326,341.0,-4.398826979472141,772,0.422279792746114
2026-06-22,H006,S003,Fatigue,161,135.0,19.25925925925926,772,0.20854922279792745
2026-06-22,H006,S004,Chills,98,103.0,-4.854368932038835,772,0.12694300518134716
2026-06-22,H006,S005,Sweating,98,103.0,-4.854368932038835,772,0.12694300518134716
2026-06-22,H006,S006,Dry Cough,301,292.0,3.0821917808219177,772,0.3898963730569948
2026-06-22,H006,S007,Persistent Cough,33,27.0,22.22222222222222,772,0.042746113989637305
2026-06-22,H006,S008,Sore Throat,198,170.0,16.470588235294116,772,0.25647668393782386
2026-06-22,H006,S009,Runny Nose,116,110.0,5.454545454545454,772,0.15025906735751296
2026-06-22,H006,S010,Breathlessness,7,7.0,0.0,772,0.009067357512953367
2026-06-22,H006,S011,Chest Pain,2,2.0,0.0,772,0.0025906735751295338
2026-06-22,H006,S012,Loss of Taste,26,13.0,100.0,772,0.03367875647668394
2026-06-22,H006,S013,Loss of Smell,22,10.0,120.0,772,0.02849740932642487
2026-06-22,H006,S014,Muscle Pain,301,292.0,3.0821917808219177,772,0.3898963730569948
2026-06-22,H006,S015,Joint Pain,136,129.0,5.426356589147287,772,0.17616580310880828
2026-06-22,H006,S016,Retro-orbital Pain,108,102.0,5.88235294117647,772,0.13989637305699482
2026-06-22,H006,S017,Rash,44,45.0,-2.2222222222222223,772,0.05699481865284974
2026-06-22,H006,S018,Nausea,108,101.0,6.9306930693069315,772,0.13989637305699482
2026-06-22,H006,S019,Vomiting,153,135.0,13.333333333333334,772,0.19818652849740934
2026-06-22,H006,S020,Diarrhoea,119,107.0,11.214953271028037,772,0.15414507772020725
2026-06-22,H006,S021,Abdominal Pain,89,84.0,5.952380952380952,772,0.11528497409326424
2026-06-22,H006,S022,Loss of Appetite,26,30.0,-13.333333333333334,772,0.03367875647668394
2026-06-22,H006,S023,Weight Loss,2,3.0,-33.33333333333333,772,0.0025906735751295338
2026-06-22,H006,S024,Night Sweats,10,9.0,11.11111111111111,772,0.012953367875647668
2026-06-22,H006,S025,Bleeding,5,4.0,25.0,772,0.006476683937823834
2026-06-22,H006,S026,Anaemia,6,3.0,100.0,772,0.007772020725388601
2026-06-22,H006,S027,Dehydration,9,3.0,200.0,772,0.011658031088082901
2026-06-22,H007,S001,Fever,561,565.0,-0.7079646017699115,655,0.8564885496183207
2026-06-22,H007,S002,Headache,285,285.0,0.0,655,0.4351145038167939
2026-06-22,H007,S003,Fatigue,145,129.0,12.4031007751938,655,0.22137404580152673
2026-06-22,H007,S004,Chills,63,84.0,-25.0,655,0.09618320610687023
2026-06-22,H007,S005,Sweating,63,84.0,-25.0,655,0.09618320610687023
2026-06-22,H007,S006,Dry Cough,280,299.0,-6.354515050167224,655,0.42748091603053434
2026-06-22,H007,S007,Persistent Cough,30,19.0,57.89473684210527,655,0.04580152671755725
2026-06-22,H007,S008,Sore Throat,181,201.0,-9.950248756218906,655,0.27633587786259545
2026-06-22,H007,S009,Runny Nose,117,121.0,-3.3057851239669422,655,0.17862595419847327
2026-06-22,H007,S010,Breathlessness,11,9.0,22.22222222222222,655,0.016793893129770993
2026-06-22,H007,S011,Chest Pain,3,2.0,50.0,655,0.004580152671755725
2026-06-22,H007,S012,Loss of Taste,26,24.0,8.333333333333332,655,0.03969465648854962
2026-06-22,H007,S013,Loss of Smell,29,20.0,45.0,655,0.044274809160305344
2026-06-22,H007,S014,Muscle Pain,278,269.0,3.3457249070631967,655,0.42442748091603055
2026-06-22,H007,S015,Joint Pain,106,106.0,0.0,655,0.1618320610687023
2026-06-22,H007,S016,Retro-orbital Pain,91,79.0,15.18987341772152,655,0.13893129770992366
2026-06-22,H007,S017,Rash,46,26.0,76.92307692307693,655,0.07022900763358779
2026-06-22,H007,S018,Nausea,74,82.0,-9.75609756097561,655,0.11297709923664122
2026-06-22,H007,S019,Vomiting,123,113.0,8.849557522123893,655,0.18778625954198475
2026-06-22,H007,S020,Diarrhoea,89,93.0,-4.301075268817205,655,0.13587786259541984
2026-06-22,H007,S021,Abdominal Pain,65,61.0,6.557377049180328,655,0.09923664122137404
2026-06-22,H007,S022,Loss of Appetite,25,24.0,4.166666666666666,655,0.03816793893129771
2026-06-22,H007,S023,Weight Loss,9,2.0,350.0,655,0.013740458015267175
2026-06-22,H007,S024,Night Sweats,15,7.0,114.28571428571428,655,0.022900763358778626
2026-06-22,H007,S025,Bleeding,1,2.0,-50.0,655,0.0015267175572519084
2026-06-22,H007,S026,Anaemia,1,3.0,-66.66666666666666,655,0.0015267175572519084
2026-06-22,H007,S027,Dehydration,2,2.0,0.0,655,0.0030534351145038168
2026-06-22,H008,S001,Fever,680,649.0,4.776579352850539,791,0.8596713021491783
2026-06-22,H008,S002,Headache,338,328.0,3.048780487804878,791,0.427307206068268
2026-06-22,H008,S003,Fatigue,178,182.0,-2.197802197802198,791,0.225031605562579
2026-06-22,H008,S004,Chills,102,92.0,10.869565217391305,791,0.12895069532237674
2026-06-22,H008,S005,Sweating,102,92.0,10.869565217391305,791,0.12895069532237674
2026-06-22,H008,S006,Dry Cough,325,323.0,0.6191950464396285,791,0.4108723135271808
2026-06-22,H008,S007,Persistent Cough,35,27.0,29.629629629629626,791,0.04424778761061947
2026-06-22,H008,S008,Sore Throat,207,219.0,-5.47945205479452,791,0.26169405815423513
2026-06-22,H008,S009,Runny Nose,105,120.0,-12.5,791,0.13274336283185842
2026-06-22,H008,S010,Breathlessness,10,11.0,-9.090909090909092,791,0.012642225031605562
2026-06-22,H008,S011,Chest Pain,5,2.0,150.0,791,0.006321112515802781
2026-06-22,H008,S012,Loss of Taste,30,29.0,3.4482758620689653,791,0.03792667509481669
2026-06-22,H008,S013,Loss of Smell,29,26.0,11.538461538461538,791,0.03666245259165613
2026-06-22,H008,S014,Muscle Pain,287,293.0,-2.04778156996587,791,0.36283185840707965
2026-06-22,H008,S015,Joint Pain,132,134.0,-1.4925373134328357,791,0.16687737041719342
2026-06-22,H008,S016,Retro-orbital Pain,113,100.0,13.0,791,0.14285714285714285
2026-06-22,H008,S017,Rash,41,54.0,-24.074074074074073,791,0.051833122629582805
2026-06-22,H008,S018,Nausea,101,111.0,-9.00900900900901,791,0.1276864728192162
2026-06-22,H008,S019,Vomiting,142,143.0,-0.6993006993006993,791,0.179519595448799
2026-06-22,H008,S020,Diarrhoea,107,113.0,-5.3097345132743365,791,0.13527180783817952
2026-06-22,H008,S021,Abdominal Pain,74,82.0,-9.75609756097561,791,0.09355246523388117
2026-06-22,H008,S022,Loss of Appetite,31,21.0,47.61904761904761,791,0.039190897597977246
2026-06-22,H008,S023,Weight Loss,8,4.0,100.0,791,0.010113780025284451
2026-06-22,H008,S024,Night Sweats,11,6.0,83.33333333333334,791,0.01390644753476612
2026-06-22,H008,S025,Bleeding,4,1.0,300.0,791,0.0050568900126422255
2026-06-22,H008,S026,Anaemia,2,1.0,100.0,791,0.0025284450063211127
2026-06-22,H008,S027,Dehydration,1,5.0,-80.0,791,0.0012642225031605564
2026-06-22,H009,S001,Fever,577,515.0,12.03883495145631,676,0.8535502958579881
2026-06-22,H009,S002,Headache,289,264.0,9.469696969696969,676,0.4275147928994083
2026-06-22,H009,S003,Fatigue,125,108.0,15.74074074074074,676,0.1849112426035503
2026-06-22,H009,S004,Chills,97,87.0,11.494252873563218,676,0.14349112426035504
2026-06-22,H009,S005,Sweating,97,87.0,11.494252873563218,676,0.14349112426035504
2026-06-22,H009,S006,Dry Cough,251,201.0,24.875621890547265,676,0.371301775147929
2026-06-22,H009,S007,Persistent Cough,21,22.0,-4.545454545454546,676,0.03106508875739645
2026-06-22,H009,S008,Sore Throat,162,133.0,21.804511278195488,676,0.23964497041420119
2026-06-22,H009,S009,Runny Nose,89,67.0,32.83582089552239,676,0.13165680473372782
2026-06-22,H009,S010,Breathlessness,8,6.0,33.33333333333333,676,0.011834319526627219
2026-06-22,H009,S011,Chest Pain,2,1.0,100.0,676,0.0029585798816568047
2026-06-22,H009,S012,Loss of Taste,23,14.0,64.28571428571429,676,0.034023668639053255
2026-06-22,H009,S013,Loss of Smell,16,17.0,-5.88235294117647,676,0.023668639053254437
2026-06-22,H009,S014,Muscle Pain,281,237.0,18.565400843881857,676,0.4156804733727811
2026-06-22,H009,S015,Joint Pain,127,111.0,14.414414414414415,676,0.1878698224852071
2026-06-22,H009,S016,Retro-orbital Pain,103,89.0,15.730337078651685,676,0.15236686390532544
2026-06-22,H009,S017,Rash,45,30.0,50.0,676,0.06656804733727811
2026-06-22,H009,S018,Nausea,111,91.0,21.978021978021978,676,0.16420118343195267
2026-06-22,H009,S019,Vomiting,140,138.0,1.4492753623188406,676,0.20710059171597633
2026-06-22,H009,S020,Diarrhoea,102,110.0,-7.2727272727272725,676,0.15088757396449703
2026-06-22,H009,S021,Abdominal Pain,69,84.0,-17.857142857142858,676,0.10207100591715976
2026-06-22,H009,S022,Loss of Appetite,16,33.0,-51.515151515151516,676,0.023668639053254437
2026-06-22,H009,S023,Weight Loss,3,2.0,50.0,676,0.004437869822485207
2026-06-22,H009,S024,Night Sweats,9,8.0,12.5,676,0.013313609467455622
2026-06-22,H009,S025,Bleeding,2,3.0,-33.33333333333333,676,0.0029585798816568047
2026-06-22,H009,S027,Dehydration,5,4.0,25.0,676,0.0073964497041420114
2026-06-22,H010,S001,Fever,866,799.0,8.385481852315396,1035,0.8367149758454107
2026-06-22,H010,S002,Headache,456,407.0,12.039312039312039,1035,0.4405797101449275
2026-06-22,H010,S003,Fatigue,204,177.0,15.254237288135593,1035,0.19710144927536233
2026-06-22,H010,S004,Chills,142,121.0,17.355371900826448,1035,0.13719806763285025
2026-06-22,H010,S005,Sweating,142,121.0,17.355371900826448,1035,0.13719806763285025
