week,symptom_id,symptom_name,baseline_score,baseline_z_max,baseline_deviation_max,baseline_hospitals_elevated,baseline_hospitals_observed,anomaly_score,temporal_score,persistence_score,spatial_score,best_matching_disease_id,b8_pattern_score,objective_a_score,b8_integration_score,severity_score,severe_cases,total_cases,disease_total_cases,raw_risk_score,risk_score,strong_evidence_count,moderate_evidence_count,persistence_support,spatial_support,temporal_support,risk_alert,outbreak_signal,risk_explanation,alert_id,alert_level,alert_priority,alert_status,alert_type,recommended_action,baseline_contribution,anomaly_contribution,temporal_contribution,persistence_contribution,spatial_contribution,objective_a_contribution,severity_contribution,strong_evidence_count_explainability,moderate_evidence_count_explainability,primary_drivers,weak_or_missing_evidence,explainability_interpretation,detailed_explanation,weighted_evidence_breakdown,alert_severity
2026-06-22,S026,Anaemia,84.0,6.350852961085883,200.0,2,10,29.69,9.95,30.88,37.57,D002,41.852,39.22,45.8,79.49799074797394,89.0,1118.0,1118.0,44.92339861219609,44.92,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 44.9, producing a YELLOW alert. Supporting evidence: historical baseline deviation (84.0); spatial propagation (37.6); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (79.5).",ALT-20260622-S026-YELLOW-0088,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",12.6,4.45,1.49,4.63,5.64,4.19,11.92,2,4,Historical baseline; Severity burden,Statistical anomaly; Temporal acceleration; Persistence,"The composite risk score is 44.9. There are 4 evidence sources showing at least moderate abnormality, including 2 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 44.9. Primary risk drivers: Historical baseline, Severity burden. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence. The associated disease is D002.",baseline=12.60; severity=11.92; spatial=5.64; persistence=4.63; anomaly=4.45; objective_a=4.19; temporal=1.49,1
2026-06-22,S007,Persistent Cough,71.01492537313433,3.042434922296655,56.71641791044777,2,10,31.5,0.0,17.83,41.0,D006,47.236,42.56,54.25,92.42970392586398,46.0,270.0,270.0,42.78979439484974,42.79,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 42.8, producing a YELLOW alert. Supporting evidence: historical baseline deviation (71.0); spatial propagation (41.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (92.4).",ALT-20260622-S007-YELLOW-0089,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",10.65,4.72,0.0,2.67,6.15,4.72,13.86,2,4,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence,"The composite risk score is 42.8. There are 4 evidence sources showing at least moderate abnormality, including 2 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 42.8. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence. The associated disease is D006.",severity=13.86; baseline=10.65; spatial=6.15; anomaly=4.72; objective_a=4.72; persistence=2.67; temporal=0.00,1
2026-06-22,S010,Breathlessness,80.64285714285714,4.041451884327381,82.14285714285712,3,10,38.85,12.58,9.42,31.0,D005,55.126000000000005,53.05,58.24,75.04973487206884,106.0,1453.0,1453.0,42.643988802238894,42.64,3,4,False,False,False,YELLOW,False,"Composite outbreak-risk score is 42.6, producing a YELLOW alert. Supporting evidence: historical baseline deviation (80.6); statistical anomaly (38.9); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (75.0).",ALT-20260622-S010-YELLOW-0090,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",12.1,5.83,1.89,1.41,4.65,5.51,11.26,3,4,Historical baseline; Severity burden; Objective A emerging/atypical signal,Temporal acceleration; Persistence; Spatial propagation,"The composite risk score is 42.6. There are 4 evidence sources showing at least moderate abnormality, including 3 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 42.6. Primary risk drivers: Historical baseline, Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",baseline=12.10; severity=11.26; anomaly=5.83; objective_a=5.51; spatial=4.65; temporal=1.89; persistence=1.41,1
2026-06-22,S013,Loss of Smell,51.767214251508825,2.155263624321299,46.15384615384615,1,10,38.68,21.62,25.88,27.0,D005,55.126000000000005,53.05,58.24,75.04973487206884,106.0,1453.0,1453.0,41.51214236853665,41.51,2,4,False,False,False,YELLOW,False,"Composite outbreak-risk score is 41.5, producing a YELLOW alert. Supporting evidence: historical baseline deviation (51.8); statistical anomaly (38.7); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (75.0).",ALT-20260622-S013-YELLOW-0091,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",7.77,5.8,3.24,3.88,4.05,5.51,11.26,2,4,Severity burden; Objective A emerging/atypical signal,Temporal acceleration; Persistence; Spatial propagation,"The composite risk score is 41.5. There are 4 evidence sources showing at least moderate abnormality, including 2 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 41.5. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=11.26; baseline=7.77; anomaly=5.80; objective_a=5.51; spatial=4.05; persistence=3.88; temporal=3.24,1
2026-06-22,S017,Rash,69.49450549450549,4.138119259730432,51.64835164835166,2,10,34.74,5.27,7.46,39.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,38.545347521202245,38.55,3,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 38.5, producing a YELLOW alert. Supporting evidence: historical baseline deviation (69.5); spatial propagation (39.0); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S017-YELLOW-0092,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",10.42,5.21,0.79,1.12,5.85,5.74,9.41,3,4,Historical baseline; Severity burden; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence,"The composite risk score is 38.5. There are 4 evidence sources showing at least moderate abnormality, including 3 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 38.5. Primary risk drivers: Historical baseline, Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence. The associated disease is D001.",baseline=10.42; severity=9.41; spatial=5.85; objective_a=5.74; anomaly=5.21; persistence=1.12; temporal=0.79,1
2026-06-22,S022,Loss of Appetite,65.02941176470588,5.455447255899807,36.764705882352935,2,10,30.0,0.0,17.5,39.0,D007,47.278000000000006,45.57,49.84,70.18246136730441,36.0,497.0,497.0,37.98458096980154,37.98,2,4,False,True,False,YELLOW,False,"Composite outbreak-risk score is 38.0, producing a YELLOW alert. Supporting evidence: historical baseline deviation (65.0); spatial propagation (39.0); Objective A atypical/emerging evidence (47.3); severity burden from disease D007 (70.2).",ALT-20260622-S022-YELLOW-0093,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",9.75,4.5,0.0,2.62,5.85,4.73,10.53,2,4,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence,"The composite risk score is 38.0. There are 4 evidence sources showing at least moderate abnormality, including 2 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 38.0. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence. The associated disease is D007.",severity=10.53; baseline=9.75; spatial=5.85; objective_a=4.73; anomaly=4.50; persistence=2.62; temporal=0.00,1
2026-06-22,S006,Dry Cough,58.33130699088146,6.992342750670703,14.437689969604858,2,10,30.83,3.55,21.73,11.0,D005,55.126000000000005,53.05,58.24,75.04973487206884,106.0,1453.0,1453.0,35.586256279442544,35.59,3,3,False,False,False,YELLOW,False,"Composite outbreak-risk score is 35.6, producing a YELLOW alert. Supporting evidence: historical baseline deviation (58.3); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (75.0).",ALT-20260622-S006-YELLOW-0094,YELLOW,WATCH,WATCH,SURVEILLANCE_WATCH,"Review the affected symptom/disease trend, verify recent clinical records, and continue enhanced surveillance.",8.75,4.62,0.53,3.26,1.65,5.51,11.26,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,"The composite risk score is 35.6. There are 3 evidence sources showing at least moderate abnormality, including 3 strong signal(s). The signal warrants enhanced observation but does not currently meet the criteria for an escalated outbreak alert.","Alert level: YELLOW. Composite risk score: 35.6. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=11.26; baseline=8.75; objective_a=5.51; anomaly=4.62; persistence=3.26; spatial=1.65; temporal=0.53,1
2026-06-22,S008,Sore Throat,58.880382775119614,3.4837455331342047,16.26794258373205,2,10,30.77,2.91,19.05,3.0,D005,55.126000000000005,53.05,58.24,75.04973487206884,106.0,1453.0,1453.0,33.96161764707826,33.96,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 34.0, producing a GREEN alert. Supporting evidence: historical baseline deviation (58.9); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (75.0).",ALT-20260622-S008-GREEN-0095,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.83,4.62,0.44,2.86,0.45,5.51,11.26,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 34.0. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 34.0. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=11.26; baseline=8.83; objective_a=5.51; anomaly=4.62; persistence=2.86; spatial=0.45; temporal=0.44,0
2026-06-22,S021,Abdominal Pain,60.22641509433962,12.701705922171769,20.75471698113208,2,10,30.0,0.0,15.11,11.0,D008,48.106,42.95,55.84,76.08125746653734,57.0,1212.0,1212.0,33.67325088413155,33.67,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 33.7, producing a GREEN alert. Supporting evidence: historical baseline deviation (60.2); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (76.1).",ALT-20260622-S021-GREEN-0096,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.03,4.5,0.0,2.27,1.65,4.81,11.41,2,3,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 33.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 33.7. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D008.",severity=11.41; baseline=9.03; objective_a=4.81; anomaly=4.50; persistence=2.27; spatial=1.65; temporal=0.00,0
2026-06-22,S004,Chills,60.9364161849711,5.405899027195886,23.121387283237,2,10,30.0,0.0,12.58,11.0,D002,41.852,39.22,45.8,79.49799074797394,89.0,1118.0,1118.0,33.28736103994176,33.29,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 33.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (60.9); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (79.5).",ALT-20260622-S004-GREEN-0097,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.14,4.5,0.0,1.89,1.65,4.19,11.92,2,3,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 33.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 33.3. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=11.92; baseline=9.14; anomaly=4.50; objective_a=4.19; persistence=1.89; spatial=1.65; temporal=0.00,0
2026-06-22,S005,Sweating,60.9364161849711,5.405899027195886,23.121387283237,2,10,30.0,0.0,12.58,11.0,D002,41.852,39.22,45.8,79.49799074797394,89.0,1118.0,1118.0,33.28736103994176,33.29,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 33.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (60.9); Objective A atypical/emerging evidence (41.9); severity burden from disease D002 (79.5).",ALT-20260622-S005-GREEN-0098,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.14,4.5,0.0,1.89,1.65,4.19,11.92,2,3,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 33.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 33.3. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D002.",severity=11.92; baseline=9.14; anomaly=4.50; objective_a=4.19; persistence=1.89; spatial=1.65; temporal=0.00,0
2026-06-22,S020,Diarrhoea,57.78548895899053,11.547005383792532,12.618296529968449,2,10,30.0,0.0,15.0,11.0,D008,48.106,42.95,55.84,76.08125746653734,57.0,1212.0,1212.0,33.29061196382918,33.29,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 33.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (57.8); Objective A atypical/emerging evidence (48.1); severity burden from disease D008 (76.1).",ALT-20260622-S020-GREEN-0099,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.67,4.5,0.0,2.25,1.65,4.81,11.41,2,3,Severity burden; Historical baseline,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 33.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 33.3. Primary risk drivers: Severity burden, Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D008.",severity=11.41; baseline=8.67; objective_a=4.81; anomaly=4.50; persistence=2.25; spatial=1.65; temporal=0.00,0
2026-06-22,S014,Muscle Pain,62.31478968792402,3.412500738508723,14.38263229308006,4,10,31.18,5.37,7.21,11.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,32.71189015021503,32.71,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.7, producing a GREEN alert. Supporting evidence: historical baseline deviation (62.3); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S014-GREEN-0100,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.35,4.68,0.81,1.08,1.65,5.74,9.41,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 32.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 32.7. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=9.41; baseline=9.35; objective_a=5.74; anomaly=4.68; spatial=1.65; persistence=1.08; temporal=0.81,0
2026-06-22,S016,Retro-orbital Pain,63.11363636363636,9.23760430703397,17.045454545454543,4,10,31.77,6.69,8.3,14.0,D001,46.812,44.84,49.77,62.75247798017615,144.0,1834.0,1834.0,32.67511715157188,32.68,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.7, producing a GREEN alert. Supporting evidence: historical baseline deviation (63.1); Objective A atypical/emerging evidence (46.8); severity burden from disease D001 (62.8).",ALT-20260622-S016-GREEN-0101,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.47,4.77,1.0,1.25,2.1,4.68,9.41,2,3,Historical baseline; Severity burden,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 32.7. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 32.7. Primary risk drivers: Historical baseline, Severity burden. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",baseline=9.47; severity=9.41; anomaly=4.77; objective_a=4.68; spatial=2.10; persistence=1.25; temporal=1.00,0
2026-06-22,S018,Nausea,61.84090909090909,6.379052256590136,26.13636363636364,2,10,30.0,0.0,12.5,11.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,32.451808060662785,32.45,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.5, producing a GREEN alert. Supporting evidence: historical baseline deviation (61.8); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S018-GREEN-0102,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,9.28,4.5,0.0,1.88,1.65,5.74,9.41,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 32.5. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 32.5. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=9.41; baseline=9.28; objective_a=5.74; anomaly=4.50; persistence=1.88; spatial=1.65; temporal=0.00,0
2026-06-22,S003,Fatigue,57.8121546961326,5.2915026221291805,12.70718232044199,2,10,31.44,4.76,7.46,3.0,D005,55.126000000000005,53.05,58.24,75.04973487206884,106.0,1453.0,1453.0,32.44088343523021,32.44,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.4, producing a GREEN alert. Supporting evidence: historical baseline deviation (57.8); Objective A atypical/emerging evidence (55.1); severity burden from disease D005 (75.0).",ALT-20260622-S003-GREEN-0103,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.67,4.72,0.71,1.12,0.45,5.51,11.26,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 32.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 32.4. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D005.",severity=11.26; baseline=8.67; objective_a=5.51; anomaly=4.72; persistence=1.12; temporal=0.71; spatial=0.45,0
2026-06-22,S019,Vomiting,58.08415841584159,5.220368976638746,13.613861386138623,2,10,30.0,0.0,15.37,11.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,32.31879545940266,32.32,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 32.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (58.1); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S019-GREEN-0104,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.71,4.5,0.0,2.31,1.65,5.74,9.41,3,3,Severity burden; Historical baseline; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 32.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 32.3. Primary risk drivers: Severity burden, Historical baseline, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=9.41; baseline=8.71; objective_a=5.74; anomaly=4.50; persistence=2.31; spatial=1.65; temporal=0.00,0
2026-06-22,S001,Fever,67.07643312101911,19.19689645055521,10.254777070063689,7,10,30.82,3.34,6.63,3.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,31.780636665179287,31.78,3,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 31.8, producing a GREEN alert. Supporting evidence: historical baseline deviation (67.1); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S001-GREEN-0105,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,10.06,4.62,0.5,0.99,0.45,5.74,9.41,3,3,Historical baseline; Severity burden; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 31.8. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 31.8. Primary risk drivers: Historical baseline, Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",baseline=10.06; severity=9.41; objective_a=5.74; anomaly=4.62; persistence=0.99; temporal=0.50; spatial=0.45,0
2026-06-22,S015,Joint Pain,46.82390078721408,2.2994340472328445,15.0,2,10,31.68,8.44,8.04,17.0,D001,50.532,48.56,53.49,62.75247798017615,144.0,1834.0,1834.0,31.263656815108533,31.26,1,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 31.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (46.8); Objective A atypical/emerging evidence (50.5); severity burden from disease D001 (62.8).",ALT-20260622-S015-GREEN-0106,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,7.02,4.75,1.27,1.21,2.55,5.05,9.41,1,3,Severity burden,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 31.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 31.3. Primary risk drivers: Severity burden. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=9.41; baseline=7.02; objective_a=5.05; anomaly=4.75; spatial=2.55; temporal=1.27; persistence=1.21,0
2026-06-22,S002,Headache,54.88461538461539,4.444444444444445,9.615384615384617,1,10,30.76,2.78,6.25,0.0,D001,57.378,51.15,66.72,62.75247798017615,144.0,1834.0,1834.0,29.35186400471873,29.35,2,3,False,False,False,GREEN,False,"Composite outbreak-risk score is 29.4, producing a GREEN alert. Supporting evidence: historical baseline deviation (54.9); Objective A atypical/emerging evidence (57.4); severity burden from disease D001 (62.8).",ALT-20260622-S002-GREEN-0107,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.23,4.61,0.42,0.94,0.0,5.74,9.41,2,3,Severity burden; Objective A emerging/atypical signal,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation,The composite risk score is 29.4. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 29.4. Primary risk drivers: Severity burden, Objective A emerging/atypical signal. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation. The associated disease is D001.",severity=9.41; baseline=8.23; objective_a=5.74; anomaly=4.61; persistence=0.94; temporal=0.42; spatial=0.00,0
2026-06-22,S009,Runny Nose,59.2863436123348,3.1641594084218894,17.62114537444933,2,10,30.83,4.45,14.15,33.0,,0.0,,,0.0,0.0,,0.0,21.25745154185022,21.26,1,1,False,False,False,GREEN,False,"Composite outbreak-risk score is 21.3, producing a GREEN alert. Supporting evidence: historical baseline deviation (59.3).",ALT-20260622-S009-GREEN-0108,GREEN,ROUTINE,ROUTINE,ROUTINE_SURVEILLANCE,Continue routine surveillance and periodic review.,8.89,4.62,0.67,2.12,4.95,0.0,0.0,1,1,Historical baseline,Statistical anomaly; Temporal acceleration; Persistence; Spatial propagation; Objective A; Severity burden,The composite risk score is 21.3. Current evidence does not indicate a significant outbreak-level concern. Routine surveillance should continue.,"Alert level: GREEN. Composite risk score: 21.3. Primary risk drivers: Historical baseline. Weaker or missing corroboration: Statistical anomaly, Temporal acceleration, Persistence, Spatial propagation, Objective A, Severity burden. No specific disease association was available.",baseline=8.89; spatial=4.95; anomaly=4.62; persistence=2.12; temporal=0.67; objective_a=0.00; severity=0.00,0
2026-06-29,S023,Weight Loss,82.0,3.6742346141747673,150.0,1,10,77.3,45.94,61.81,45.0,D006,47.236,42.56,54.25,75.60208739956212,47.0,301.0,301.0,62.87141310993431,62.87,4,7,True,True,True,ORANGE,True,"Composite outbreak-risk score is 62.9, producing a ORANGE alert. Supporting evidence: historical baseline deviation (82.0); statistical anomaly (77.3); temporal acceleration (45.9); persistent signal (61.8); spatial propagation (45.0); Objective A atypical/emerging evidence (47.2); severity burden from disease D006 (75.6).",ALT-20260629-S023-ORANGE-0109,ORANGE,HIGH,ACTIVE,ESCALATED_OUTBREAK_SURVEILLANCE,"Initiate escalated outbreak surveillance, review affected hospitals, investigate the supporting epidemiological signals, and increase monitoring frequency.",12.3,11.6,6.89,9.27,6.75,4.72,11.34,4,7,Historical baseline; Statistical anomaly; Severity burden,,The composite risk score is 62.9. Multiple evidence sources support the signal (7 moderate-or-strong and 4 strong). The evidence justifies escalated outbreak surveillance and further investigation.,"Alert level: ORANGE. Composite risk score: 62.9. Primary risk drivers: Historical baseline, Statistical anomaly, Severity burden. Weaker or missing corroboration: No major evidence category is currently weak.. The associated disease is D006.",baseline=12.30; anomaly=11.60; severity=11.34; persistence=9.27; temporal=6.89; spatial=6.75; objective_a=4.72,2
