week,symptom_id,symptom_name,hospitals_observed,hospitals_increasing,average_growth_rate,spread_proportion,cross_hospital_alert,average_z_score,maximum_z_score,baseline_anomalous_hospitals,baseline_strong_hospitals,anomaly_score,anomaly_alert,potential_outbreak,persistent_hospitals,strong_anomaly_hospitals,max_hospital_consecutive_weeks,cross_hospital_consecutive_weeks,persistence_score,cross_hospital_persistence_alert,persistent_outbreak_signal,outbreak_risk_score,outbreak_risk_level,risk_interpretation,final_outbreak_signal
2026-06-29,S002,Headache,10,0,-2.2211620671276195,1.0,GREEN,-0.37330141754080726,2.089373536621037,1,1,44.63,YELLOW,False,1,1,1,0,16.86,GREEN,False,39.53,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S008,Sore Throat,10,0,0.2395061349218729,1.0,GREEN,0.3548736410774063,1.837551562455011,1,0,42.91,YELLOW,False,1,0,1,0,12.92,GREEN,False,38.36,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S013,Loss of Smell,10,2,-2.2282537664463566,1.0,YELLOW,-0.16093856672738643,0.8751577343945898,0,0,36.13,YELLOW,True,0,0,0,0,0.7,GREEN,False,38.17,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S001,Fever,10,0,-1.3383591361274807,1.0,GREEN,0.412529516089699,1.727754361920448,1,0,42.09,YELLOW,False,1,0,1,0,12.86,GREEN,False,38.09,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S009,Runny Nose,10,0,-2.0432133605387106,1.0,GREEN,-0.33133063183276923,1.656472891122698,1,0,41.6,YELLOW,False,1,0,1,0,12.89,GREEN,False,37.98,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S017,Rash,10,1,0.4423435246450203,1.0,GREEN,-2.7813532064768975,1.2997603954770751,0,0,40.69,YELLOW,False,0,0,0,0,0.92,GREEN,False,37.44,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S004,Chills,10,1,4.7237545664927945,1.0,GREEN,0.24993381715935353,0.8521325328823184,0,0,36.91,YELLOW,False,0,0,0,0,0.55,GREEN,False,37.28,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S005,Sweating,10,1,4.7237545664927945,1.0,GREEN,0.24993381715935353,0.8521325328823184,0,0,36.91,YELLOW,False,0,0,0,0,0.55,GREEN,False,37.28,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S018,Nausea,10,1,-2.27820542790189,1.0,GREEN,-0.6538290632619695,0.7444638346102761,0,0,35.21,YELLOW,False,0,0,0,0,0.53,GREEN,False,35.91,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-06-29,S016,Retro-orbital Pain,10,0,-3.89039686996025,1.0,GREEN,-0.2688321660271135,1.252012597789534,0,0,38.76,YELLOW,False,0,0,0,0,0.48,GREEN,False,34.79,GREEN,No significant persistent outbreak signal.,False
2026-06-29,S019,Vomiting,10,0,-4.387497635079162,1.0,GREEN,-0.5483952119360507,1.1650513434043848,0,0,38.16,YELLOW,False,0,0,0,0,0.45,GREEN,False,34.63,GREEN,No significant persistent outbreak signal.,False
2026-06-29,S020,Diarrhoea,10,0,-4.210656805606232,1.0,GREEN,-1.0538472595338266,0.813733471206735,0,0,35.7,YELLOW,False,0,0,0,0,0.36,GREEN,False,34.0,GREEN,No significant persistent outbreak signal.,False
2026-06-29,S021,Abdominal Pain,10,0,-8.197636098761919,1.0,GREEN,-0.7782052466043325,0.7262040090592468,0,0,35.08,YELLOW,False,0,0,0,0,0.34,GREEN,False,33.84,GREEN,No significant persistent outbreak signal.,False
2026-07-06,S025,Bleeding,10,6,29.416666666666664,1.0,RED,0.5202170618806423,2.7701415506299165,2,1,62.77,ORANGE,True,2,1,1,2,39.0,GREEN,False,64.38,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-06,S010,Breathlessness,10,6,20.485209235209236,1.0,ORANGE,-0.0632362029229531,1.7143892308290465,2,0,52.1,YELLOW,True,2,0,1,2,34.82,GREEN,False,59.09,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-06,S011,Chest Pain,8,4,39.58333333333333,0.8,ORANGE,-0.22652048227546634,2.0083160441856096,2,2,48.97,YELLOW,True,2,2,2,2,47.77,GREEN,False,57.71,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-06,S013,Loss of Smell,10,3,6.314537346133347,1.0,ORANGE,0.7378862667937497,6.857556923316182,1,1,66.26,ORANGE,True,1,1,1,0,18.07,GREEN,False,52.44,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S012,Loss of Taste,10,4,12.146979344116543,1.0,ORANGE,0.3151884270668213,2.3845875802994514,1,1,52.12,YELLOW,True,1,1,1,0,17.57,GREEN,False,51.97,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S024,Night Sweats,10,1,-16.183455433455435,1.0,GREEN,-0.4517248414755424,4.034466888812334,2,1,59.74,ORANGE,False,2,1,1,2,38.93,GREEN,False,49.72,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S009,Runny Nose,10,0,7.844598893201857,1.0,GREEN,0.8282954654102801,3.3993463423951917,3,1,55.36,ORANGE,False,3,1,1,1,36.9,GREEN,False,47.79,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S004,Chills,10,0,2.795055122560368,1.0,GREEN,0.8576489550567563,3.653728591496754,2,1,56.14,ORANGE,False,2,1,1,1,30.92,GREEN,False,45.78,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S005,Sweating,10,0,2.795055122560368,1.0,GREEN,0.8576489550567563,3.653728591496754,2,1,56.14,ORANGE,False,2,1,1,1,30.92,GREEN,False,45.78,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S007,Persistent Cough,10,1,-11.261883363477471,1.0,GREEN,-0.2875259995469266,3.17710705148408,1,1,52.24,YELLOW,False,1,1,1,0,17.44,GREEN,False,43.55,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S022,Loss of Appetite,10,3,7.01510302013219,1.0,ORANGE,0.22072043552395293,1.3372491518477951,0,0,40.76,YELLOW,True,0,0,0,0,0.83,GREEN,False,42.76,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S023,Weight Loss,10,2,-11.714285714285714,1.0,YELLOW,-0.49407892561166644,1.1293678311839803,0,0,40.91,YELLOW,True,0,0,0,0,1.07,GREEN,False,39.44,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S001,Fever,10,0,-1.0633481213952831,1.0,GREEN,-0.33756147284354476,1.6976993213033236,1,0,41.88,YELLOW,False,1,0,2,0,19.18,GREEN,False,39.31,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S018,Nausea,10,0,3.876163717754429,1.0,GREEN,-0.20024252616784163,1.5284204639008356,1,0,41.47,YELLOW,False,1,0,1,0,12.99,GREEN,False,38.74,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S027,Dehydration,10,2,-20.3030303030303,1.0,YELLOW,-0.470536693660803,0.7302967433402213,0,0,38.11,YELLOW,True,0,0,0,0,0.72,GREEN,False,38.67,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S014,Muscle Pain,10,0,-0.719209272051457,1.0,GREEN,-0.301490327955865,1.7979158631475616,1,0,42.59,YELLOW,False,1,0,1,0,12.97,GREEN,False,38.24,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S017,Rash,10,2,-2.868339725790616,1.0,YELLOW,-0.4474145195100358,0.8959840715358683,0,0,36.27,YELLOW,True,0,0,0,0,0.52,GREEN,False,38.17,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S021,Abdominal Pain,10,2,3.709037586938328,1.0,YELLOW,-0.49866186015057556,0.3288326927328338,0,0,33.04,GREEN,False,0,0,0,0,0.36,GREEN,False,38.07,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S008,Sore Throat,10,0,-2.846896931821991,1.0,GREEN,-0.5922541300738132,1.590990257669732,1,0,41.14,YELLOW,False,1,0,1,0,12.91,GREEN,False,37.87,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S002,Headache,10,0,2.9422200179048,1.0,GREEN,0.4123674908569461,1.1570396111137384,0,0,38.69,YELLOW,False,0,0,0,0,1.18,GREEN,False,35.5,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S015,Joint Pain,10,0,-3.632339224184359,1.0,GREEN,-0.5778279136200669,1.4075157116241714,0,0,39.85,YELLOW,False,0,0,0,0,0.83,GREEN,False,35.13,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S026,Anaemia,8,2,9.79166666666667,0.8,YELLOW,-0.6272464990735612,0.9203579866168444,0,0,35.4,YELLOW,True,0,0,0,0,1.28,GREEN,False,35.06,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-06,S006,Dry Cough,10,0,0.0108823950444138,1.0,GREEN,-0.2566079926599056,1.1151821580359371,0,0,37.81,YELLOW,False,0,0,0,0,0.88,GREEN,False,34.63,GREEN,No significant persistent outbreak signal.,False
2026-07-06,S003,Fatigue,10,0,-2.8401973311992967,1.0,GREEN,-0.2722711581819372,0.8059682475959332,0,0,35.64,YELLOW,False,0,0,0,0,0.33,GREEN,False,33.98,GREEN,No significant persistent outbreak signal.,False
2026-07-06,S019,Vomiting,10,0,-0.349550185273026,1.0,GREEN,-0.8182856646456692,0.5934424260562089,0,0,34.15,GREEN,False,0,0,0,0,0.27,GREEN,False,33.59,GREEN,No significant persistent outbreak signal.,False
2026-07-06,S016,Retro-orbital Pain,10,0,-4.4975014664150335,1.0,GREEN,-0.4914602615658919,0.562955455224223,0,0,33.94,GREEN,False,0,0,0,0,0.26,GREEN,False,33.54,GREEN,No significant persistent outbreak signal.,False
2026-07-06,S020,Diarrhoea,10,0,0.1371453047610305,1.0,GREEN,-0.7180885750558696,0.4985415622798052,0,0,33.52,GREEN,False,0,0,0,0,0.23,GREEN,False,33.45,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S027,Dehydration,10,5,80.47619047619048,1.0,RED,0.34471924103206997,3.134811641096994,1,1,75.54,RED,True,1,1,1,0,18.11,GREEN,False,73.6,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-13,S026,Anaemia,9,4,92.5925925925926,0.9,ORANGE,0.34997449479276366,2.3836564731139807,1,1,68.2,ORANGE,True,1,1,1,0,18.72,GREEN,False,69.81,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-13,S022,Loss of Appetite,10,2,4.1326700092657545,1.0,YELLOW,0.7910810633130473,4.265283190204454,3,2,60.68,ORANGE,True,3,2,1,1,40.76,GREEN,False,53.15,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S016,Retro-orbital Pain,10,1,8.626529230103,1.0,GREEN,0.6317167861563477,3.5594305366675543,3,2,56.64,ORANGE,False,3,2,1,1,40.21,GREEN,False,50.93,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S018,Nausea,10,1,4.546115982291982,1.0,GREEN,0.5464211539786723,2.930188889603249,2,2,51.42,YELLOW,False,2,2,2,1,40.03,GREEN,False,48.77,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S015,Joint Pain,10,1,8.746156151040692,1.0,GREEN,0.5637115833983318,1.905586732340784,3,0,45.09,YELLOW,False,3,0,1,1,32.51,GREEN,False,46.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S024,Night Sweats,10,3,17.619047619047613,1.0,ORANGE,-0.6734664280277636,1.3258610570414522,0,0,45.8,YELLOW,True,0,0,0,0,1.23,GREEN,False,46.22,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S025,Bleeding,10,3,-4.5,1.0,ORANGE,0.07724738104854631,1.5498260496951666,1,0,43.85,YELLOW,True,1,0,1,0,13.05,GREEN,False,44.57,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S017,Rash,10,2,7.518764902757856,1.0,YELLOW,0.02158813198769245,1.5191698526848267,1,0,43.64,YELLOW,True,1,0,1,0,13.35,GREEN,False,44.08,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S001,Fever,10,0,0.9842411181924848,1.0,GREEN,0.2829361937797708,2.065372093412048,2,1,44.65,YELLOW,False,2,1,1,1,30.33,GREEN,False,42.43,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S021,Abdominal Pain,10,1,6.741317858341131,1.0,GREEN,0.1450908012565426,1.9827405196096828,1,0,45.23,YELLOW,False,1,0,1,0,13.24,GREEN,False,42.3,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S014,Muscle Pain,10,0,4.808427280531648,1.0,GREEN,0.6503677864713022,2.8178526450152326,1,1,50.69,YELLOW,False,1,1,1,0,17.11,GREEN,False,42.06,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S002,Headache,10,0,-1.2377531306432217,1.0,GREEN,0.14494593613880064,2.8876915027377343,1,1,50.21,YELLOW,False,1,1,1,0,17.1,GREEN,False,40.97,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S019,Vomiting,10,0,4.931052051055546,1.0,GREEN,0.2781841006494469,2.1269248984883125,1,1,45.87,YELLOW,False,1,1,1,0,16.89,GREEN,False,40.83,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S004,Chills,10,0,-7.274443276939179,1.0,GREEN,-0.32846538836722694,2.290919806822869,1,1,46.04,YELLOW,False,1,1,1,0,16.95,GREEN,False,39.9,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S005,Sweating,10,0,-7.274443276939179,1.0,GREEN,-0.32846538836722694,2.290919806822869,1,1,46.04,YELLOW,False,1,1,1,0,16.95,GREEN,False,39.9,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S009,Runny Nose,10,0,-4.015356021894741,1.0,GREEN,-0.017044060404215678,1.8132963018384136,1,0,42.69,YELLOW,False,1,0,2,0,19.25,GREEN,False,39.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S010,Breathlessness,10,1,-20.92085692085692,1.0,GREEN,-0.724365505582999,1.4301938838683883,0,0,41.51,YELLOW,False,0,0,0,0,0.83,GREEN,False,37.54,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S012,Loss of Taste,10,1,-15.334283192467552,1.0,GREEN,-0.7031339423693773,1.0878756313824398,0,0,37.62,YELLOW,False,0,0,0,0,1.33,GREEN,False,36.67,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S020,Diarrhoea,10,0,4.881297956577527,1.0,GREEN,0.02237595486945876,1.3801225083369355,0,0,40.64,YELLOW,False,0,0,0,0,0.6,GREEN,False,36.26,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S006,Dry Cough,10,0,-0.198630334046717,1.0,GREEN,-0.12568796698931795,1.3627281872955432,0,0,39.54,YELLOW,False,0,0,0,0,1.2,GREEN,False,35.12,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-13,S008,Sore Throat,10,0,0.1432448957654022,1.0,GREEN,-0.18638824835804577,1.1943320206981691,0,0,38.39,YELLOW,False,0,0,0,0,0.56,GREEN,False,34.74,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S003,Fatigue,10,0,-1.3073287803678786,1.0,GREEN,-0.3132623417083462,1.21379425806881,0,0,38.5,YELLOW,False,0,0,0,0,0.6,GREEN,False,34.74,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S013,Loss of Smell,10,0,-16.848974035159166,1.0,GREEN,-0.7641752171990588,1.1785113019775793,0,0,38.25,YELLOW,False,0,0,0,0,0.83,GREEN,False,34.73,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S007,Persistent Cough,10,1,-5.284995470479342,1.0,GREEN,-0.6843547428908258,0.0,0,0,30.0,GREEN,False,0,0,0,0,0.83,GREEN,False,34.67,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S011,Chest Pain,8,2,0.0,0.8,YELLOW,-0.7661212946528058,0.4428074427700475,0,0,30.1,GREEN,False,0,0,0,0,1.17,GREEN,False,31.76,GREEN,No significant persistent outbreak signal.,False
2026-07-13,S023,Weight Loss,8,1,-25.625,0.8,GREEN,-1.111641680936659,0.0719443078836192,0,0,24.5,GREEN,False,0,0,0,0,0.83,GREEN,False,28.29,GREEN,No significant persistent outbreak signal.,False
2026-07-20,S023,Weight Loss,10,5,80.83333333333333,1.0,RED,0.008831725851127334,2.8382174867477024,1,1,73.53,ORANGE,True,1,1,1,0,18.02,GREEN,False,73.15,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S025,Bleeding,10,4,63.16666666666667,1.0,ORANGE,-0.1170702059668542,2.471630805313042,2,1,65.93,ORANGE,True,2,1,1,1,31.41,GREEN,False,68.4,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S024,Night Sweats,10,5,41.781274281274285,1.0,RED,0.3762690269779224,3.970775864300728,1,1,73.65,ORANGE,True,1,1,1,0,18.69,GREEN,False,65.51,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S007,Persistent Cough,10,6,33.06101918515712,1.0,ORANGE,0.8151751479166066,2.7424137786507226,3,2,61.81,ORANGE,True,3,2,1,1,41.48,GREEN,False,65.36,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S027,Dehydration,10,4,37.45238095238095,1.0,ORANGE,0.48280923168749973,2.4721664876899254,2,1,59.3,ORANGE,True,2,1,1,1,31.41,GREEN,False,61.6,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S026,Anaemia,9,3,39.07407407407408,0.9,ORANGE,0.2752993838061511,3.2732683535398857,1,1,62.23,ORANGE,True,1,1,1,0,18.15,GREEN,False,55.5,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-20,S011,Chest Pain,10,5,30.0,1.0,ORANGE,0.047909323062377704,1.1246369913751453,0,0,49.87,YELLOW,True,0,0,0,0,2.17,GREEN,False,53.9,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S012,Loss of Taste,10,4,24.024245710429923,1.0,ORANGE,-0.012323561838144459,1.8170118179839216,1,0,50.52,YELLOW,True,1,0,1,0,13.88,GREEN,False,53.21,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S013,Loss of Smell,10,3,22.50463927471601,1.0,ORANGE,0.007469932887659047,1.7155626498179213,1,0,51.01,YELLOW,True,1,0,1,0,13.85,GREEN,False,51.02,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S003,Fatigue,10,1,6.273943421409574,1.0,GREEN,0.4757211675195213,3.9605901719066976,2,2,58.98,ORANGE,False,2,2,1,1,34.68,GREEN,False,49.94,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S010,Breathlessness,10,4,21.085858585858585,1.0,ORANGE,-0.37797576420030904,0.977107123592882,0,0,47.06,YELLOW,True,0,0,0,0,2.13,GREEN,False,49.41,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S004,Chills,10,0,5.581709500993723,1.0,GREEN,0.28230873730280115,2.112542923129787,3,1,45.9,YELLOW,False,3,1,2,1,42.51,GREEN,False,46.09,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S005,Sweating,10,0,5.581709500993723,1.0,GREEN,0.28230873730280115,2.112542923129787,3,1,45.9,YELLOW,False,3,1,2,1,42.51,GREEN,False,46.09,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S020,Diarrhoea,10,0,3.266861865148693,1.0,GREEN,0.5275424972598735,2.405629210707969,3,2,47.49,YELLOW,False,3,2,1,1,39.82,GREEN,False,45.49,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S019,Vomiting,10,0,4.413739514868982,1.0,GREEN,1.1824896301599916,4.329759524372772,1,1,61.19,ORANGE,False,1,1,1,0,17.64,GREEN,False,44.71,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S022,Loss of Appetite,10,2,4.445579086694953,1.0,YELLOW,0.275373545133413,1.9577572563356456,1,0,46.09,YELLOW,True,1,0,1,0,13.62,GREEN,False,44.14,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S001,Fever,10,0,0.180612075793026,1.0,GREEN,0.329206182203424,1.7091208884514633,2,0,42.0,YELLOW,False,2,0,2,2,40.17,GREEN,False,43.57,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S008,Sore Throat,10,0,3.5889605491449155,1.0,GREEN,0.16271454997710338,2.264762121159259,2,1,46.57,YELLOW,False,2,1,1,1,30.52,GREEN,False,43.46,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S009,Runny Nose,10,1,1.6548229065224915,1.0,GREEN,0.07858673734301483,2.335827470871493,1,1,46.68,YELLOW,False,1,1,1,0,17.48,GREEN,False,42.5,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S017,Rash,10,0,4.508147542701808,1.0,GREEN,0.18494090010153047,2.025376305345594,1,1,45.08,YELLOW,False,1,1,2,0,23.22,GREEN,False,41.82,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S006,Dry Cough,10,0,1.492730385151195,1.0,GREEN,0.10730391833237107,1.7965111864717795,2,0,42.87,YELLOW,False,2,0,1,1,26.4,GREEN,False,41.3,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S015,Joint Pain,10,1,-3.638274373992053,1.0,GREEN,-0.223160414366166,1.8368217173760648,1,0,42.86,YELLOW,False,1,0,1,0,13.19,GREEN,False,40.35,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S018,Nausea,10,0,2.459290950522077,1.0,GREEN,0.45184061507363654,1.657496115248032,1,0,42.09,YELLOW,False,1,0,1,0,12.91,GREEN,False,38.6,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S002,Headache,10,0,0.3731489035302195,1.0,GREEN,0.2608259635465461,1.805026434284948,1,0,42.71,YELLOW,False,1,0,1,0,12.94,GREEN,False,38.34,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S016,Retro-orbital Pain,10,0,-2.242294658366652,1.0,GREEN,-0.10641369039881292,1.7591864148251213,1,0,42.31,YELLOW,False,1,0,1,0,13.02,GREEN,False,38.18,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S021,Abdominal Pain,10,0,2.892393479500514,1.0,GREEN,0.3711213676783701,1.1329947516235546,0,0,38.51,YELLOW,False,0,0,0,0,0.52,GREEN,False,35.31,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-20,S014,Muscle Pain,10,0,-2.359525238514125,1.0,GREEN,-0.08703551841026894,1.3733059145465365,0,0,39.61,YELLOW,False,0,0,0,0,1.0,GREEN,False,35.1,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S025,Bleeding,9,5,79.62962962962963,0.9,RED,0.5141517986280592,2.173706511928416,2,1,65.64,ORANGE,True,2,1,2,2,44.15,GREEN,False,73.67,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-27,S026,Anaemia,9,4,33.73015873015873,0.9,ORANGE,0.11811435614263473,3.3158053648233494,1,1,61.46,ORANGE,True,1,1,1,0,18.16,GREEN,False,56.24,ORANGE,Significant cross-hospital signal requiring public-health investigation.,True
2026-07-27,S011,Chest Pain,9,3,24.074074074074076,0.9,ORANGE,0.1677208231251687,2.5099800796022267,2,2,53.88,YELLOW,True,2,2,1,1,35.92,GREEN,False,53.97,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S001,Fever,10,0,-0.3784024202025909,1.0,GREEN,0.18842184115105148,2.7073402925921104,4,2,48.95,YELLOW,False,4,2,3,3,73.5,ORANGE,False,51.94,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S021,Abdominal Pain,10,2,1.4920839651182844,1.0,YELLOW,0.27435785027744647,2.9239006862854704,3,3,50.77,YELLOW,True,3,3,1,1,43.49,GREEN,False,50.69,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S010,Breathlessness,10,4,28.88023088023088,1.0,ORANGE,-0.26652135274579825,0.730435887238472,0,0,43.89,YELLOW,True,0,0,0,0,2.05,GREEN,False,50.16,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S020,Diarrhoea,10,0,-0.6542251520291008,1.0,GREEN,0.4601827477713297,5.261861747967765,2,1,65.0,ORANGE,False,2,1,1,2,38.91,GREEN,False,49.03,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S027,Dehydration,10,3,0.0,1.0,ORANGE,0.10475136420525075,2.2391714737574007,1,1,50.17,YELLOW,True,1,1,2,0,23.42,GREEN,False,48.23,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S024,Night Sweats,10,3,4.517732267732268,1.0,ORANGE,0.023360909471216218,2.37058898680764,1,1,50.5,YELLOW,True,1,1,1,0,17.42,GREEN,False,48.01,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S023,Weight Loss,10,3,16.666666666666668,1.0,ORANGE,-0.18517506666734346,0.9749164129915592,0,0,44.66,YELLOW,True,0,0,0,0,2.03,GREEN,False,45.9,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S006,Dry Cough,10,0,-0.129399002310693,1.0,GREEN,0.19785258185953114,2.3891443136869763,2,1,46.72,YELLOW,False,2,1,2,2,43.53,GREEN,False,45.39,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S018,Nausea,10,1,-1.3160960952817125,1.0,GREEN,0.22091434143704936,2.491781693257895,2,1,47.44,YELLOW,False,2,1,1,1,31.93,GREEN,False,45.25,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S019,Vomiting,10,0,-1.5204235026614403,1.0,GREEN,0.4216160852522751,2.6967759489447287,2,2,48.88,YELLOW,False,2,2,1,1,33.9,GREEN,False,44.0,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S007,Persistent Cough,10,1,-2.5431035467800163,1.0,GREEN,0.3412445365033691,2.89794111924782,1,1,51.79,YELLOW,False,1,1,1,0,17.85,GREEN,False,43.52,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
2026-07-27,S009,Runny Nose,10,0,2.8461775076769595,1.0,GREEN,0.5802754138510711,1.8572727481862092,3,0,43.57,YELLOW,False,3,0,1,1,33.05,GREEN,False,43.07,YELLOW,Early warning signal; monitor trend and investigate contributing hospitals.,False
