week,symptom_id,symptom_name,current_cases,hospitals_observed,persistent_hospitals,maximum_consecutive_abnormal_weeks,maximum_total_abnormal_weeks,average_z_score,maximum_z_score,average_deviation_percent,elevated_hospitals,b5_signal,temporal_acceleration_score,cross_hospital_persistent,cross_hospital_consecutive_weeks,persistence_score,persistence_alert,persistent_outbreak_signal
2026-07-20,S025,Bleeding,34,10,10,7,7,-0.1170702059668542,2.471630805313042,8.224342105263155,4,True,45.57,True,6,69.21,YELLOW,True
2026-07-20,S026,Anaemia,28,9,9,7,7,0.49833829395893203,3.2732683535398857,37.29636104636105,7,False,15.63,True,6,68.49,ORANGE,True
2026-07-20,S027,Dehydration,52,10,10,7,7,0.48280923168749973,2.4721664876899254,27.422923358548616,5,False,14.98,True,6,65.85,ORANGE,True
2026-07-20,S024,Night Sweats,106,10,10,7,7,0.3762690269779224,3.970775864300728,9.766279665834572,5,False,23.96,True,6,63.83,YELLOW,True
2026-07-20,S012,Loss of Taste,288,10,10,7,7,-0.012323561838144459,1.8170118179839216,3.4343659451887687,5,False,21.42,True,4,61.57,YELLOW,True
2026-07-20,S013,Loss of Smell,294,10,10,7,7,0.007469932887659047,1.7155626498179213,3.724025147963934,6,False,20.81,True,4,61.48,YELLOW,True
2026-07-20,S004,Chills,1153,10,10,6,6,0.28230873730280115,2.112542923129787,1.7138494411114376,4,False,6.09,True,4,57.05,YELLOW,True
2026-07-20,S005,Sweating,1153,10,10,6,6,0.28230873730280115,2.112542923129787,1.7138494411114376,4,False,6.09,True,4,57.05,YELLOW,True
2026-07-20,S022,Loss of Appetite,346,10,10,7,7,0.275373545133413,1.9577572563356456,5.164602833675456,7,False,1.87,True,4,56.79,YELLOW,True
2026-07-20,S018,Nausea,1249,10,10,6,6,0.45184061507363654,1.657496115248032,4.464586584534986,8,False,0.98,True,4,56.38,YELLOW,True
2026-07-20,S008,Sore Throat,2357,10,10,7,7,0.16271454997710338,2.264762121159259,2.077688436687321,5,False,2.47,True,4,56.18,YELLOW,True
2026-07-20,S009,Runny Nose,1398,10,10,6,6,0.07858673734301483,2.335827470871493,1.415047041213562,6,False,2.36,True,4,55.98,YELLOW,True
2026-07-20,S006,Dry Cough,3632,10,10,7,7,0.10730391833237107,1.7965111864717795,1.0205313394203852,6,False,1.1,True,6,55.55,YELLOW,True
2026-07-20,S023,Weight Loss,41,10,2,6,6,0.008831725851127334,2.8382174867477024,4.736549094998159,4,True,62.33,True,1,52.81,YELLOW,True
2026-07-20,S003,Fatigue,1840,10,10,5,6,0.4757211675195213,3.9605901719066976,3.438348116225554,8,False,4.78,True,4,52.13,YELLOW,True
2026-07-20,S017,Rash,493,10,10,5,6,0.18494090010153047,2.025376305345594,3.6053778811075134,5,False,1.8,True,4,51.38,YELLOW,True
2026-07-20,S002,Headache,3870,10,10,5,6,0.2608259635465461,1.805026434284948,0.5873932126441148,6,False,0.63,True,4,50.31,YELLOW,True
2026-07-20,S001,Fever,7591,10,10,5,6,0.329206182203424,1.7091208884514633,0.6177305242231714,5,False,0.07,True,4,50.17,YELLOW,True
2026-07-20,S019,Vomiting,1709,10,10,2,5,1.1824896301599916,4.329759524372772,5.464678699365457,8,False,1.77,True,1,36.84,YELLOW,True
2026-07-20,S011,Chest Pain,23,10,2,5,6,0.047909323062377704,1.1246369913751453,1.92609351432881,4,False,23.5,True,1,36.75,YELLOW,True
2026-07-20,S021,Abdominal Pain,915,10,10,2,5,0.3711213676783701,1.1329947516235546,3.9089149715724156,8,False,1.16,True,1,36.29,YELLOW,True
2026-07-20,S020,Diarrhoea,1315,10,10,2,5,0.5275424972598735,2.405629210707969,3.442481712117059,8,False,1.31,True,1,36.21,YELLOW,True
2026-07-20,S010,Breathlessness,82,10,10,5,6,-0.37797576420030904,0.977107123592882,-13.772760741864582,4,False,21.04,True,4,30.0,GREEN,False
2026-07-20,S014,Muscle Pain,3489,10,10,5,6,-0.08703551841026894,1.3733059145465365,-0.14133203034080868,5,False,0.0,True,4,30.0,GREEN,False
2026-07-20,S015,Joint Pain,1493,10,10,5,6,-0.223160414366166,1.8368217173760648,-0.9233951472552826,4,False,0.0,True,4,30.0,GREEN,False
2026-07-20,S016,Retro-orbital Pain,1169,10,10,2,5,-0.10641369039881292,1.7591864148251213,-0.6465668727078564,4,False,0.0,True,1,30.0,GREEN,False
2026-07-20,S007,Persistent Cough,320,10,0,1,6,0.8151751479166066,2.7424137786507226,16.618216608196406,8,False,24.73,False,0,15.75,GREEN,False
2026-07-27,S025,Bleeding,41,9,9,8,8,0.7784461777714008,2.173706511928416,34.054337620966706,6,False,33.57,True,7,72.47,ORANGE,True
2026-07-27,S026,Anaemia,21,9,9,8,8,0.3009631992309216,3.3158053648233494,25.211266739870855,5,False,13.49,True,7,64.9,ORANGE,True
2026-07-27,S011,Chest Pain,24,9,9,6,7,0.3399716606410789,2.5099800796022267,20.31774325891973,4,False,9.63,True,2,62.65,ORANGE,True
2026-07-27,S024,Night Sweats,103,10,10,8,8,0.023360909471216218,2.37058898680764,6.896708957900543,6,False,1.81,True,7,57.21,YELLOW,True
2026-07-27,S027,Dehydration,42,10,10,8,8,0.10475136420525075,2.2391714737574007,8.425475453339233,5,False,0.0,True,7,57.11,YELLOW,True
2026-07-27,S012,Loss of Taste,290,10,10,8,8,0.1690404593737456,1.4108871222314994,3.811903118170038,6,False,1.91,True,5,56.46,YELLOW,True
2026-07-27,S009,Runny Nose,1443,10,10,7,7,0.5802754138510711,1.8572727481862092,3.453634783788432,8,False,1.5,True,5,56.26,YELLOW,True
2026-07-27,S003,Fatigue,1824,10,10,6,7,0.3603248981936728,2.786585849750069,1.7959653690583735,5,False,0.0,True,5,55.45,YELLOW,True
2026-07-27,S018,Nausea,1210,10,10,7,7,0.22091434143704936,2.491781693257895,1.7447682493343486,4,False,0.0,True,5,55.44,YELLOW,True
2026-07-27,S022,Loss of Appetite,339,10,10,8,8,0.1171435349999826,1.835868150257576,1.5667469051246665,3,False,0.0,True,5,55.39,YELLOW,True
2026-07-27,S004,Chills,1145,10,10,7,7,0.2999532748127442,2.2391714737574007,1.1168818964620861,5,False,0.23,True,5,55.34,YELLOW,True
2026-07-27,S005,Sweating,1145,10,10,7,7,0.2999532748127442,2.2391714737574007,1.1168818964620861,5,False,0.23,True,5,55.34,YELLOW,True
2026-07-27,S006,Dry Cough,3646,10,10,8,8,0.19785258185953114,2.3891443136869763,0.5226630521768273,4,False,0.0,True,7,55.13,YELLOW,True
2026-07-27,S001,Fever,7590,10,10,6,7,0.18842184115105148,2.7073402925921104,0.07609437351924173,4,False,0.0,True,5,55.02,YELLOW,True
2026-07-27,S021,Abdominal Pain,914,10,10,3,6,0.27435785027744647,2.9239006862854704,4.29879748189311,4,False,0.6,True,2,41.23,YELLOW,True
2026-07-27,S019,Vomiting,1652,10,10,3,6,0.4216160852522751,2.6967759489447287,2.678698202422424,5,False,0.0,True,2,40.67,YELLOW,True
2026-07-27,S020,Diarrhoea,1279,10,10,3,6,0.4601827477713297,5.261861747967765,1.8161731665071108,5,False,0.0,True,2,40.45,YELLOW,True
2026-07-27,S007,Persistent Cough,294,10,10,2,7,0.3412445365033691,2.89794111924782,5.95024676367609,6,False,0.0,True,1,36.49,YELLOW,True
2026-07-27,S002,Headache,3843,10,10,6,7,-0.1458927699829938,2.301728967096629,-0.803455350404523,3,False,0.0,True,5,30.0,GREEN,False
2026-07-27,S008,Sore Throat,2308,10,10,8,8,-0.19850239346151372,1.1501454889140292,-1.11225176672118,5,False,0.0,True,5,30.0,GREEN,False
2026-07-27,S010,Breathlessness,87,10,10,6,7,-0.26652135274579825,0.730435887238472,-6.174367156675716,3,False,13.89,True,5,30.0,GREEN,False
2026-07-27,S013,Loss of Smell,267,10,10,8,8,-0.48800568798554067,0.9634380371386748,-4.692593154765534,3,False,0.0,True,5,30.0,GREEN,False
2026-07-27,S014,Muscle Pain,3477,10,10,6,7,-0.07304148634702828,1.437902530332147,-1.004608904853174,3,False,0.54,True,5,30.0,GREEN,False
2026-07-27,S015,Joint Pain,1452,10,10,6,7,-0.3394245061244884,2.225601100566728,-3.1507339662039158,3,False,0.5,True,5,30.0,GREEN,False
2026-07-27,S016,Retro-orbital Pain,1144,10,10,3,6,-0.4280384148897277,1.9330713142257203,-2.757829742004262,3,False,0.2,True,2,30.0,GREEN,False
2026-07-27,S017,Rash,462,10,10,6,7,-0.303656459600364,1.0553919006106978,-3.6308514234993927,6,False,0.0,True,5,30.0,GREEN,False
2026-07-27,S023,Weight Loss,38,10,10,7,7,-0.18517506666734346,0.9749164129915592,-0.6520879434696134,4,False,6.67,True,2,30.0,GREEN,False
2026-08-03,S027,Dehydration,45,10,10,9,9,0.11580626798751921,3.238892010539823,6.433389847038765,5,False,12.13,True,8,59.84,YELLOW,True
2026-08-03,S023,Weight Loss,42,10,10,8,8,0.15453737335720588,1.6035674514745462,5.057853980424951,5,False,12.65,True,3,59.64,YELLOW,True
2026-08-03,S011,Chest Pain,25,10,10,7,8,0.1869051452497065,1.7638342073763935,8.978296703296706,5,False,4.27,True,3,58.38,YELLOW,True
2026-08-03,S026,Anaemia,15,7,7,9,9,0.09086953606285701,2.0355267563034487,10.448831706595682,3,False,0.0,True,8,57.61,YELLOW,True
2026-08-03,S022,Loss of Appetite,347,10,10,9,9,0.5304713874796723,3.253006762193809,3.9160688953374416,6,False,3.01,True,6,56.78,YELLOW,True
2026-08-03,S018,Nausea,1246,10,10,8,8,0.4569077973193659,1.507913380662596,3.245878639768595,6,False,2.1,True,6,56.37,YELLOW,True
2026-08-03,S004,Chills,1135,10,10,8,8,0.039303630380937996,2.105465061783943,0.9070206161054823,6,False,0.17,True,6,55.27,YELLOW,True
2026-08-03,S005,Sweating,1135,10,10,8,8,0.039303630380937996,2.105465061783943,0.9070206161054823,6,False,0.17,True,6,55.27,YELLOW,True
2026-08-03,S001,Fever,7575,10,10,7,8,-0.2623186885343164,2.0282966561531235,0.1793072606656215,4,False,0.28,True,6,55.12,YELLOW,True
2026-08-03,S003,Fatigue,1791,10,10,7,8,0.05877933534383477,2.405388200846395,0.35456332523583034,5,False,0.06,True,6,55.1,YELLOW,True
2026-08-03,S019,Vomiting,1752,10,10,4,7,1.5234848722382892,6.033977866125205,7.686504156991235,8,False,4.43,True,3,48.1,YELLOW,True
2026-08-03,S020,Diarrhoea,1359,10,10,4,7,1.387241926928307,6.809642187225957,6.851900381742953,6,False,4.41,True,3,47.89,YELLOW,True
2026-08-03,S021,Abdominal Pain,924,10,10,4,7,0.6596154240715127,4.285331998751056,4.152910510514313,6,False,1.38,True,3,46.41,YELLOW,True
2026-08-03,S007,Persistent Cough,304,10,10,3,8,0.42280196401648995,1.4748521217444224,8.577526965831192,7,False,4.01,True,2,43.21,YELLOW,True
2026-08-03,S002,Headache,3803,10,10,7,8,-0.20512067572034604,1.2003694261010145,-0.8400841803894485,6,False,0.51,True,6,30.0,GREEN,False
2026-08-03,S006,Dry Cough,3572,10,10,9,9,-0.3254049649035188,0.8067132223311066,-1.268131335740296,3,False,0.0,True,8,30.0,GREEN,False
2026-08-03,S008,Sore Throat,2274,10,10,9,9,-0.4495311132874358,0.8473562537778061,-2.4397445984812434,3,False,0.41,True,6,30.0,GREEN,False
2026-08-03,S009,Runny Nose,1366,10,10,8,8,-0.27758144464279766,1.4717553664751812,-1.6578987594949361,3,False,0.0,True,6,30.0,GREEN,False
2026-08-03,S010,Breathlessness,80,10,10,7,8,-0.38714644722057195,2.3803644751499897,-17.88621026238203,3,False,0.0,True,6,30.0,GREEN,False
2026-08-03,S012,Loss of Taste,275,10,10,9,9,-0.15789974139666,1.701683429938276,-2.1504551062195896,4,False,0.0,True,6,30.0,GREEN,False
2026-08-03,S013,Loss of Smell,262,10,10,9,9,-0.35335885768295017,3.2644552250736165,-9.192571329789981,3,False,0.0,True,6,30.0,GREEN,False
2026-08-03,S014,Muscle Pain,3487,10,10,7,8,-0.04911553905093722,1.4016197146401002,-0.2340189200190083,6,False,0.79,True,6,30.0,GREEN,False
2026-08-03,S015,Joint Pain,1463,10,10,7,8,-0.2997113263270294,1.6263500458450395,-1.9440927470911298,5,False,1.69,True,6,30.0,GREEN,False
2026-08-03,S016,Retro-orbital Pain,1137,10,10,4,7,-0.498007380608922,2.960889949402897,-3.2051122949911983,2,False,0.28,True,3,30.0,GREEN,False
2026-08-03,S017,Rash,476,10,10,7,8,0.00973576794258324,2.392376073971408,-2.849082684033773,5,False,4.27,True,6,30.0,GREEN,False
2026-08-03,S024,Night Sweats,93,10,10,9,9,-0.2903501221178447,0.917662935482247,-3.5881290553440643,4,False,0.0,True,8,30.0,GREEN,False
2026-08-03,S025,Bleeding,30,10,10,9,9,-0.06811163809160004,3.2659863237109046,-9.39333156768491,2,False,0.0,True,8,30.0,GREEN,False
2026-08-10,S025,Bleeding,33,9,9,10,10,0.11711043638414499,2.559250039669871,14.894302394302388,4,True,55.73,True,9,73.58,YELLOW,True
2026-08-10,S010,Breathlessness,97,10,10,8,9,0.25186567715824104,3.348937833908628,3.501157735409472,5,True,55.45,True,7,70.66,YELLOW,True
2026-08-10,S027,Dehydration,53,10,10,10,10,0.48800552143700404,2.9499543188448487,19.078069605364966,5,False,20.63,True,9,65.27,ORANGE,True
2026-08-10,S013,Loss of Smell,280,10,10,10,10,-0.003300931014301689,1.351545036109516,0.624304471833294,4,False,34.15,True,7,64.26,YELLOW,True
2026-08-10,S026,Anaemia,22,10,10,10,10,0.07846265207668845,2.232625222605752,10.236045998936847,6,False,20.08,True,9,62.91,YELLOW,True
2026-08-10,S004,Chills,1161,10,10,9,9,0.29822899289725513,1.2704549599274677,3.133927795032682,7,False,12.13,True,7,59.02,YELLOW,True
2026-08-10,S005,Sweating,1161,10,10,9,9,0.29822899289725513,1.2704549599274677,3.133927795032682,7,False,12.13,True,7,59.02,YELLOW,True
2026-08-10,S006,Dry Cough,3656,10,10,10,10,0.274417751899075,2.0874483170106206,1.0994727054114803,7,False,2.13,True,9,55.84,YELLOW,True
2026-08-10,S001,Fever,7592,10,10,8,9,0.30856785497213457,2.898986895283736,0.4103473194700822,4,False,0.16,True,7,55.15,YELLOW,True
2026-08-10,S020,Diarrhoea,1316,10,10,5,8,0.4085512570531521,2.138557265096921,2.865505375933369,7,False,9.02,True,4,53.12,YELLOW,True
2026-08-10,S019,Vomiting,1649,10,10,5,8,0.11857696645782279,1.3867016465156852,0.9015050983013827,4,False,0.0,True,4,50.23,YELLOW,True
2026-08-10,S007,Persistent Cough,285,10,10,4,9,0.04152440795886063,2.5646527267882795,1.4417746665175102,5,False,9.49,True,3,47.89,YELLOW,True
2026-08-10,S002,Headache,3831,10,10,8,9,-0.20193104281109928,1.327801858704437,-0.401410129842182,6,False,0.38,True,7,30.0,GREEN,False
2026-08-10,S003,Fatigue,1778,10,10,8,9,-0.017410369732058718,1.3040790175374106,-0.2831851559314889,5,False,11.69,True,7,30.0,GREEN,False
2026-08-10,S008,Sore Throat,2290,10,10,10,10,-0.24397138342531083,1.2782877984293088,-1.0452164234679644,3,False,9.66,True,7,30.0,GREEN,False
2026-08-10,S009,Runny Nose,1388,10,10,9,9,-0.31928528697594194,1.716232660642066,-0.833873276009481,3,False,15.06,True,7,30.0,GREEN,False
2026-08-10,S011,Chest Pain,13,8,8,8,9,-0.4432545962150208,1.3023647131866884,-24.85199091503138,3,False,0.58,True,4,30.0,GREEN,False
2026-08-10,S012,Loss of Taste,268,10,10,10,10,-0.10784497282612518,1.7390855656497073,-3.777719770095568,4,False,24.12,True,7,30.0,GREEN,False
2026-08-10,S014,Muscle Pain,3476,10,10,8,9,-0.16229429205090967,2.058631080619309,-0.6851474533651734,4,False,0.0,True,7,30.0,GREEN,False
2026-08-10,S015,Joint Pain,1472,10,10,8,9,-0.08000996236784982,2.4169096154985263,-0.9181630686179073,4,False,9.26,True,7,30.0,GREEN,False
2026-08-10,S016,Retro-orbital Pain,1135,10,10,5,8,-0.26413397408719363,3.0380548168299546,-2.4883105887295742,3,False,19.42,True,4,30.0,GREEN,False
2026-08-10,S017,Rash,461,10,10,8,9,-0.2573945319512093,1.176416388977206,-4.251785556411198,4,False,17.27,True,7,30.0,GREEN,False
2026-08-10,S018,Nausea,1190,10,10,9,9,-0.07591876400342372,1.2122562507124082,-1.2289867485980843,4,False,0.0,True,7,30.0,GREEN,False
2026-08-10,S021,Abdominal Pain,890,10,10,5,8,-0.1459653596981389,0.9545257623158993,-0.2265669398289317,3,False,20.0,True,4,30.0,GREEN,False
2026-08-10,S022,Loss of Appetite,325,10,10,10,10,-0.3073446553993015,2.7298049128802817,-2.3168569710220033,2,False,16.67,True,7,30.0,GREEN,False
2026-08-10,S024,Night Sweats,90,10,10,10,10,-0.2927129424406643,1.0289915108550531,-10.273937635803602,3,False,20.0,True,9,30.0,GREEN,False
2026-08-10,S023,Weight Loss,24,9,0,0,8,-0.7432448911970992,0.2316082556947405,-33.399740844031285,1,False,0.0,False,0,0.0,GREEN,False
2026-08-17,S024,Night Sweats,115,10,10,11,11,0.8488119980680651,3.650335826208402,20.475190783630744,7,True,82.97,True,10,80.12,ORANGE,True
2026-08-17,S012,Loss of Taste,293,10,10,11,11,0.2063684361525137,0.9484699163220855,6.1071588501667495,7,False,31.37,True,8,64.89,YELLOW,True
2026-08-17,S013,Loss of Smell,300,10,10,11,11,0.2854743163040542,1.175474387840003,7.630169360439092,7,False,20.71,True,8,62.43,YELLOW,True
2026-08-17,S027,Dehydration,45,10,10,11,11,-0.07319025905127259,2.0761369963434992,3.4586471443201647,4,False,23.35,True,10,62.09,YELLOW,True
2026-08-17,S010,Breathlessness,92,10,10,9,10,0.06157193424012464,1.8616952196611267,2.9072796033962787,5,False,22.31,True,8,61.68,YELLOW,True
2026-08-17,S017,Rash,480,10,10,9,10,0.06775579977361224,2.790913336289905,0.5483338268345566,6,False,24.37,True,8,61.64,YELLOW,True
2026-08-17,S009,Runny Nose,1447,10,10,10,10,0.3318643931857168,2.1934896846431213,2.935078217909995,6,False,17.7,True,8,60.45,YELLOW,True
2026-08-17,S015,Joint Pain,1514,10,10,9,10,0.24180366728077152,2.4517125138245897,1.4832790063534502,5,False,18.76,True,8,60.37,YELLOW,True
2026-08-17,S016,Retro-orbital Pain,1169,10,10,6,9,0.0781520372894311,2.054140977752711,0.45848232881923356,5,False,17.55,True,5,59.79,YELLOW,True
2026-08-17,S003,Fatigue,1819,10,10,9,10,0.25728820645636163,2.038174612954155,2.1519222797631192,5,False,13.88,True,8,59.24,YELLOW,True
2026-08-17,S018,Nausea,1228,10,10,10,10,0.12976989467711103,1.2388658281854277,1.409025455991615,7,False,12.85,True,8,58.78,YELLOW,True
2026-08-17,S014,Muscle Pain,3547,10,10,9,10,0.4208027675969612,3.307102982463314,1.0584883799591411,6,False,10.77,True,8,58.14,YELLOW,True
2026-08-17,S002,Headache,3852,10,10,9,10,0.01428409787508369,1.3300660669546014,0.029505687393494018,4,False,8.89,True,8,57.38,YELLOW,True
2026-08-17,S007,Persistent Cough,292,10,10,5,10,0.202147655997361,1.9768862390630488,3.189726803306082,6,False,23.9,True,4,57.17,YELLOW,True
2026-08-17,S025,Bleeding,30,10,10,11,11,-0.13388594955685948,3.744050799625876,1.1622392249401616,3,False,3.93,True,10,56.34,YELLOW,True
2026-08-17,S008,Sore Throat,2360,10,10,11,11,0.35622507297095024,1.1650616282452286,1.6916482489711224,7,False,1.58,True,8,55.84,YELLOW,True
2026-08-17,S006,Dry Cough,3710,10,10,11,11,0.5700140659019443,2.6204891162142085,2.1323752035939414,6,False,0.47,True,10,55.66,YELLOW,True
2026-08-17,S023,Weight Loss,38,10,1,4,9,0.04902713130338031,2.747645484310239,-0.6910526693430235,4,True,63.23,False,0,39.36,GREEN,False
2026-08-17,S001,Fever,7568,10,10,9,10,0.040498524659063326,2.7049597628873365,-0.24965793037859796,4,False,0.0,True,8,30.0,GREEN,False
2026-08-17,S011,Chest Pain,18,9,9,9,10,-0.1330334271890792,2.0018930434905253,-7.5097001763668425,3,False,28.78,True,5,30.0,GREEN,False
2026-08-17,S019,Vomiting,1610,10,10,6,9,-0.4043437883560562,1.0983916661709718,-2.278894126994956,4,False,9.57,True,5,30.0,GREEN,False
2026-08-17,S020,Diarrhoea,1270,10,10,6,9,-0.2497946501070784,0.8180695530475061,-1.7540158932628274,4,False,10.12,True,5,30.0,GREEN,False
2026-08-17,S021,Abdominal Pain,889,10,10,6,9,-0.009270877312874515,1.0604572975699678,-0.2706583994249505,6,False,12.19,True,5,30.0,GREEN,False
2026-08-17,S022,Loss of Appetite,317,10,10,11,11,-0.40200438941390776,0.7637437581882079,-5.096304919668503,4,False,20.31,True,8,30.0,GREEN,False
2026-08-17,S026,Anaemia,18,9,9,11,11,-0.11249992530883274,0.945110931216246,-2.241752953670515,3,False,0.0,True,10,30.0,GREEN,False
2026-08-17,S004,Chills,1042,10,0,0,9,-0.9837342691312129,0.6236253931915037,-7.832604945180973,2,False,0.0,False,0,0.0,GREEN,False
2026-08-17,S005,Sweating,1042,10,0,0,9,-0.9837342691312129,0.6236253931915037,-7.832604945180973,2,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S007,Persistent Cough,232,10,10,6,11,-0.9741971916292103,1.321626008875589,-18.901572181071465,1,False,13.33,True,5,30.0,GREEN,False
2026-08-24,S011,Chest Pain,17,10,10,10,11,-0.32548516678087014,1.2165448524514295,-16.670453655003737,2,False,10.33,True,6,30.0,GREEN,False
2026-08-24,S023,Weight Loss,34,10,10,5,10,-0.2460313933476664,0.533656859801263,-12.969544532501967,3,False,1.97,True,1,30.0,GREEN,False
2026-08-24,S027,Dehydration,37,10,10,12,12,-0.3784231664281833,1.7084670465428378,-18.055062877137022,2,False,0.2,True,11,30.0,GREEN,False
2026-08-24,S022,Loss of Appetite,292,10,0,0,11,-0.8125631403931173,-0.0595491334175418,-13.449181905558376,0,False,16.67,False,0,4.45,GREEN,False
2026-08-24,S017,Rash,426,10,0,0,10,-0.832749861901205,0.2976420573254969,-12.232917624191249,3,False,16.04,False,0,4.28,GREEN,False
2026-08-24,S010,Breathlessness,65,10,0,0,10,-0.8535564209579494,0.3070649807683754,-28.019915940126953,1,False,13.33,False,0,3.55,GREEN,False
2026-08-24,S021,Abdominal Pain,800,10,0,0,9,-1.3143726240762692,0.6310801287412773,-12.05672331594924,1,False,13.33,False,0,3.55,GREEN,False
2026-08-24,S024,Night Sweats,77,10,0,0,11,-0.8664831289598943,0.1777897505546897,-23.565565832203106,2,False,13.33,False,0,3.55,GREEN,False
2026-08-24,S025,Bleeding,14,7,0,0,11,-0.8209237253377084,0.3372137010395284,-41.071534642279424,1,False,12.81,False,0,3.42,GREEN,False
2026-08-24,S016,Retro-orbital Pain,985,10,0,0,9,-1.6988374431096944,-0.4013083330419837,-15.602349314220675,0,False,11.98,False,0,3.19,GREEN,False
2026-08-24,S004,Chills,945,10,0,0,9,-1.7818720439624045,-0.4199263064023151,-16.404885433374748,0,False,11.78,False,0,3.14,GREEN,False
2026-08-24,S005,Sweating,945,10,0,0,9,-1.7818720439624045,-0.4199263064023151,-16.404885433374748,0,False,11.78,False,0,3.14,GREEN,False
2026-08-24,S009,Runny Nose,1210,10,0,0,10,-1.643971952366579,0.5877732444869138,-13.449730202384364,1,False,10.13,False,0,2.7,GREEN,False
2026-08-24,S001,Fever,6436,10,0,0,10,-7.10373512396458,-3.890857456250525,-15.116697450550916,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S002,Headache,3292,10,0,0,10,-3.5738529661042575,-2.214454461428313,-14.6952480456383,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S003,Fatigue,1522,10,0,0,10,-2.0981411996979853,-0.8982525473879207,-15.038552713817088,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S006,Dry Cough,3131,10,0,0,11,-3.2105304731315334,-1.245977988268172,-13.470942832655771,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S008,Sore Throat,1957,10,0,0,11,-2.881375072514523,-1.5700124281005683,-15.585847897809279,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S012,Loss of Taste,224,10,0,0,11,-1.0488314818657778,0.1481868684597175,-19.67789123301567,1,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S013,Loss of Smell,220,10,0,0,11,-1.0698314811306333,0.3004270464795249,-21.847743735148505,1,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S014,Muscle Pain,2909,10,0,0,10,-3.4441382263268094,-2.502440685714239,-16.814834939465598,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S015,Joint Pain,1242,10,0,0,10,-2.109625203907069,-0.7714691056306098,-16.618905104302726,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S018,Nausea,1080,10,0,0,10,-1.3560811860120645,0.6285610169353201,-11.301353173710542,1,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S019,Vomiting,1431,10,0,0,9,-1.9443806516925684,-0.1868891487024907,-13.34933993094686,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S020,Diarrhoea,1135,10,0,0,9,-1.6002492538314705,-0.7063784749755478,-12.085838063270094,0,False,0.0,False,0,0.0,GREEN,False
2026-08-24,S026,Anaemia,12,7,0,0,11,-0.36071120447391947,0.5855555636027701,-19.900345536424556,3,False,0.0,False,0,0.0,GREEN,False
