week,symptom_id,symptom_name,current_cases,average_growth_rate,median_growth_rate,average_growth_acceleration,maximum_growth_acceleration,hospitals_with_change_point,maximum_change_point_strength,hospitals_with_exponential_growth,average_exponential_growth_rate,minimum_doubling_time_weeks,average_growth_fit_r2,recent_change_point_hospitals,recent_change_point_strength,temporal_acceleration_score,temporal_alert,temporal_acceleration_signal
2026-07-13,S011,Chest Pain,15,0.0,-37.5,-58.33333333333333,250.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S012,Loss of Taste,244,-15.334283192467552,-22.5,-27.481262536584097,54.233409610983976,2,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S013,Loss of Smell,251,-16.848974035159166,-21.320346320346317,-23.163511381292516,17.984189723320156,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S023,Weight Loss,20,-25.625,-26.666666666666664,-17.232142857142858,90.47619047619047,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-13,S025,Bleeding,32,-4.5,-16.666666666666664,-33.916666666666664,160.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-20,S023,Weight Loss,41,80.83333333333333,37.5,106.33333333333333,375.0,0,0.0,0,,,,0,0.0,62.33,YELLOW,True
2026-07-20,S025,Bleeding,34,63.16666666666667,-33.33333333333333,67.66666666666667,680.0,0,0.0,0,,,,0,0.0,45.57,YELLOW,True
2026-07-20,S007,Persistent Cough,320,33.06101918515712,30.128205128205124,38.34601465563646,119.92063492063491,7,100.0,0,,,,0,0.0,24.73,GREEN,False
2026-07-20,S024,Night Sweats,106,41.781274281274285,30.0,24.162226662226665,205.35714285714283,4,100.0,0,,,,0,0.0,23.96,GREEN,False
2026-07-20,S011,Chest Pain,23,30.0,16.666666666666664,38.333333333333336,175.0,0,0.0,0,,,,0,0.0,23.5,GREEN,False
2026-07-20,S012,Loss of Taste,288,24.024245710429923,11.607142857142858,39.358528902897476,141.66666666666669,5,100.0,0,,,,0,0.0,21.42,GREEN,False
2026-07-20,S010,Breathlessness,82,21.085858585858585,-17.424242424242422,42.00671550671551,158.33333333333331,2,100.0,0,,,,0,0.0,21.04,GREEN,False
2026-07-20,S013,Loss of Smell,294,22.504639274716006,7.983682983682983,39.35361330987517,164.4607843137255,5,100.0,0,,,,0,0.0,20.81,GREEN,False
2026-07-20,S026,Anaemia,28,39.074074074074076,-20.0,-53.51851851851852,283.3333333333333,0,0.0,0,,,,0,0.0,15.63,GREEN,False
2026-07-20,S027,Dehydration,52,37.45238095238095,10.0,-43.023809523809526,300.0,1,100.0,0,,,,0,0.0,14.98,GREEN,False
2026-07-20,S004,Chills,1153,5.581709500993723,3.4994011976047905,12.856152777932902,38.14699792960663,2,76.29,0,,,,0,0.0,6.09,GREEN,False
2026-07-20,S005,Sweating,1153,5.581709500993723,3.4994011976047905,12.856152777932902,38.14699792960663,2,76.29,0,,,,0,0.0,6.09,GREEN,False
2026-07-20,S003,Fatigue,1840,6.273943421409574,5.920649509803921,7.581272201777452,33.76859392878778,2,67.54,0,,,,0,0.0,4.78,GREEN,False
2026-07-20,S008,Sore Throat,2357,3.5889605491449155,0.14773673979450175,3.445715653379513,39.29087637532817,1,78.58,0,,,,0,0.0,2.47,GREEN,False
2026-07-20,S009,Runny Nose,1398,1.6548229065224915,1.430440222955295,5.670178928417232,38.91834570519619,1,77.84,0,,,,0,0.0,2.36,GREEN,False
2026-07-20,S022,Loss of Appetite,346,4.445579086694953,-3.7804878048780486,0.3129090774291992,98.5,3,100.0,0,,,,0,0.0,1.87,GREEN,False
2026-07-20,S017,Rash,493,4.508147542701808,7.834290401968826,-3.0106173600560475,42.49084249084249,2,84.98,0,,,,0,0.0,1.8,GREEN,False
2026-07-20,S019,Vomiting,1709,4.413739514868982,4.145189003436426,-0.517312536186564,16.17144981915289,0,0.0,0,,,,0,0.0,1.77,GREEN,False
2026-07-20,S020,Diarrhoea,1315,3.266861865148693,2.6862794401139887,-1.6144360914288332,26.9934530804096,1,53.99,0,,,,0,0.0,1.31,GREEN,False
2026-07-20,S021,Abdominal Pain,915,2.892393479500514,3.360148514851485,-3.848924378840617,16.451506123800065,0,0.0,0,,,,0,0.0,1.16,GREEN,False
2026-07-20,S006,Dry Cough,3632,1.492730385151195,0.801826426303067,1.691360719197912,23.553650113135642,0,0.0,0,,,,0,0.0,1.1,GREEN,False
2026-07-20,S018,Nausea,1249,2.459290950522077,1.36986301369863,-2.0868250317699055,26.30401789280294,1,52.61,0,,,,0,0.0,0.98,GREEN,False
2026-07-20,S002,Headache,3870,0.3731489035302195,-1.3190917059932517,1.6109020341734415,15.642031829082189,0,0.0,0,,,,0,0.0,0.63,GREEN,False
2026-07-20,S001,Fever,7591,0.18061207579302602,-0.22189349112426035,-0.8036290423994586,5.510564949924218,0,0.0,0,,,,0,0.0,0.07,GREEN,False
2026-07-20,S014,Muscle Pain,3489,-2.359525238514125,-3.591935760194975,-7.167952519045772,16.913225765468173,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-20,S015,Joint Pain,1493,-3.638274373992053,-6.453488372093023,-12.384430525032746,46.97660208264379,1,93.95,0,,,,0,0.0,0.0,GREEN,False
2026-07-20,S016,Retro-orbital Pain,1169,-2.242294658366652,1.027322404371585,-10.868823888469652,22.317720907774024,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S025,Bleeding,41,79.62962962962963,50.0,5.740740740740737,366.66666666666663,0,0.0,0,,,,0,0.0,33.57,GREEN,False
2026-07-27,S010,Breathlessness,87,28.88023088023088,6.111111111111111,7.794372294372293,258.3333333333333,3,100.0,0,,,,0,0.0,13.89,GREEN,False
2026-07-27,S026,Anaemia,21,33.73015873015873,0.0,-8.121693121693125,200.0,0,0.0,0,,,,0,0.0,13.49,GREEN,False
2026-07-27,S011,Chest Pain,24,24.074074074074073,0.0,-9.25925925925926,100.0,0,0.0,0,,,,0,0.0,9.63,GREEN,False
2026-07-27,S023,Weight Loss,38,16.666666666666668,-10.0,-64.16666666666666,200.0,0,0.0,0,,,,0,0.0,6.67,GREEN,False
2026-07-27,S012,Loss of Taste,290,4.762633857370699,0.0,-19.261611853059225,124.72527472527472,1,100.0,0,,,,0,0.0,1.91,GREEN,False
2026-07-27,S024,Night Sweats,103,4.517732267732268,0.8333333333333339,-37.26354201354201,79.36507936507937,3,100.0,0,,,,0,0.0,1.81,GREEN,False
2026-07-27,S009,Runny Nose,1443,2.8461775076769595,3.9836853279696056,1.1913546011544676,31.582165605095543,1,63.16,0,,,,0,0.0,1.5,GREEN,False
2026-07-27,S021,Abdominal Pain,914,1.4920839651182844,-5.128205128205128,-1.4003095143822293,39.466089466089464,2,78.93,0,,,,0,0.0,0.6,GREEN,False
2026-07-27,S014,Muscle Pain,3477,-0.5754527881292586,1.2280701754385965,1.7840724503848662,19.907206928549336,0,0.0,0,,,,0,0.0,0.54,GREEN,False
2026-07-27,S015,Joint Pain,1452,-1.9838242708803313,1.0725117176730081,1.6544501031117214,23.4264988265415,0,0.0,0,,,,0,0.0,0.5,GREEN,False
2026-07-27,S004,Chills,1145,0.5738549347654287,3.9607247889194577,-5.0078545662282945,24.790697674418606,0,0.0,0,,,,0,0.0,0.23,GREEN,False
2026-07-27,S005,Sweating,1145,0.5738549347654287,3.9607247889194577,-5.0078545662282945,24.790697674418606,0,0.0,0,,,,0,0.0,0.23,GREEN,False
2026-07-27,S016,Retro-orbital Pain,1144,-1.58670730512482,-4.130162703379224,0.6555873532418328,38.93995098039216,1,77.88,0,,,,0,0.0,0.2,GREEN,False
2026-07-27,S001,Fever,7590,-0.3784024202025909,0.23227969348659006,-0.5590144959956171,6.833088616721032,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S002,Headache,3843,-1.234752507463385,-1.5713293191292266,-1.6079014109936047,16.384566384566384,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S003,Fatigue,1824,-0.7213859317385196,-0.3571428571428572,-6.995329353148094,29.17117117117117,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S006,Dry Cough,3646,-0.12939900231069307,0.455596355229158,-1.622129387461888,12.631261035219778,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S007,Persistent Cough,294,-2.5431035467800163,-8.854166666666666,-35.60412273193713,100.33670033670035,1,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S008,Sore Throat,2308,-2.358913904344395,-1.8979570703708633,-5.947874453489311,18.972878390201224,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S013,Loss of Smell,267,-1.1600859100859093,-9.880952380952381,-23.664725184801917,145.78754578754578,1,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S017,Rash,462,-5.146909442415102,-0.2470799640610961,-9.65505698511691,35.90704647676162,1,71.81,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S018,Nausea,1210,-1.3160960952817125,-8.541233541233542,-3.7753870458037895,55.472263868065966,1,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S019,Vomiting,1652,-1.5204235026614403,-2.592905934699505,-5.934163017530421,22.450901264460583,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S020,Diarrhoea,1279,-0.6542251520291008,-0.6454918032786885,-3.9210870171777943,24.762301918265226,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S022,Loss of Appetite,339,-1.4877747810569997,-9.27750410509031,-5.933353867751952,45.68452380952381,3,91.37,0,,,,0,0.0,0.0,GREEN,False
2026-07-27,S027,Dehydration,42,0.0,-8.333333333333332,-37.45238095238095,157.14285714285714,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S023,Weight Loss,42,25.214285714285715,25.0,8.547619047619047,140.0,0,0.0,0,,,,0,0.0,12.65,GREEN,False
2026-08-03,S027,Dehydration,45,17.333333333333336,0.0,17.333333333333336,216.66666666666666,0,0.0,0,,,,0,0.0,12.13,GREEN,False
2026-08-03,S019,Vomiting,1752,5.675714099376995,3.6809815950920246,7.196137602038436,30.02076048951049,4,60.04,0,,,,0,0.0,4.43,GREEN,False
2026-08-03,S020,Diarrhoea,1359,6.016735591150235,-0.47846889952153115,6.670960743179338,42.21278317152104,3,84.43,0,,,,0,0.0,4.41,GREEN,False
2026-08-03,S011,Chest Pain,25,10.666666666666666,0.0,-11.0,250.0,0,0.0,0,,,,0,0.0,4.27,GREEN,False
2026-08-03,S017,Rash,476,3.899336056897817,6.318560772268539,9.046245499312919,81.36363636363637,3,100.0,0,,,,0,0.0,4.27,GREEN,False
2026-08-03,S007,Persistent Cough,304,4.639772727272726,-1.5151515151515151,7.1828762740527425,66.55555555555556,3,100.0,0,,,,0,0.0,4.01,GREEN,False
2026-08-03,S022,Loss of Appetite,347,3.663065190409842,14.550264550264547,5.15083997146684,45.59482329517172,4,91.19,0,,,,0,0.0,3.01,GREEN,False
2026-08-03,S018,Nausea,1246,2.4401437158733517,0.6244616709732989,3.7562398111550634,32.111899133175726,1,64.22,0,,,,0,0.0,2.1,GREEN,False
2026-08-03,S015,Joint Pain,1463,1.5701306914782893,-1.4610389610389611,3.5539549623586204,39.15122988156696,2,78.3,0,,,,0,0.0,1.69,GREEN,False
2026-08-03,S021,Abdominal Pain,924,2.6121522750177055,2.6160776160776162,1.120068309899421,42.97043979812545,4,85.94,0,,,,0,0.0,1.38,GREEN,False
2026-08-03,S014,Muscle Pain,3487,0.8875691143939404,-1.4508694741252879,1.4630219025231987,32.917726326914824,1,65.84,0,,,,0,0.0,0.79,GREEN,False
2026-08-03,S002,Headache,3803,0.19344338946239198,1.2920966577483333,1.428195896925777,25.218423039585808,1,50.44,0,,,,0,0.0,0.51,GREEN,False
2026-08-03,S008,Sore Throat,2274,-0.9912451900480026,-0.5262610774708283,1.3676687142963924,23.96428571428571,0,0.0,0,,,,0,0.0,0.41,GREEN,False
2026-08-03,S001,Fever,7575,0.24295134564666973,-0.7179346834519248,0.6213537658492608,23.080701754385963,0,0.0,0,,,,0,0.0,0.28,GREEN,False
2026-08-03,S016,Retro-orbital Pain,1137,-0.6515855757558328,-3.235669952537422,0.9351217293689877,19.751157059566026,0,0.0,0,,,,0,0.0,0.28,GREEN,False
2026-08-03,S004,Chills,1135,0.41655102622971346,0.9854368932038834,-0.15730390853571494,39.134141720348616,1,78.27,0,,,,0,0.0,0.17,GREEN,False
2026-08-03,S005,Sweating,1135,0.41655102622971346,0.9854368932038834,-0.15730390853571494,39.134141720348616,1,78.27,0,,,,0,0.0,0.17,GREEN,False
2026-08-03,S003,Fatigue,1791,-0.5238282419735131,-5.281190281190281,0.19755768976500657,38.21200510855684,1,76.42,0,,,,0,0.0,0.06,GREEN,False
2026-08-03,S006,Dry Cough,3572,-1.5231423987458232,-1.693703772764,-1.3937433964351302,21.617728346258858,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S009,Runny Nose,1366,-4.388412249373422,-4.363445704520739,-7.234589757050381,28.63711001642036,1,57.27,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S010,Breathlessness,80,-5.062049062049063,-17.045454545454547,-33.94227994227994,138.57142857142856,2,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S012,Loss of Taste,275,-2.186644839879199,5.772357723577236,-6.949278697249897,61.666666666666664,3,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S013,Loss of Smell,262,-2.3836904783196347,-4.124579124579125,-1.223604568233722,60.60606060606061,3,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S024,Night Sweats,93,-3.4081359816653944,-11.25,-7.925868249397665,89.010989010989,2,100.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S025,Bleeding,30,-21.357142857142854,-41.666666666666664,-89.69047619047619,50.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-03,S026,Anaemia,15,-11.904761904761903,0.0,-15.986394557823127,75.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-10,S025,Bleeding,33,69.44444444444444,100.0,93.17460317460318,210.0,0,0.0,0,,,,0,0.0,55.73,YELLOW,True
2026-08-10,S010,Breathlessness,97,53.23565323565324,40.38461538461539,58.2977022977023,270.0,2,100.0,0,,,,2,100.0,55.45,ORANGE,True
2026-08-10,S013,Loss of Smell,280,19.193988008846496,6.5476190476190474,21.577678487166132,153.41614906832297,4,100.0,0,,,,4,100.0,34.15,GREEN,False
2026-08-10,S012,Loss of Taste,268,4.946565997244705,-3.464755077658303,7.133210837123902,114.32225063938618,3,100.0,0,,,,3,100.0,24.12,GREEN,False
2026-08-10,S027,Dehydration,53,36.904761904761905,16.666666666666664,19.571428571428566,233.33333333333331,0,0.0,0,,,,0,0.0,20.63,GREEN,False
2026-08-10,S026,Anaemia,22,35.833333333333336,0.0,19.166666666666668,350.0,0,0.0,0,-0.05455835728241252,,0.045744676913431315,0,0.0,20.08,GREEN,False
2026-08-10,S021,Abdominal Pain,890,-0.8000508258831026,-8.608058608058608,-3.412203100900809,67.84406070120355,3,100.0,0,,,,3,100.0,20.0,GREEN,False
2026-08-10,S024,Night Sweats,90,-1.5900488400488393,0.0,1.8180871416165538,83.92857142857143,3,100.0,0,,,,3,100.0,20.0,GREEN,False
2026-08-10,S016,Retro-orbital Pain,1135,1.7138359330537933,-4.054054054054054,2.3654215088096264,40.11093381961857,3,80.22,0,,,,3,80.22,19.42,GREEN,False
2026-08-10,S017,Rash,461,1.5172275521451593,4.375,-2.3821085047526567,64.41558441558442,2,100.0,0,,,,2,100.0,17.27,GREEN,False
2026-08-10,S022,Loss of Appetite,325,-1.0167520233496248,-13.594470046082948,-4.679817213759467,125.046904315197,2,100.0,0,,,,2,100.0,16.67,GREEN,False
2026-08-10,S009,Runny Nose,1388,1.3419002603286658,-4.193384223918575,5.730312509702087,30.71095571095571,2,61.42,0,,,,2,61.42,15.06,GREEN,False
2026-08-10,S004,Chills,1161,2.965346912918765,4.580510682647212,2.548795886689052,34.20917713406819,1,68.42,0,,,,1,68.42,12.13,GREEN,False
2026-08-10,S005,Sweating,1161,2.965346912918765,4.580510682647212,2.548795886689052,34.20917713406819,1,68.42,0,,,,1,68.42,12.13,GREEN,False
2026-08-10,S003,Fatigue,1778,0.43152963362780455,-1.5527950310559007,0.9553578756013177,39.49858295182035,1,79.0,0,,,,1,79.0,11.69,GREEN,False
2026-08-10,S008,Sore Throat,2290,1.4744593835843658,-0.453416298868871,2.4657045736323684,25.0,1,50.0,0,,,,1,50.0,9.66,GREEN,False
2026-08-10,S007,Persistent Cough,285,-5.775613512999824,-4.426840633737186,-10.41538624027255,30.783410138248847,1,61.57,0,,,,1,61.57,9.49,GREEN,False
2026-08-10,S015,Joint Pain,1472,1.6646368543744585,4.994871794871795,0.0945061628961696,26.14680916567709,1,52.29,0,,,,1,52.29,9.26,GREEN,False
2026-08-10,S020,Diarrhoea,1316,-1.4697981339823087,-2.28283621140764,-7.486533725132544,28.40948525159052,1,56.82,0,,,,1,56.82,9.02,GREEN,False
2026-08-10,S006,Dry Cough,3656,2.385549940812112,1.535674547343835,3.908692339557935,17.041683646736917,0,0.0,0,,,,0,0.0,2.13,GREEN,False
2026-08-10,S011,Chest Pain,13,1.4583333333333357,-33.33333333333333,-11.874999999999993,150.0,0,0.0,0,,,,0,0.0,0.58,GREEN,False
2026-08-10,S002,Headache,3831,0.6271272070716177,0.5092442227437908,0.4336838176092256,22.242795423254044,0,0.0,0,,,,0,0.0,0.38,GREEN,False
2026-08-10,S001,Fever,7592,0.33157975613746854,0.32674521508268406,0.0886284104907988,14.18267778622095,0,0.0,0,,,,0,0.0,0.16,GREEN,False
2026-08-10,S014,Muscle Pain,3476,-0.24087780364408692,-1.1498148824112218,-1.128446918038027,23.998574483250177,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-10,S018,Nausea,1190,-3.429764699943189,-4.479385045422781,-5.869908415816541,16.666666666666664,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-10,S019,Vomiting,1649,-4.750262312418575,-3.7702020202020208,-10.42597641179557,13.336783988957901,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-10,S023,Weight Loss,24,-18.121693121693124,-33.33333333333333,-46.13756613756614,180.0,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-17,S024,Night Sweats,115,89.27489177489177,22.727272727272727,90.86494061494061,787.5,4,100.0,0,,,,4,100.0,82.97,ORANGE,True
2026-08-17,S023,Weight Loss,38,83.33333333333334,91.66666666666666,99.64285714285714,383.33333333333337,0,0.0,0,,,,0,0.0,63.23,YELLOW,True
2026-08-17,S012,Loss of Taste,293,18.36355096053372,1.6591251885369531,13.41698496328901,155.17241379310343,3,100.0,0,,,,3,100.0,31.37,GREEN,False
2026-08-17,S011,Chest Pain,18,41.666666666666664,0.0,40.37037037037036,366.66666666666663,0,0.0,0,,,,0,0.0,28.78,GREEN,False
2026-08-17,S017,Rash,480,6.8993775647993205,7.164115646258503,5.3821500126541615,93.8472942920682,3,100.0,0,,,,3,100.0,24.37,GREEN,False
2026-08-17,S007,Persistent Cough,292,7.85107835107835,4.684684684684685,13.626691864078174,115.97222222222221,2,100.0,0,,,,2,100.0,23.9,GREEN,False
2026-08-17,S027,Dehydration,45,49.16666666666667,-22.916666666666664,12.261904761904757,750.0,0,0.0,0,,,,0,0.0,23.35,GREEN,False
2026-08-17,S010,Breathlessness,92,22.445952740070386,2.6143790849673203,-30.78970049558285,221.42857142857144,1,100.0,0,,,,1,100.0,22.31,GREEN,False
2026-08-17,S013,Loss of Smell,300,10.095966448290287,4.304029304029304,-9.098021560556212,76.5151515151515,2,100.0,0,,,,2,100.0,20.71,GREEN,False
2026-08-17,S022,Loss of Appetite,317,0.010743267655710653,6.25,1.0274952910053354,58.57052498418723,5,100.0,0,,,,5,100.0,20.31,GREEN,False
2026-08-17,S015,Joint Pain,1514,3.1957854446118454,5.088459665638695,1.5311485902373865,35.11763199297501,3,70.24,0,,,,3,70.24,18.76,GREEN,False
2026-08-17,S009,Runny Nose,1447,4.588207848137383,0.7874015748031495,3.246307587808718,41.107062293944125,2,82.21,0,,,,2,82.21,17.7,GREEN,False
2026-08-17,S016,Retro-orbital Pain,1169,4.18967402959816,5.10092317321233,2.475838096544367,42.331581462016246,2,84.66,0,,,,2,84.66,17.55,GREEN,False
2026-08-17,S003,Fatigue,1819,2.647444569047149,-1.2262443438914028,2.2159149354193453,27.447353964475372,2,54.89,0,,,,2,54.89,13.88,GREEN,False
2026-08-17,S018,Nausea,1228,2.809780014273794,4.388888888888889,6.239544714216983,32.57985728652842,1,65.16,0,,,,1,65.16,12.85,GREEN,False
2026-08-17,S021,Abdominal Pain,889,0.4420651123318124,2.665903890160183,1.2421159382149134,41.536231884057976,1,83.07,0,,,,1,83.07,12.19,GREEN,False
2026-08-17,S014,Muscle Pain,3547,2.0841386365214363,4.8032050029314055,2.325016440165523,29.542748917748916,1,59.09,0,,,,1,59.09,10.77,GREEN,False
2026-08-17,S020,Diarrhoea,1270,-3.9965168853653936,-3.5659715052653316,-2.5267187513830853,33.93413132221684,1,67.87,0,,,,1,67.87,10.12,GREEN,False
2026-08-17,S019,Vomiting,1610,-2.7904842290173124,-2.2758502232909654,1.9597780834012628,28.234728234728237,1,56.47,0,,,,1,56.47,9.57,GREEN,False
2026-08-17,S002,Headache,3852,0.7704397517578954,-1.2269938650306749,0.14331254468627783,26.05005402767611,1,52.1,0,,,,1,52.1,8.89,GREEN,False
2026-08-17,S025,Bleeding,30,9.833333333333332,-10.0,-52.66666666666667,300.0,0,0.0,0,-0.01607169016142887,5.392725217281994,0.15813477231979156,0,0.0,3.93,GREEN,False
2026-08-17,S008,Sore Throat,2360,2.8855229881580735,3.2455284552845525,1.4110636045737075,20.15523538961039,0,0.0,0,,,,0,0.0,1.58,GREEN,False
2026-08-17,S006,Dry Cough,3710,1.185351989334663,-1.1249581799933086,-1.2001979514774495,11.86181340027494,0,0.0,0,,,,0,0.0,0.47,GREEN,False
2026-08-17,S001,Fever,7568,-0.5471224002025623,-0.9546400135647856,-0.8787021563400309,12.621699419086177,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-17,S004,Chills,1042,-9.856081545972517,-13.51010101010101,-12.821428458891281,20.25368248772504,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-17,S005,Sweating,1042,-9.856081545972517,-13.51010101010101,-12.821428458891281,20.25368248772504,0,0.0,0,,,,0,0.0,0.0,GREEN,False
2026-08-17,S026,Anaemia,18,-4.629629629629629,0.0,-49.99999999999999,83.33333333333333,0,0.0,0,-0.06520497416382627,,0.07913272324871296,0,0.0,0.0,GREEN,False
2026-08-24,S022,Loss of Appetite,292,-6.015473695620754,-11.526232114467408,-6.0262169632764655,68.93939393939394,2,100.0,0,-0.0348136679963362,38.681682735078105,0.2876464207578347,2,100.0,16.67,GREEN,False
2026-08-24,S017,Rash,426,-10.964938796835348,-12.5,-17.864316361634668,46.86520376175549,2,93.73,0,-0.02257377739246495,14.926431587976857,0.25280826390798083,2,93.73,16.04,GREEN,False
2026-08-24,S007,Persistent Cough,232,-17.773843261386627,-25.062034739454095,-25.624921612464977,53.50241545893719,1,100.0,0,-0.052656614846892914,11.552271458547686,0.3392697047500629,1,100.0,13.33,GREEN,False
2026-08-24,S010,Breathlessness,65,-22.388888888888893,-21.25,-44.834841628959275,75.21367521367522,1,100.0,0,-0.026387016859069228,4.547270732824221,0.18440645222932867,1,100.0,13.33,GREEN,False
2026-08-24,S021,Abdominal Pain,800,-10.74967036410114,-7.6027594136246055,-11.191735476432953,55.382308845577214,1,100.0,0,-0.02721165330931636,37.153649565332394,0.2939715307076847,1,100.0,13.33,GREEN,False
2026-08-24,S024,Night Sweats,77,-29.6541514041514,-33.51648351648352,-118.92904317904318,51.515151515151516,1,100.0,0,-0.0451907332666106,12.54069496520852,0.19310324271945198,1,100.0,13.33,GREEN,False
2026-08-24,S025,Bleeding,14,5.952380952380953,0.0,34.76190476190476,183.33333333333334,0,0.0,0,-0.12873941227091007,8.513678768275549,0.32958262361021656,0,0.0,12.81,GREEN,False
2026-08-24,S016,Retro-orbital Pain,985,-14.76977150438366,-18.25699745547074,-18.95944553398182,43.22250639386189,1,86.45,0,-0.02261852336037944,1735.575169008151,0.23530914499510258,1,86.45,11.98,GREEN,False
2026-08-24,S004,Chills,945,-8.994021856281957,-13.789592760180994,0.8620596896905596,40.94811496827174,1,81.9,0,-0.035107863774496026,,0.2983676451305237,1,81.9,11.78,GREEN,False
2026-08-24,S005,Sweating,945,-8.994021856281957,-13.789592760180994,0.8620596896905596,40.94811496827174,1,81.9,0,-0.035107863774496026,,0.2983676451305237,1,81.9,11.78,GREEN,False
2026-08-24,S011,Chest Pain,17,25.833333333333336,0.0,-11.666666666666666,200.0,0,0.0,0,-0.08218469696523635,4.416508275000202,0.24540339626782756,0,0.0,10.33,GREEN,False
2026-08-24,S009,Runny Nose,1210,-14.60439927310981,-18.355855855855857,-19.192607121247192,33.97423384735506,1,67.95,0,-0.022241510777548164,135.79513631400516,0.2639015634825407,1,67.95,10.13,GREEN,False
2026-08-24,S023,Weight Loss,34,4.916666666666666,0.0,-78.41666666666667,175.0,0,0.0,0,-0.030513782329718898,3.6139000202599108,0.1737644439058792,0,0.0,1.97,GREEN,False
2026-08-24,S027,Dehydration,37,0.48809523809523725,-7.142857142857142,-48.67857142857143,195.83333333333331,0,0.0,0,-0.06481479737529841,6.5837703224114765,0.16172278756439717,0,0.0,0.2,GREEN,False
2026-08-24,S001,Fever,6436,-14.888557132105223,-14.707563986143342,-14.341434731902657,-8.026206530042845,0,0.0,0,-0.02421651299782781,,0.4098128093968878,0,0.0,0.0,GREEN,False
2026-08-24,S002,Headache,3292,-14.604616771749445,-14.993978321959052,-15.37505652350734,3.5793621410059737,0,0.0,0,-0.023129879651347652,,0.3438571891112291,0,0.0,0.0,GREEN,False
2026-08-24,S003,Fatigue,1522,-16.417958087332657,-16.057258934806068,-19.065402656379806,-0.5510204081632653,0,0.0,0,-0.02596045387885333,50.66002455890722,0.3748556388349661,0,0.0,0.0,GREEN,False
2026-08-24,S006,Dry Cough,3131,-14.935223720312033,-16.2525641025641,-16.120575709646694,0.6389294159078331,0,0.0,0,-0.019588953446548766,174.81579787114302,0.3362501554711077,0,0.0,0.0,GREEN,False
2026-08-24,S008,Sore Throat,1957,-16.879272539543468,-15.977961432506884,-19.76479552770154,-9.471766848816028,0,0.0,0,-0.024551791803889472,1239.3550301210294,0.33008167592967197,0,0.0,0.0,GREEN,False
2026-08-24,S012,Loss of Taste,224,-22.80911486174644,-23.987854251012145,-41.17266582228016,19.93006993006993,0,0.0,0,-0.03297208694790127,13.62005925739209,0.22922106828450492,0,0.0,0.0,GREEN,False
2026-08-24,S013,Loss of Smell,220,-26.008157427275073,-22.5,-36.104123875565364,19.763513513513516,0,0.0,0,-0.02747970680646462,7.465799760193612,0.23354143959752877,0,0.0,0.0,GREEN,False
2026-08-24,S014,Muscle Pain,2909,-17.41754240456397,-17.12389818758047,-19.50168104108541,2.621655452980754,0,0.0,0,-0.02478484568416642,,0.3143020266871433,0,0.0,0.0,GREEN,False
2026-08-24,S015,Joint Pain,1242,-17.323309643922187,-15.050133419584377,-20.519095088534034,12.667937938805583,0,0.0,0,-0.021674336544101273,72.11407239459977,0.24916661704283447,0,0.0,0.0,GREEN,False
2026-08-24,S018,Nausea,1080,-12.27571307421103,-10.660377358490566,-15.085493088484824,4.114355574364037,0,0.0,0,-0.02308723033074256,77.55262634154991,0.28965095856684553,0,0.0,0.0,GREEN,False
