week,symptom_id,symptom_name,hospitals_observed,total_cases,average_cases_per_hospital,average_growth_rate,median_growth_rate,average_incidence_proportion,hospitals_increasing,hospitals_orange_red,spread_proportion,increasing_hospital_proportion,cross_hospital_alert,potential_outbreak_signal
2026-07-20,S004,Chills,10,1153,115.3,5.581709500993723,3.4994011976047905,0.1285124053165323,0,0,1.0,0.0,GREEN,False
2026-07-20,S005,Sweating,10,1153,115.3,5.581709500993723,3.4994011976047905,0.1285124053165323,0,0,1.0,0.0,GREEN,False
2026-07-20,S017,Rash,10,493,49.3,4.508147542701808,7.834290401968826,0.056121391388775456,0,0,1.0,0.0,GREEN,False
2026-07-20,S019,Vomiting,10,1709,170.9,4.413739514868982,4.145189003436426,0.1904539858455883,0,0,1.0,0.0,GREEN,False
2026-07-20,S008,Sore Throat,10,2357,235.7,3.5889605491449155,0.14773673979450175,0.26531912019184395,0,0,1.0,0.0,GREEN,False
2026-07-20,S020,Diarrhoea,10,1315,131.5,3.266861865148693,2.6862794401139887,0.14635991331287448,0,0,1.0,0.0,GREEN,False
2026-07-20,S021,Abdominal Pain,10,915,91.5,2.892393479500514,3.360148514851485,0.10268750095773338,0,0,1.0,0.0,GREEN,False
2026-07-20,S018,Nausea,10,1249,124.9,2.459290950522077,1.36986301369863,0.13962367137818912,0,0,1.0,0.0,GREEN,False
2026-07-20,S009,Runny Nose,10,1398,139.8,1.6548229065224915,1.430440222955295,0.157495599909912,1,0,1.0,0.1,GREEN,False
2026-07-20,S006,Dry Cough,10,3632,363.2,1.492730385151195,0.801826426303067,0.4088789778807193,0,0,1.0,0.0,GREEN,False
2026-07-20,S002,Headache,10,3870,387.0,0.3731489035302195,-1.3190917059932517,0.4342152121532104,0,0,1.0,0.0,GREEN,False
2026-07-20,S001,Fever,10,7591,759.1,0.18061207579302602,-0.22189349112426035,0.8520820649534265,0,0,1.0,0.0,GREEN,False
2026-07-20,S016,Retro-orbital Pain,10,1169,116.9,-2.242294658366652,1.027322404371585,0.13178672855954934,0,0,1.0,0.0,GREEN,False
2026-07-20,S014,Muscle Pain,10,3489,348.9,-2.359525238514125,-3.591935760194975,0.3912018436284427,0,0,1.0,0.0,GREEN,False
2026-07-20,S015,Joint Pain,10,1493,149.3,-3.638274373992053,-6.453488372093023,0.1664811322018767,1,0,1.0,0.1,GREEN,False
2026-07-27,S025,Bleeding,9,41,4.555555555555555,79.62962962962963,50.0,0.005041216496442189,5,5,0.9,0.5,RED,True
2026-07-27,S010,Breathlessness,10,87,8.7,28.88023088023088,6.111111111111111,0.00990811490814766,4,2,1.0,0.4,ORANGE,True
2026-07-27,S023,Weight Loss,10,38,3.8,16.666666666666668,-10.0,0.0043140032901599,3,3,1.0,0.3,ORANGE,False
2026-07-27,S024,Night Sweats,10,103,10.3,4.517732267732268,0.8333333333333339,0.01181663434774743,3,2,1.0,0.3,ORANGE,False
2026-07-27,S027,Dehydration,10,42,4.2,0.0,-8.333333333333332,0.00501159548182601,3,3,1.0,0.3,ORANGE,False
2026-07-27,S026,Anaemia,9,21,2.3333333333333335,33.73015873015873,0.0,0.002564535913951089,4,3,0.9,0.4,ORANGE,True
2026-07-27,S011,Chest Pain,9,24,2.6666666666666665,24.074074074074073,0.0,0.0029424315913987114,3,3,0.9,0.3,ORANGE,False
2026-07-27,S021,Abdominal Pain,10,914,91.4,1.4920839651182844,-5.128205128205128,0.10446890789549049,2,0,1.0,0.2,YELLOW,False
2026-07-27,S012,Loss of Taste,10,290,29.0,4.762633857370699,0.0,0.03284952972216444,1,1,1.0,0.1,GREEN,False
2026-07-27,S009,Runny Nose,10,1443,144.3,2.8461775076769595,3.9836853279696056,0.16264693640733757,0,0,1.0,0.0,GREEN,False
2026-07-27,S004,Chills,10,1145,114.5,0.5738549347654287,3.9607247889194577,0.1287375853894906,0,0,1.0,0.0,GREEN,False
2026-07-27,S005,Sweating,10,1145,114.5,0.5738549347654287,3.9607247889194577,0.1287375853894906,0,0,1.0,0.0,GREEN,False
2026-07-27,S006,Dry Cough,10,3646,364.6,-0.12939900231069307,0.455596355229158,0.4100107107178389,0,0,1.0,0.0,GREEN,False
2026-07-27,S001,Fever,10,7590,759.0,-0.3784024202025909,0.23227969348659006,0.8534123328830467,0,0,1.0,0.0,GREEN,False
2026-07-27,S014,Muscle Pain,10,3477,347.7,-0.5754527881292586,1.2280701754385965,0.39012596179279785,0,0,1.0,0.0,GREEN,False
2026-07-27,S020,Diarrhoea,10,1279,127.9,-0.6542251520291008,-0.6454918032786885,0.14591708215431962,0,0,1.0,0.0,GREEN,False
2026-07-27,S003,Fatigue,10,1824,182.4,-0.7213859317385196,-0.3571428571428572,0.2055649734186161,0,0,1.0,0.0,GREEN,False
2026-07-27,S013,Loss of Smell,10,267,26.7,-1.1600859100859093,-9.880952380952381,0.0306538638283032,1,1,1.0,0.1,GREEN,False
2026-07-27,S002,Headache,10,3843,384.3,-1.234752507463385,-1.5713293191292266,0.43113747428372706,0,0,1.0,0.0,GREEN,False
2026-07-27,S018,Nausea,10,1210,121.0,-1.3160960952817125,-8.541233541233542,0.1379133154801562,1,0,1.0,0.1,GREEN,False
2026-07-27,S022,Loss of Appetite,10,339,33.9,-1.4877747810569997,-9.27750410509031,0.03808049693933921,1,0,1.0,0.1,GREEN,False
2026-07-27,S019,Vomiting,10,1652,165.2,-1.5204235026614403,-2.592905934699505,0.18827163901088864,0,0,1.0,0.0,GREEN,False
2026-07-27,S016,Retro-orbital Pain,10,1144,114.4,-1.58670730512482,-4.130162703379224,0.12864388806919966,0,0,1.0,0.0,GREEN,False
2026-07-27,S015,Joint Pain,10,1452,145.2,-1.9838242708803313,1.0725117176730081,0.16346370704296667,0,0,1.0,0.0,GREEN,False
2026-07-27,S008,Sore Throat,10,2308,230.8,-2.358913904344395,-1.8979570703708633,0.25920340115474294,0,0,1.0,0.0,GREEN,False
2026-07-27,S007,Persistent Cough,10,294,29.4,-2.5431035467800163,-8.854166666666666,0.03336192197667342,1,1,1.0,0.1,GREEN,False
2026-07-27,S017,Rash,10,462,46.2,-5.146909442415102,-0.2470799640610961,0.0526124890655099,0,0,1.0,0.0,GREEN,False
2026-08-03,S023,Weight Loss,10,42,4.2,25.214285714285715,25.0,0.00480054479802143,5,5,1.0,0.5,RED,True
2026-08-03,S027,Dehydration,10,45,4.5,17.333333333333336,0.0,0.00529310865757946,4,2,1.0,0.4,ORANGE,False
2026-08-03,S017,Rash,10,476,47.6,3.899336056897817,6.318560772268539,0.05244261541499715,3,1,1.0,0.3,ORANGE,False
2026-08-03,S010,Breathlessness,10,80,8.0,-5.062049062049063,-17.045454545454547,0.00879030170468775,3,2,1.0,0.3,ORANGE,False
2026-08-03,S011,Chest Pain,10,25,2.5,10.666666666666666,0.0,0.0028428995299940698,2,2,1.0,0.2,YELLOW,False
2026-08-03,S020,Diarrhoea,10,1359,135.9,6.016735591150235,-0.47846889952153115,0.1522631914224207,2,0,1.0,0.2,YELLOW,False
2026-08-03,S024,Night Sweats,10,93,9.3,-3.4081359816653944,-11.25,0.01063163409963878,2,1,1.0,0.2,YELLOW,False
2026-08-03,S025,Bleeding,10,30,3.0,-21.357142857142854,-41.666666666666664,0.00327446615747759,2,1,1.0,0.2,YELLOW,False
2026-08-03,S019,Vomiting,10,1752,175.2,5.675714099376995,3.6809815950920246,0.1967244371901229,0,0,1.0,0.0,GREEN,False
2026-08-03,S007,Persistent Cough,10,304,30.4,4.639772727272726,-1.5151515151515151,0.03424988377238583,1,0,1.0,0.1,GREEN,False
2026-08-03,S022,Loss of Appetite,10,347,34.7,3.663065190409842,14.550264550264547,0.03904032698714058,1,0,1.0,0.1,GREEN,False
2026-08-03,S021,Abdominal Pain,10,924,92.4,2.6121522750177055,2.6160776160776162,0.10394968205591967,1,0,1.0,0.1,GREEN,False
2026-08-03,S018,Nausea,10,1246,124.6,2.4401437158733517,0.6244616709732989,0.13941641340288433,0,0,1.0,0.0,GREEN,False
2026-08-03,S015,Joint Pain,10,1463,146.3,1.5701306914782893,-1.4610389610389611,0.16373328702565468,0,0,1.0,0.0,GREEN,False
2026-08-03,S014,Muscle Pain,10,3487,348.7,0.8875691143939404,-1.4508694741252879,0.3904928106638952,0,0,1.0,0.0,GREEN,False
2026-08-03,S004,Chills,10,1135,113.5,0.41655102622971346,0.9854368932038834,0.12761716515679858,0,0,1.0,0.0,GREEN,False
2026-08-03,S005,Sweating,10,1135,113.5,0.41655102622971346,0.9854368932038834,0.12761716515679858,0,0,1.0,0.0,GREEN,False
2026-08-03,S001,Fever,10,7575,757.5,0.24295134564666973,-0.7179346834519248,0.84917895931718,0,0,1.0,0.0,GREEN,False
2026-08-03,S002,Headache,10,3803,380.3,0.19344338946239198,1.2920966577483333,0.4277488413626461,0,0,1.0,0.0,GREEN,False
2026-08-03,S003,Fatigue,10,1791,179.1,-0.5238282419735131,-5.281190281190281,0.2019446867355572,0,0,1.0,0.0,GREEN,False
2026-08-03,S016,Retro-orbital Pain,10,1137,113.7,-0.6515855757558328,-3.235669952537422,0.12647173446307725,0,0,1.0,0.0,GREEN,False
2026-08-03,S008,Sore Throat,10,2274,227.4,-0.9912451900480026,-0.5262610774708283,0.2544906354657091,0,0,1.0,0.0,GREEN,False
2026-08-03,S006,Dry Cough,10,3572,357.2,-1.5231423987458232,-1.693703772764,0.40043449053826324,0,0,1.0,0.0,GREEN,False
2026-08-03,S012,Loss of Taste,10,275,27.5,-2.186644839879199,5.772357723577236,0.03099667850477441,1,0,1.0,0.1,GREEN,False
2026-08-03,S013,Loss of Smell,10,262,26.2,-2.3836904783196347,-4.124579124579125,0.02919120230086484,1,1,1.0,0.1,GREEN,False
2026-08-03,S009,Runny Nose,10,1366,136.6,-4.388412249373422,-4.363445704520739,0.15352150574085877,0,0,1.0,0.0,GREEN,False
2026-08-03,S026,Anaemia,7,15,2.142857142857143,-11.904761904761903,0.0,0.0024635117914739144,0,0,0.7,0.0,GREEN,False
2026-08-10,S010,Breathlessness,10,97,9.7,53.23565323565324,40.38461538461539,0.01059224089016681,6,5,1.0,0.6,RED,True
2026-08-10,S025,Bleeding,9,33,3.6666666666666665,69.44444444444444,100.0,0.004197416530968489,7,7,0.9,0.7,RED,True
2026-08-10,S027,Dehydration,10,53,5.3,36.904761904761905,16.666666666666664,0.00595051500324085,5,3,1.0,0.5,ORANGE,True
2026-08-10,S026,Anaemia,10,22,2.2,35.833333333333336,0.0,0.00259840881345169,3,3,1.0,0.3,ORANGE,True
2026-08-10,S013,Loss of Smell,10,280,28.0,19.193988008846496,6.5476190476190474,0.031751125400362665,3,2,1.0,0.3,ORANGE,False
2026-08-10,S012,Loss of Taste,10,268,26.8,4.946565997244705,-3.464755077658303,0.030228420583411453,3,2,1.0,0.3,ORANGE,False
2026-08-10,S011,Chest Pain,8,13,1.625,1.4583333333333357,-33.33333333333333,0.0017995934846223,3,3,0.8,0.3,ORANGE,False
2026-08-10,S017,Rash,10,461,46.1,1.5172275521451593,4.375,0.051585813410428796,2,0,1.0,0.2,YELLOW,False
2026-08-10,S022,Loss of Appetite,10,325,32.5,-1.0167520233496248,-13.594470046082948,0.03641161138162202,2,1,1.0,0.2,YELLOW,False
2026-08-10,S023,Weight Loss,9,24,2.6666666666666665,-18.121693121693124,-33.33333333333333,0.003010958565980078,2,1,0.9,0.2,YELLOW,False
2026-08-10,S004,Chills,10,1161,116.1,2.965346912918765,4.580510682647212,0.13138555669278235,0,0,1.0,0.0,GREEN,False
2026-08-10,S005,Sweating,10,1161,116.1,2.965346912918765,4.580510682647212,0.13138555669278235,0,0,1.0,0.0,GREEN,False
2026-08-10,S006,Dry Cough,10,3656,365.6,2.385549940812112,1.535674547343835,0.409710368885465,0,0,1.0,0.0,GREEN,False
2026-08-10,S016,Retro-orbital Pain,10,1135,113.5,1.7138359330537933,-4.054054054054054,0.1272267058126095,1,0,1.0,0.1,GREEN,False
2026-08-10,S015,Joint Pain,10,1472,147.2,1.6646368543744585,4.994871794871795,0.16448238056834702,0,0,1.0,0.0,GREEN,False
2026-08-10,S008,Sore Throat,10,2290,229.0,1.4744593835843658,-0.453416298868871,0.25744884895932296,0,0,1.0,0.0,GREEN,False
2026-08-10,S009,Runny Nose,10,1388,138.8,1.3419002603286658,-4.193384223918575,0.15507487569228925,1,0,1.0,0.1,GREEN,False
2026-08-10,S002,Headache,10,3831,383.1,0.6271272070716177,0.5092442227437908,0.42999921562882604,0,0,1.0,0.0,GREEN,False
2026-08-10,S003,Fatigue,10,1778,177.8,0.43152963362780455,-1.5527950310559007,0.20119618135388082,0,0,1.0,0.0,GREEN,False
2026-08-10,S001,Fever,10,7592,759.2,0.33157975613746854,0.32674521508268406,0.8523369975348627,0,0,1.0,0.0,GREEN,False
2026-08-10,S014,Muscle Pain,10,3476,347.6,-0.24087780364408692,-1.1498148824112218,0.38897244788091456,0,0,1.0,0.0,GREEN,False
2026-08-10,S021,Abdominal Pain,10,890,89.0,-0.8000508258831026,-8.608058608058608,0.10032955114204316,1,0,1.0,0.1,GREEN,False
2026-08-10,S020,Diarrhoea,10,1316,131.6,-1.4697981339823087,-2.28283621140764,0.14808336264282684,1,0,1.0,0.1,GREEN,False
2026-08-10,S024,Night Sweats,10,90,9.0,-1.5900488400488393,0.0,0.01001865262163924,1,1,1.0,0.1,GREEN,False
2026-08-10,S018,Nausea,10,1190,119.0,-3.429764699943189,-4.479385045422781,0.13373790720858839,0,0,1.0,0.0,GREEN,False
2026-08-10,S019,Vomiting,10,1649,164.9,-4.750262312418575,-3.7702020202020208,0.18596116111663824,0,0,1.0,0.0,GREEN,False
2026-08-10,S007,Persistent Cough,10,285,28.5,-5.775613512999824,-4.426840633737186,0.03214758463248509,1,0,1.0,0.1,GREEN,False
2026-08-17,S023,Weight Loss,10,38,3.8,83.33333333333334,91.66666666666666,0.00418549941528951,6,5,1.0,0.6,RED,True
2026-08-17,S024,Night Sweats,10,115,11.5,89.27489177489177,22.727272727272727,0.01324562232320598,5,2,1.0,0.5,ORANGE,True
2026-08-17,S010,Breathlessness,10,92,9.2,22.445952740070386,2.6143790849673203,0.01051676136812069,4,4,1.0,0.4,ORANGE,False
2026-08-17,S011,Chest Pain,9,18,2.0,41.666666666666664,0.0,0.0021378307495468333,3,3,0.9,0.3,ORANGE,True
2026-08-17,S027,Dehydration,10,45,4.5,49.16666666666667,-22.916666666666664,0.00503480668611236,2,2,1.0,0.2,YELLOW,True
2026-08-17,S012,Loss of Taste,10,293,29.3,18.36355096053372,1.6591251885369531,0.0337463337968877,2,2,1.0,0.2,YELLOW,False
2026-08-17,S025,Bleeding,10,30,3.0,9.833333333333332,-10.0,0.00354710769135988,2,2,1.0,0.2,YELLOW,False
2026-08-17,S007,Persistent Cough,10,292,29.2,7.85107835107835,4.684684684684685,0.03324034280210452,2,1,1.0,0.2,YELLOW,False
2026-08-17,S026,Anaemia,9,18,2.0,-4.629629629629629,0.0,0.0023515927410093333,2,2,0.9,0.2,YELLOW,False
2026-08-17,S013,Loss of Smell,10,300,30.0,10.095966448290287,4.304029304029304,0.03425340894829773,1,1,1.0,0.1,GREEN,False
2026-08-17,S017,Rash,10,480,48.0,6.8993775647993205,7.164115646258503,0.054545598862777524,1,0,1.0,0.1,GREEN,False
2026-08-17,S009,Runny Nose,10,1447,144.7,4.588207848137383,0.7874015748031495,0.1634711141619573,1,0,1.0,0.1,GREEN,False
2026-08-17,S016,Retro-orbital Pain,10,1169,116.9,4.18967402959816,5.10092317321233,0.13297384907401377,0,0,1.0,0.0,GREEN,False
2026-08-17,S015,Joint Pain,10,1514,151.4,3.1957854446118454,5.088459665638695,0.17074045066295798,0,0,1.0,0.0,GREEN,False
2026-08-17,S008,Sore Throat,10,2360,236.0,2.8855229881580735,3.2455284552845525,0.2673728790853888,0,0,1.0,0.0,GREEN,False
2026-08-17,S018,Nausea,10,1228,122.8,2.809780014273794,4.388888888888889,0.1385450587487049,0,0,1.0,0.0,GREEN,False
2026-08-17,S003,Fatigue,10,1819,181.9,2.647444569047149,-1.2262443438914028,0.20856528056696771,0,0,1.0,0.0,GREEN,False
2026-08-17,S014,Muscle Pain,10,3547,354.7,2.0841386365214363,4.8032050029314055,0.3995613876559537,0,0,1.0,0.0,GREEN,False
2026-08-17,S006,Dry Cough,10,3710,371.0,1.185351989334663,-1.1249581799933086,0.4190193574041923,0,0,1.0,0.0,GREEN,False
2026-08-17,S002,Headache,10,3852,385.2,0.7704397517578954,-1.2269938650306749,0.43617011266050393,0,0,1.0,0.0,GREEN,False
2026-08-17,S021,Abdominal Pain,10,889,88.9,0.4420651123318124,2.665903890160183,0.10128088546273117,0,0,1.0,0.0,GREEN,False
2026-08-17,S022,Loss of Appetite,10,317,31.7,0.010743267655710653,6.25,0.036018274185759244,1,0,1.0,0.1,GREEN,False
2026-08-17,S001,Fever,10,7568,756.8,-0.5471224002025623,-0.9546400135647856,0.8559182497996991,0,0,1.0,0.0,GREEN,False
2026-08-17,S019,Vomiting,10,1610,161.0,-2.7904842290173124,-2.2758502232909654,0.18242190579050044,0,0,1.0,0.0,GREEN,False
2026-08-17,S020,Diarrhoea,10,1270,127.0,-3.9965168853653936,-3.5659715052653316,0.14316087315561396,0,0,1.0,0.0,GREEN,False
2026-08-17,S004,Chills,10,1042,104.2,-9.856081545972517,-13.51010101010101,0.11874460465745315,0,0,1.0,0.0,GREEN,False
2026-08-17,S005,Sweating,10,1042,104.2,-9.856081545972517,-13.51010101010101,0.11874460465745315,0,0,1.0,0.0,GREEN,False
2026-08-24,S011,Chest Pain,10,17,1.7,25.833333333333336,0.0,0.00229160071949962,3,3,1.0,0.3,ORANGE,True
2026-08-24,S023,Weight Loss,10,34,3.4,4.916666666666666,0.0,0.00442797357963578,4,2,1.0,0.4,ORANGE,False
2026-08-24,S025,Bleeding,7,14,2.0,5.952380952380953,0.0,0.002594370491515343,3,2,0.7,0.3,ORANGE,False
2026-08-24,S027,Dehydration,10,37,3.7,0.48809523809523725,-7.142857142857142,0.00504710086244394,2,2,1.0,0.2,YELLOW,False
2026-08-24,S022,Loss of Appetite,10,292,29.2,-6.015473695620754,-11.526232114467408,0.0384127658338039,2,0,1.0,0.2,YELLOW,False
2026-08-24,S026,Anaemia,7,12,1.7142857142857142,-4.761904761904761,-33.33333333333333,0.002079491964374986,2,2,0.7,0.2,YELLOW,False
2026-08-24,S004,Chills,10,945,94.5,-8.994021856281957,-13.789592760180994,0.12513285242596556,0,0,1.0,0.0,GREEN,False
2026-08-24,S005,Sweating,10,945,94.5,-8.994021856281957,-13.789592760180994,0.12513285242596556,0,0,1.0,0.0,GREEN,False
2026-08-24,S020,Diarrhoea,10,1135,113.5,-10.591337337385136,-9.222222222222221,0.14994836933346445,0,0,1.0,0.0,GREEN,False
2026-08-24,S021,Abdominal Pain,10,800,80.0,-10.74967036410114,-7.6027594136246055,0.10528148615800052,1,0,1.0,0.1,GREEN,False
2026-08-24,S017,Rash,10,426,42.6,-10.964938796835348,-12.5,0.05576864105647007,0,0,1.0,0.0,GREEN,False
2026-08-24,S019,Vomiting,10,1431,143.1,-11.31876659023928,-12.038461538461538,0.188766276524887,0,0,1.0,0.0,GREEN,False
2026-08-24,S018,Nausea,10,1080,108.0,-12.27571307421103,-10.660377358490566,0.14244790869184837,0,0,1.0,0.0,GREEN,False
2026-08-24,S009,Runny Nose,10,1210,121.0,-14.60439927310981,-18.355855855855857,0.16048011134384632,0,0,1.0,0.0,GREEN,False
2026-08-24,S002,Headache,10,3292,329.2,-14.604616771749445,-14.993978321959052,0.4364839063730189,0,0,1.0,0.0,GREEN,False
2026-08-24,S016,Retro-orbital Pain,10,985,98.5,-14.76977150438366,-18.25699745547074,0.13050158842471035,0,0,1.0,0.0,GREEN,False
2026-08-24,S001,Fever,10,6436,643.6,-14.888557132105223,-14.707563986143342,0.8546915268715081,0,0,1.0,0.0,GREEN,False
2026-08-24,S006,Dry Cough,10,3131,313.1,-14.935223720312033,-16.2525641025641,0.41729469015966086,0,0,1.0,0.0,GREEN,False
2026-08-24,S003,Fatigue,10,1522,152.2,-16.417958087332657,-16.057258934806068,0.2034297680695119,0,0,1.0,0.0,GREEN,False
2026-08-24,S008,Sore Throat,10,1957,195.7,-16.879272539543468,-15.977961432506884,0.2602500276418454,0,0,1.0,0.0,GREEN,False
2026-08-24,S015,Joint Pain,10,1242,124.2,-17.323309643922187,-15.050133419584377,0.16461745116694534,0,0,1.0,0.0,GREEN,False
2026-08-24,S014,Muscle Pain,10,2909,290.9,-17.41754240456397,-17.12389818758047,0.3865824697733367,0,0,1.0,0.0,GREEN,False
2026-08-24,S007,Persistent Cough,10,232,23.2,-17.773843261386627,-25.062034739454095,0.03056795854442974,0,0,1.0,0.0,GREEN,False
2026-08-24,S010,Breathlessness,10,65,6.5,-22.388888888888893,-21.25,0.008807397345904749,1,0,1.0,0.1,GREEN,False
2026-08-24,S012,Loss of Taste,10,224,22.4,-22.80911486174644,-23.987854251012145,0.03019891690098609,0,0,1.0,0.0,GREEN,False
2026-08-24,S013,Loss of Smell,10,220,22.0,-26.008157427275073,-22.5,0.02972188150409834,0,0,1.0,0.0,GREEN,False
2026-08-24,S024,Night Sweats,10,77,7.7,-29.6541514041514,-33.51648351648352,0.01005235663299422,1,0,1.0,0.1,GREEN,False
