hospital_id,symptom_pattern,baseline_occurrences,current_pattern_occurrences,current_anomalous_occurrences,baseline_prevalence,current_prevalence,prevalence_growth,baseline_daily_average,current_daily_average,current_weekly_average,current_week_count,peak_weekly_count,week_over_week_growth,baseline_relative_growth,persistence_weeks,emergence_score,alert_level
H004,Chest Pain + Fatigue + Night Sweats + Persistent Cough + Weight Loss,2,3,3,0.00022487069934787497,0.0007199424046076314,2.2015838732901365,0.03278688524590164,0.10344827586206896,1.0,3,1,0.0,2.1551724137931036,3,49.5,MODERATE
H004,Diarrhoea + Fatigue + Fever + Loss of Appetite,2,2,2,0.00022487069934787497,0.00047996160307175426,1.134389248860091,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,2,43.0,MODERATE
H004,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,5,4,4,0.0005621767483696875,0.0009599232061435085,0.7075113990880728,0.08196721311475409,0.13793103448275862,1.3333333333333333,3,2,-0.5,0.6827586206896553,3,42.23,MODERATE
H004,Abdominal Pain + Fever + Headache + Loss of Appetite,1,3,3,0.00011243534967393749,0.0007199424046076314,5.403167746580273,0.01639344262295082,0.10344827586206896,1.5,2,2,-0.5,5.310344827586206,1,39.5,MODERATE
H004,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,16,8,8,0.0017989655947829998,0.001919846412287017,0.06719462443004559,0.26229508196721313,0.27586206896551724,2.6666666666666665,3,4,2.0,0.05172413793103441,2,39.02,MODERATE
H004,Abdominal Pain + Fatigue + Fever + Headache + Loss of Appetite,26,9,9,0.0029233190915223745,0.0021598272138228943,-0.26117295231766063,0.4262295081967213,0.3103448275862069,3.0,3,5,0.6666666666666666,-0.27188328912466836,3,38.5,MODERATE
H004,Fever + Joint Pain + Muscle Pain + Nausea + Rash,2,2,2,0.00022487069934787497,0.00047996160307175426,1.134389248860091,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H004,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,25,9,9,0.002810883741848437,0.0021598272138228943,-0.23161987041036708,0.4098360655737705,0.3103448275862069,2.25,4,3,0.5,-0.24275862068965517,3,36.0,MODERATE
H004,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,5,4,4,0.0005621767483696875,0.0009599232061435085,0.7075113990880728,0.08196721311475409,0.13793103448275862,2.0,2,2,0.0,0.6827586206896553,1,32.23,LOW
H004,Dry Cough + Fever + Loss of Smell + Loss of Taste,8,3,3,0.0008994827973914999,0.0007199424046076314,-0.19960403167746585,0.13114754098360656,0.10344827586206896,1.5,2,2,1.0,-0.2112068965517242,2,29.5,LOW
H004,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,14,6,6,0.0015740948954351248,0.0014398848092152627,-0.08526175048853235,0.22950819672131148,0.20689655172413793,1.5,4,3,0.0,-0.09852216748768476,4,29.0,LOW
H004,Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,11,3,3,0.0012367888464133124,0.0007199424046076314,-0.4178938412199752,0.18032786885245902,0.10344827586206896,1.5,2,2,1.0,-0.4263322884012539,1,24.5,LOW
H004,Fever + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,3,2,2,0.00033730604902181243,0.00047996160307175426,0.42292616590672755,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,1,20.69,LOW
H004,Fever + Muscle Pain + Rash,3,2,2,0.00033730604902181243,0.00047996160307175426,0.42292616590672755,0.04918032786885246,0.06896551724137931,2.0,1,2,0.0,0.40229885057471265,1,20.69,LOW
H004,Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,8,3,3,0.0008994827973914999,0.0007199424046076314,-0.19960403167746585,0.13114754098360656,0.10344827586206896,1.0,3,1,0.0,-0.2112068965517242,3,19.5,LOW
H004,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,18,6,6,0.002023836294130875,0.0014398848092152627,-0.2885369170466363,0.29508196721311475,0.20689655172413793,3.0,2,4,-0.5,-0.2988505747126437,2,19.0,LOW
H004,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,37,4,4,0.004160107937935687,0.0009599232061435085,-0.7692552163394496,0.6065573770491803,0.13793103448275862,2.0,2,3,-0.6666666666666666,-0.7726001863932899,2,16.0,LOW
H004,Fever + Headache + Joint Pain + Muscle Pain + Nausea,4,2,2,0.00044974139869574995,0.00047996160307175426,0.06719462443004559,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,2,15.02,LOW
H004,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Taste + Sore Throat,4,2,2,0.00044974139869574995,0.00047996160307175426,0.06719462443004559,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,2,15.02,LOW
H004,Fever + Headache + Muscle Pain + Nausea + Rash + Vomiting,4,2,2,0.00044974139869574995,0.00047996160307175426,0.06719462443004559,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,1,10.02,LOW
H004,Fever + Headache + Joint Pain + Muscle Pain + Rash + Vomiting,10,3,3,0.001124353496739375,0.0007199424046076314,-0.3596832253419727,0.16393442622950818,0.10344827586206896,1.5,2,2,-0.5,-0.36896551724137927,1,9.5,LOW
H004,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Sore Throat,5,2,2,0.0005621767483696875,0.00047996160307175426,-0.14624430045596357,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,1,8.0,LOW
H004,Fever + Headache + Muscle Pain + Rash,5,2,2,0.0005621767483696875,0.00047996160307175426,-0.14624430045596357,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,1,8.0,LOW
H005,Fever + Headache + Muscle Pain + Nausea + Rash + Vomiting,2,3,3,0.00024289531212047608,0.0007505629221916438,2.0900675506629973,0.03278688524590164,0.10344827586206896,1.5,2,2,1.0,2.1551724137931036,2,59.5,MODERATE
H005,Fever + Night Sweats + Persistent Cough,9,8,8,0.0010930289045421424,0.0020015011258443832,0.8311511411336279,0.14754098360655737,0.27586206896551724,2.0,4,3,-0.6666666666666666,0.8697318007662835,4,56.93,HIGH
H005,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,73,36,36,0.008865678892397377,0.009006755066299724,0.01591261939605386,1.1967213114754098,1.2413793103448276,7.2,5,14,-0.7857142857142857,0.037316957959376514,5,55.48,HIGH
H005,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,66,21,21,0.00801554529997571,0.005253940455341506,-0.34453112561693994,1.0819672131147542,0.7241379310344828,4.2,5,5,0.0,-0.3307210031347963,5,55.0,HIGH
H005,Fever + Headache + Joint Pain + Muscle Pain + Nausea,2,5,5,0.00024289531212047608,0.0012509382036527395,4.150112584438328,0.03278688524590164,0.1724137931034483,1.6666666666666667,3,2,-0.5,4.258620689655173,3,52.5,MODERATE
H005,Fever + Joint Pain + Muscle Pain + Nausea + Rash,2,4,4,0.00024289531212047608,0.0010007505629221916,3.1200900675506626,0.03278688524590164,0.13793103448275862,1.3333333333333333,3,2,0.0,3.2068965517241375,3,51.0,MODERATE
H005,Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,30,15,15,0.0036434296818071412,0.0037528146109582186,0.030022516887665707,0.4918032786885246,0.5172413793103449,3.0,5,5,-0.6,0.05172413793103457,5,48.4,MODERATE
H005,Fever + Muscle Pain + Rash + Retro-orbital Pain,2,5,5,0.00024289531212047608,0.0012509382036527395,4.150112584438328,0.03278688524590164,0.1724137931034483,1.6666666666666667,3,3,-0.6666666666666666,4.258620689655173,2,47.5,MODERATE
H005,Fever + Headache + Joint Pain + Muscle Pain + Rash + Vomiting,10,6,6,0.0012144765606023804,0.0015011258443832875,0.23602702026519892,0.16393442622950818,0.20689655172413793,1.5,4,2,1.0,0.26206896551724146,3,46.08,MODERATE
H005,Fever + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,5,4,4,0.0006072382803011902,0.0010007505629221916,0.6480360270202651,0.08196721311475409,0.13793103448275862,1.3333333333333333,3,2,1.0,0.6827586206896553,1,45.44,MODERATE
H005,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash,13,8,8,0.0015788195287830945,0.0020015011258443832,0.2677200207848193,0.21311475409836064,0.27586206896551724,2.6666666666666665,3,4,2.0,0.2944297082228117,2,45.03,MODERATE
H005,Abdominal Pain + Fever + Loss of Appetite,3,3,3,0.0003643429681807141,0.0007505629221916438,1.0600450337753315,0.04918032786885246,0.10344827586206896,1.0,3,1,0.0,1.103448275862069,2,44.5,MODERATE
H005,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Sore Throat,1,2,2,0.00012144765606023804,0.0005003752814610958,3.1200900675506626,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,2,43.0,MODERATE
H005,Fever + Muscle Pain + Nausea + Rash + Vomiting,2,2,2,0.00024289531212047608,0.0005003752814610958,1.0600450337753313,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,2,43.0,MODERATE
H005,Dry Cough + Fever + Loss of Smell,2,2,2,0.00024289531212047608,0.0005003752814610958,1.0600450337753313,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,2,43.0,MODERATE
H005,Abdominal Pain + Dehydration + Diarrhoea + Fever + Vomiting,1,2,2,0.00012144765606023804,0.0005003752814610958,3.1200900675506626,0.01639344262295082,0.06896551724137931,2.0,1,2,0.0,3.2068965517241375,1,38.0,LOW
H005,Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,1,2,2,0.00012144765606023804,0.0005003752814610958,3.1200900675506626,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,1,38.0,LOW
H005,Chest Pain + Fever + Night Sweats + Persistent Cough + Weight Loss,1,2,2,0.00012144765606023804,0.0005003752814610958,3.1200900675506626,0.01639344262295082,0.06896551724137931,2.0,1,2,0.0,3.2068965517241375,1,38.0,LOW
H005,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,22,11,11,0.002671848433325237,0.0027520640480360272,0.030022516887665794,0.36065573770491804,0.3793103448275862,2.75,4,4,-0.5,0.05172413793103439,4,37.4,MODERATE
H005,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,15,7,7,0.0018217148409035706,0.0017513134851138354,-0.03864565090484533,0.2459016393442623,0.2413793103448276,1.4,5,2,-0.5,-0.018390804597701087,5,35.5,MODERATE
H005,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,14,8,8,0.0017002671848433326,0.0020015011258443832,0.1771685907287608,0.22950819672131148,0.27586206896551724,2.6666666666666665,3,3,0.0,0.20197044334975364,3,32.32,LOW
H005,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,24,8,8,0.002914743745445713,0.0020015011258443832,-0.3133183220748895,0.39344262295081966,0.27586206896551724,2.0,4,4,-0.5,-0.2988505747126437,4,32.0,LOW
H005,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Taste + Sore Throat,3,2,2,0.0003643429681807141,0.0005003752814610958,0.3733633558502209,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,2,24.2,LOW
H005,Fever + Headache + Muscle Pain + Rash,3,2,2,0.0003643429681807141,0.0005003752814610958,0.3733633558502209,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,2,24.2,LOW
H005,Abdominal Pain + Fatigue + Fever + Loss of Appetite,3,2,2,0.0003643429681807141,0.0005003752814610958,0.3733633558502209,0.04918032786885246,0.06896551724137931,2.0,1,2,0.0,0.40229885057471265,1,19.2,LOW
H005,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,11,5,5,0.0013359242166626185,0.0012509382036527395,-0.06361589373848578,0.18032786885245902,0.1724137931034483,2.5,2,3,-0.3333333333333333,-0.04388714733542316,2,17.5,LOW
H005,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,6,3,3,0.0007286859363614282,0.0007505629221916438,0.030022516887665766,0.09836065573770492,0.10344827586206896,1.5,2,2,-0.5,0.05172413793103449,2,15.4,LOW
H005,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating + Vomiting,9,3,3,0.0010930289045421424,0.0007505629221916438,-0.31331832207488947,0.14754098360655737,0.10344827586206896,1.5,2,2,-0.5,-0.2988505747126437,2,14.5,LOW
H005,Anaemia + Chills + Fatigue + Fever + Headache + Sweating + Vomiting,4,2,2,0.00048579062424095217,0.0005003752814610958,0.03002251688766569,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,2,13.9,LOW
H005,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain,5,2,2,0.0006072382803011902,0.0005003752814610958,-0.17598198648986746,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,2,13.0,LOW
H005,Breathlessness + Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,7,2,2,0.0008501335924216663,0.0005003752814610958,-0.4114157046356196,0.11475409836065574,0.06896551724137931,1.0,2,1,0.0,-0.39901477832512317,2,13.0,LOW
H005,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,7,3,3,0.0008501335924216663,0.0007505629221916438,-0.11712355695342934,0.11475409836065574,0.10344827586206896,1.5,2,2,-0.5,-0.09852216748768476,1,9.5,LOW
H005,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating,4,2,2,0.00048579062424095217,0.0005003752814610958,0.03002251688766569,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,1,8.9,LOW
H005,Fever + Joint Pain + Muscle Pain + Rash + Vomiting,7,2,2,0.0008501335924216663,0.0005003752814610958,-0.4114157046356196,0.11475409836065574,0.06896551724137931,1.0,2,1,0.0,-0.39901477832512317,1,8.0,LOW
H005,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain,14,2,2,0.0017002671848433326,0.0005003752814610958,-0.7057078523178099,0.22950819672131148,0.06896551724137931,2.0,1,2,0.0,-0.6995073891625616,1,8.0,LOW
H006,Fever + Headache + Joint Pain + Muscle Pain + Rash + Vomiting,12,10,10,0.0018253726802555522,0.003202049311559398,0.75418934784929,0.19672131147540983,0.3448275862068966,2.5,4,4,3.0,0.7528735632183909,4,72.63,HIGH
H006,Chest Pain + Fatigue + Night Sweats + Persistent Cough + Weight Loss,0,3,3,0.0,0.0009606147934678194,1.0,0.0,0.10344827586206896,1.5,2,2,1.0,1.0,2,59.5,MODERATE
H006,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating + Vomiting,5,4,4,0.0007605719501064801,0.001280819724623759,0.6840217739353185,0.08196721311475409,0.13793103448275862,1.3333333333333333,3,2,1.0,0.6827586206896553,3,56.52,MODERATE
H006,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,54,23,23,0.008214177061149984,0.007364713416586615,-0.10341433332147383,0.8852459016393442,0.7931034482758621,4.6,5,7,-0.2857142857142857,-0.10408684546615576,5,55.0,HIGH
H006,Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,15,11,11,0.0022817158503194404,0.0035222542427153377,0.5436866261073752,0.2459016393442623,0.3793103448275862,2.75,4,5,0.0,0.5425287356321838,4,52.81,MODERATE
H006,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,14,10,10,0.0021296014602981443,0.003202049311559398,0.5035908695851058,0.22950819672131148,0.3448275862068966,2.5,4,4,-0.25,0.5024630541871922,3,45.11,MODERATE
H006,Fever + Joint Pain + Muscle Pain + Rash + Vomiting,1,3,3,0.000152114390021296,0.0009606147934678194,5.315081652257445,0.01639344262295082,0.10344827586206896,1.0,3,1,0.0,5.310344827586206,2,44.5,MODERATE
H006,Fever + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,1,3,3,0.000152114390021296,0.0009606147934678194,5.315081652257445,0.01639344262295082,0.10344827586206896,1.5,2,2,-0.5,5.310344827586206,1,39.5,MODERATE
H006,Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,29,12,12,0.004411317310617584,0.0038424591738712775,-0.1289542548610421,0.47540983606557374,0.41379310344827586,3.0,4,6,2.0,-0.12960760998810936,1,38.0,MODERATE
H006,Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,2,2,2,0.000304228780042592,0.0006404098623118795,1.1050272174191482,0.03278688524590164,0.06896551724137931,2.0,1,2,0.0,1.1034482758620687,1,38.0,LOW
H006,Fever + Headache + Muscle Pain + Nausea + Rash,2,2,2,0.000304228780042592,0.0006404098623118795,1.1050272174191482,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H006,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Sore Throat,2,2,2,0.000304228780042592,0.0006404098623118795,1.1050272174191482,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H006,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Retro-orbital Pain + Vomiting,0,2,2,0.0,0.0006404098623118795,1.0,0.0,0.06896551724137931,2.0,1,2,0.0,1.0,1,38.0,LOW
H006,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,15,5,5,0.0022817158503194404,0.001601024655779699,-0.298324260860284,0.2459016393442623,0.1724137931034483,1.25,4,2,1.0,-0.2988505747126436,3,37.5,MODERATE
H006,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,10,6,6,0.0015211439002129601,0.0019212295869356388,0.2630163304514889,0.16393442622950818,0.20689655172413793,1.5,4,2,-0.5,0.26206896551724146,4,36.89,MODERATE
H006,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,11,4,4,0.001673258290234256,0.001280819724623759,-0.23453555730212794,0.18032786885245902,0.13793103448275862,2.0,2,3,2.0,-0.2351097178683386,2,31.0,LOW
H006,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,21,6,6,0.0031944021904472164,0.0019212295869356388,-0.3985636521659577,0.3442622950819672,0.20689655172413793,1.5,4,2,-0.5,-0.39901477832512317,4,29.0,LOW
H006,Abdominal Pain + Fatigue + Fever + Loss of Appetite,7,4,4,0.0010648007301490721,0.001280819724623759,0.20287269566808458,0.11475409836065574,0.13793103448275862,1.3333333333333333,3,2,-0.5,0.20197044334975364,3,27.09,LOW
H006,Fever + Night Sweats + Persistent Cough,12,4,4,0.0018253726802555522,0.001280819724623759,-0.29832426086028396,0.19672131147540983,0.13793103448275862,1.0,4,1,0.0,-0.2988505747126437,3,21.0,LOW
H006,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,5,3,3,0.0007605719501064801,0.0009606147934678194,0.2630163304514889,0.08196721311475409,0.10344827586206896,3.0,1,3,0.0,0.26206896551724146,1,17.39,LOW
H006,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating,5,2,2,0.0007605719501064801,0.0006404098623118795,-0.15798911303234076,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,2,13.0,LOW
H006,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain,4,2,2,0.000608457560085184,0.0006404098623118795,0.05251360870957408,0.06557377049180328,0.06896551724137931,2.0,1,2,0.0,0.05172413793103441,1,9.58,LOW
H006,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,5,2,2,0.0007605719501064801,0.0006404098623118795,-0.15798911303234076,0.08196721311475409,0.06896551724137931,2.0,1,2,0.0,-0.15862068965517237,1,8.0,LOW
H006,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,5,2,2,0.0007605719501064801,0.0006404098623118795,-0.15798911303234076,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,1,8.0,LOW
H006,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,6,2,2,0.0009126863401277761,0.0006404098623118795,-0.29832426086028396,0.09836065573770492,0.06896551724137931,1.0,2,1,0.0,-0.2988505747126437,1,8.0,LOW
H007,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,12,12,12,0.002073613271124935,0.004413387274733358,1.128356013240162,0.19672131147540983,0.41379310344827586,2.4,5,5,-0.4,1.103448275862069,5,73.0,HIGH
H007,Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,13,9,9,0.0022464143770520133,0.0033100404560500183,0.4734772399354965,0.21311475409836064,0.3103448275862069,1.8,5,4,1.0,0.4562334217506633,5,67.7,HIGH
H007,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain,2,3,3,0.0003456022118541559,0.0011033468186833395,2.1925340198602425,0.03278688524590164,0.10344827586206896,1.5,2,2,1.0,2.1551724137931036,2,59.5,MODERATE
H007,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,58,24,24,0.01002246414377052,0.008826774549466716,-0.11930096003855367,0.9508196721311475,0.8275862068965517,4.8,5,7,-0.14285714285714285,-0.12960760998810936,5,55.0,HIGH
H007,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,8,8,8,0.0013824088474166235,0.002942258183155572,1.1283560132401618,0.13114754098360656,0.27586206896551724,2.6666666666666665,3,4,-0.75,1.1034482758620687,2,52.0,MODERATE
H007,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Taste + Sore Throat,2,3,3,0.0003456022118541559,0.0011033468186833395,2.1925340198602425,0.03278688524590164,0.10344827586206896,1.0,3,1,0.0,2.1551724137931036,3,49.5,MODERATE
H007,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,4,3,3,0.0006912044237083118,0.0011033468186833395,0.5962670099301214,0.06557377049180328,0.10344827586206896,1.5,2,2,1.0,0.5775862068965516,2,47.39,MODERATE
H007,Abdominal Pain + Fever + Headache + Loss of Appetite,4,3,3,0.0006912044237083118,0.0011033468186833395,0.5962670099301214,0.06557377049180328,0.10344827586206896,1.5,2,2,1.0,0.5775862068965516,2,47.39,MODERATE
H007,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating + Vomiting,2,2,2,0.0003456022118541559,0.000735564545788893,1.1283560132401618,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,2,43.0,MODERATE
H007,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,10,5,5,0.0017280110592707793,0.0018389113644722325,0.06417800662008098,0.16393442622950818,0.1724137931034483,1.6666666666666667,3,2,1.0,0.051724137931034635,3,39.43,MODERATE
H007,Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,20,10,10,0.0034560221185415585,0.003677822728944465,0.06417800662008098,0.32786885245901637,0.3448275862068966,2.5,4,5,-0.5,0.051724137931034635,4,36.93,MODERATE
H007,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,14,7,7,0.002419215482979091,0.0025744759102611253,0.06417800662008091,0.22950819672131148,0.2413793103448276,1.75,4,2,-0.5,0.0517241379310345,4,32.43,LOW
H007,Fever + Muscle Pain + Rash + Vomiting,3,2,2,0.0005184033177812338,0.000735564545788893,0.4189040088267746,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,2,25.57,LOW
H007,Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,7,3,3,0.0012096077414895455,0.0011033468186833395,-0.08784742289707342,0.11475409836065574,0.10344827586206896,1.5,2,2,1.0,-0.09852216748768476,1,24.5,LOW
H007,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,12,4,4,0.002073613271124935,0.001471129091577786,-0.2905479955866127,0.19672131147540983,0.13793103448275862,1.3333333333333333,3,2,-0.5,-0.2988505747126437,3,21.0,LOW
H007,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,5,3,3,0.0008640055296353896,0.0011033468186833395,0.2770136079440972,0.08196721311475409,0.10344827586206896,1.5,2,2,-0.5,0.26206896551724146,1,17.81,LOW
H007,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Vomiting,4,2,2,0.0006912044237083118,0.000735564545788893,0.06417800662008089,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,2,14.93,LOW
H007,Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,4,2,2,0.0006912044237083118,0.000735564545788893,0.06417800662008089,0.06557377049180328,0.06896551724137931,1.0,2,1,0.0,0.05172413793103441,2,14.93,LOW
H007,Abdominal Pain + Fatigue + Fever + Loss of Appetite,6,2,2,0.0010368066355624676,0.000735564545788893,-0.2905479955866127,0.09836065573770492,0.06896551724137931,1.0,2,1,0.0,-0.2988505747126437,2,13.0,LOW
H007,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating,4,2,2,0.0006912044237083118,0.000735564545788893,0.06417800662008089,0.06557377049180328,0.06896551724137931,2.0,1,2,0.0,0.05172413793103441,1,9.93,LOW
H007,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,13,3,3,0.0022464143770520133,0.0011033468186833395,-0.5088409200215012,0.21311475409836064,0.10344827586206896,1.5,2,2,-0.5,-0.5145888594164456,1,9.5,LOW
H007,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash,6,2,2,0.0010368066355624676,0.000735564545788893,-0.2905479955866127,0.09836065573770492,0.06896551724137931,1.0,2,1,0.0,-0.2988505747126437,1,8.0,LOW
H008,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,22,16,16,0.003233392122281011,0.004898958971218616,0.5151144018259757,0.36065573770491804,0.5517241379310345,4.0,4,9,-0.5,0.5297805642633228,4,59.45,HIGH
H008,Dry Cough + Fever + Loss of Taste,1,4,4,0.00014697236919459142,0.001224739742804654,7.333129210042866,0.01639344262295082,0.13793103448275862,2.0,2,3,2.0,7.413793103448275,1,56.0,MODERATE
H008,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,66,26,26,0.009700176366843033,0.007960808328230252,-0.1793130323442631,1.0819672131147542,0.896551724137931,5.2,5,10,-0.7142857142857143,-0.17136886102403348,5,55.0,HIGH
H008,Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,22,12,12,0.003233392122281011,0.003674219228413962,0.13633580136948173,0.36065573770491804,0.41379310344827586,2.4,5,3,0.5,0.1473354231974921,5,54.59,MODERATE
H008,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash,7,6,6,0.00102880658436214,0.001837109614206981,0.7856705450091854,0.11475409836065574,0.20689655172413793,1.5,4,3,0.0,0.8029556650246304,4,52.57,MODERATE
H008,Abdominal Pain + Diarrhoea + Fever + Loss of Appetite,2,3,3,0.00029394473838918284,0.0009185548071034905,2.124923453766075,0.03278688524590164,0.10344827586206896,1.0,3,1,0.0,2.1551724137931036,3,49.5,MODERATE
H008,Fever + Joint Pain + Muscle Pain + Nausea + Rash,2,3,3,0.00029394473838918284,0.0009185548071034905,2.124923453766075,0.03278688524590164,0.10344827586206896,1.0,3,1,0.0,2.1551724137931036,3,49.5,MODERATE
